Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Luxury 3 Bedrooms in King West! 1.5 Months Free!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-3-bedrooms-in-king-west-1-5-months-free/1632300463,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8f/8fbe6edd-9b25-411b-84fe-08419abe5d2a?rule=kijijica-200-jpg,FIND YOUR NEXT LUXURY 3 BEDROOM HOME IN THE HEART OF KING WEST! BRAND NEW BUILDING! 1.5 MONTHS FREE AND AN ANNUAL MEMBERSHIP TO CLIO ON SELECT SUITES! Move in anywhere from February to September! ...,"$4,525.00",Toronto,Spadina Avenue,< 6 hours ago
2,1 Bedroom Apartment for Rent! Dufferin St./Lawrence Ave.!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-dufferin-st-lawrence-ave/1646012475,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/261335c6-8121-4427-8316-1df89502c40b?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$1,750.00",City of Toronto,Wellington Street West,04/01/2023
3,North York 2 Bedroom Apartment for Rent!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-2-bedroom-apartment-for-rent/1644814357,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/13/13d5cfb5-ba8a-411b-983f-8a7dd6c39c2e?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,200.00",City of Toronto,Glencairn Avenue,19/01/2023
4,Luxury short term rental 2+1 bed 2 Bath Mt Pleasant & St Clair,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-short-term-rental-2-1-bed-2-bath-mt-pleasant-st-clair/1644797009,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/232fdc73-7a20-4116-a838-33231055b1cd?rule=kijijica-200-jpg,"Short/long Term Luxury Possibly Semi Furnished Over 1500 Sqf Spacious Bright & Airy, Tall Ceilings, Hardwood And Ceramics,With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A ...","$3,990.00                                                                            $4,490.00",City of Toronto,Ennerdale Street,19/01/2023
5,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Bathurst Street,15/01/2023
6,Dufferin/College-1Bdrm Bsmnt Apt-Avail Immediately,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dufferin-college-1bdrm-bsmnt-apt-avail-immediately/1647421675,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/58/589d8a41-e27a-42ae-808a-24c6073d78fc?rule=kijijica-200-jpg,Available Immediately $2700 All Inclusive Quiet Home In Great Area 3rd Flr Apartment with Front Balcony & Rear Rooftop Deck from HUGE Loft 2 Bedrooms Recently Renovated Separate Entrance 1 Bthrm with ...,"$2,700.00",City of Toronto,Neptune Drive,17/01/2023
7,2 Bedroom apartment On Dupont Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-on-dupont-street/1647431875,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/78/78363dfe-18f6-4b3c-bf06-d369291ab73b?rule=kijijica-200-jpg,"Convenient location, short walk to Subway, transport at front door. Trendy neighborhood with independent restaurants, coffee shops and stores. Renovated open concept second floor 2 bedroom apartment. ...","$2,290.00",Toronto,Welland Avenue,17/01/2023
8,Renovated 2 Bdm. + Den for Rent in Toronto's Danforth Village!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bdm-den-for-rent-in-torontos-danforth-village/1647421473,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4b/4b991aeb-7677-4cdb-9781-a3f11aceced0?rule=kijijica-200-jpg,"Live well at Main Square Apartments; perfectly located at Danforth and Main, surrounded by convenience! Need daycare? The Main Square Daycare is located on-site. Danforth Village is a shoppers ...","$2,650.00",City of Toronto,Rose Park Drive,17/01/2023
9,2A Thyra Ave. Unit 201 - 2A Thyra Ave. Unit 201 Apartment for Re,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2a-thyra-ave-unit-201-2a-thyra-ave-unit-201-apartment-for-re/1647422583,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f9/f9776104-073f-41ad-9ee5-c69a732d3d44?rule=kijijica-200-jpg,"2A THYRA AVENUE, UNIT 201 TORONTO – VICTORIA PARK - DANFORTH 1 BEDROOM - 1 BATHROOM – NEWLY UPDATED – ABOVE COMMERCIAL SPACE - PROFESSIONALLY MANAGED - FLEXIBLE MOVE IN DATE PRICING: -$1,575 per ...","$1,575.00",City of Toronto,Lake Shore Boulevard West,17/01/2023
10,765 Steeles  - One Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/765-steeles-one-bedroom-apartment-for-rent/1647421617,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f2/f2710ffd-d2f5-4fea-9a5f-b85eb65c1f32?rule=kijijica-200-jpg,"765 STEELES Conveniently located with easy access to the highway, public schools, day care centers, and shopping centers. The building is situated in a park-like setting with manicured lawns, mature ...","$2,159.00",City of Toronto,Brookers Lane,17/01/2023
11,Lansdowne/College-1Bdrm Main Floor Apt-ALL INCLUSIVE,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lansdowne-college-1bdrm-main-floor-apt-all-inclusive/1647421556,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/33/33ad900f-1426-4109-94ac-02d0ea847f17?rule=kijijica-200-jpg,Available March 1st $1415 All Inclusive!! Open Concept Living! Bright 1 Bdrm Main Floor Apt-NOT a basement!! Living Room Open to Kitchen with Full Size Fridge/Stove Bathroom with Tub Private Entrance ...,"$1,415.00",City of Toronto,Dupont Street,17/01/2023
12,Ritz Carlton 1 bedroom lease for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/ritz-carlton-1-bedroom-lease-for-rent/1647410077,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4a/4a9b7f9f-36a7-4f4a-a111-87ea38fbe84e?rule=kijijica-200-jpg,The Luxurious Ritz- Carlton! Exclusive Ultra-Modern Unit With Level Of Finish Rarely Seen In Toronto! 2243 Sqft W/Private Elevator Access And Breathtaking Panoramic South West View From Soaring 10Ft ...,"$20,000.00",City of Toronto,Campbell Avenue,17/01/2023
13,Beautiful house,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-house/1647413219,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a215a9b7-7d3b-4800-9778-b2d27d97c9d0?rule=kijijica-200-jpg,"Housing Type: Detached 3 bedroom 2 bath room Address: 139 Flora Drive Toronto, Dorset Park Rent: $2,200/mon Description: Tastefully Renovated, 3 Bedroom, 2 Washroom Lower Level Apartment, With ...","$2,200.00",City of Toronto,Danforth Avenue,17/01/2023
14,2 bed 2 bath condo 800+ square feet,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-condo-800-square-feet/1647420518,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b3/b3d2bf74-2962-4818-a08a-700f1602fc64?rule=kijijica-200-jpg,Stunning Luxury Building At Bloor And Islington!! Steps Away From Islington Station!! Modern 2 Bedroom + Den. Approx 809 S.F. Features Laminate Flooring Throughout. Open Concept Living/Dining Walk ...,"$2,750.00",City of Toronto,Barrington Avenue,17/01/2023
