Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 Bedroom Apartment for Rent! Dufferin St./Lawrence Ave.!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-dufferin-st-lawrence-ave/1646012475,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/261335c6-8121-4427-8316-1df89502c40b?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$1,750.00",City of Toronto,Glencairn Avenue,04/01/2023
2,1.5 Months Free! Luxury 2 Bedroom and 2 + Dens: Brand New!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-5-months-free-luxury-2-bedroom-and-2-dens:-brand-new/1632176547,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0f/0f8fbfcd-083b-4379-9adc-e37871ff419f?rule=kijijica-200-jpg,BRAND NEW LUXURY RENTAL BUILDING IN KING WEST! Renting Two Bedroom and Two Plus Den units- Move in anywhere from February to September. Size range for 2 Bedrooms are 766-1150 sq ft - some of them ...,"$3,544.00",Toronto,Ennerdale Street,< 6 hours ago
3,Bachelor - 110/140/160 Erskine Ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-110-140-160-erskine-ave/1643640860,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7c/7c1e0b0b-ade5-4826-9502-16cc864642e8?rule=kijijica-200-jpg,"Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! Bachelor available March Monthly rent from $1,975 plus electricity Parking is $165 - 175 monthly ...","$1,975.00",City of Toronto,Spadina Avenue,< 24 hours ago
4,*Newly Renovated* 2-Bedroom - 2350 Birchmount Rd,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-2350-birchmount-rd/1640278486,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/72/72ca79a8-3db7-477c-b8bd-1d25366742db?rule=kijijica-200-jpg,"Quick access to both the 401 and the Don Valley Parkway! Public transportation is accessible at the front of the building! Two-Bedroom available March Monthly rent from $2,570 plus electricity ...","$2,570.00",City of Toronto,Wellington Street West,< 24 hours ago
5,apartment rentals,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-rentals/1647762654,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bd2c6198-d71f-41f8-bdb6-75b0f347e5d4?rule=kijijica-200-jpg,"balcony, large open-concept Living, Dining Room and Kitchen, 1 bedroom starting from $1,600.00, new fridge and stove, new windows and balcony door, one parking space included; quiet family building, ...","$1,600.00",City of Toronto,University Avenue,Yesterday
6,Rentals at Elm Avenue near Sherbourne and Yonge & Bloor...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rentals-at-elm-avenue-near-sherbourne-and-yonge-bloor/1644906548,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a4/a45d44d8-49fc-4db0-b076-c84f6c982820?rule=kijijica-200-jpg,"Available rentals at 5 & 11 Elm Avenue - Rosedale: 1 Bedroom - Rent from $2,375 - Available (March 20, 2023) Clifton Manors offers large renovated apartments with stainless steel appliances including ...","$2,375.00",City of Toronto,Pearl Street,20/01/2023
7,2 Bedroom Apt. for Rent in Kingsway Neighbourhood of Etobicoke!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apt-for-rent-in-kingsway-neighbourhood-of-etobicoke/1641537081,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/32/327691b9-8a6c-4c3c-9e74-92a30161505b?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$1,900.00",City of Toronto,Sheppard Avenue East,20/01/2023
8,2255 Weston Road - Apartments Available for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2255-weston-road-apartments-available-for-rent/1641537142,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a2/a24b14d8-de8e-4b8b-8686-ad209057bcbb?rule=kijijica-200-jpg,"Welcome to 2255 Weston! APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: BACHELOR: $1,450 - 1,650 1 BEDROOM: $1,750 - 1,950 This midtown Toronto location is just south of highway 401, located north ...","$1,450.00",City of Toronto,Amethyst Road,20/01/2023
9,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,Jane Street,20/01/2023
10,1 Bedroom  for Rent in Midtown Toronto's Leaside Neighourhood!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-for-rent-in-midtown-torontos-leaside-neighourhood/1641537054,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2c/2c735f27-9517-44fd-b041-3e9e3a1c7fde?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,299.00",City of Toronto,William Cragg Drive,20/01/2023
