Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Luxury Two Bedroom Apartment in Bloor West - Swansea,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-two-bedroom-apartment-in-bloor-west-swansea/1630407999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/775698cd-f508-4159-b4cf-f630a0c7d3c8?rule=kijijica-200-jpg,"[ONLY TWO UNITS REMAINING!] Gorgeous, renovated luxury apartment in prime Swansea location! Stunning kitchen features extra-depth quartz counters, stainless appliances (including dishwasher and ...","$2,695.00",City of Toronto,South Kingsway,< 20 hours ago
2,1 Bedroom  - Upper Canada Court - 110/140/160 Erskine,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-upper-canada-court-110-140-160-erskine/1640738029,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d7/d71128c8-7c4b-4402-ac94-49a45e53ba17?rule=kijijica-200-jpg,"Newly Renovated (select units) Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! One-Bedroom available February, March and May Monthly rent from ...","$2,095.00",City of Toronto,Sunnybrook Road,< 24 hours ago
3,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,University Avenue,< 24 hours ago
4,"New listing, 3 rd floor Summerhill/Rosedale subway. Avail Feb 1,",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-listing-3-rd-floor-summerhill-rosedale-subway-avail-feb-1/1647436297,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c6f3218-f49f-4668-85b6-2138bf36dbb8?rule=kijijica-200-jpg,"Large, south facing whole floor. Best location; 3 minute walk to subway, Starbucks on the corner, dry cleaners, Terroni, Harvest Wagon, large south deck etc. Very quiet home.","$2,700.00",City of Toronto,Pearl Street,17/01/2023
5,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Sheppard Avenue East,02/01/2023
6,Scarborough Brand New Condo Townhouse 2Bed 1Den 2Bath w/Parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-brand-new-condo-townhouse-2bed-1den-2bath-w-parking/1647678820,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d45fb21-5f02-43ab-9658-ceb19b449a31?rule=kijijica-200-jpg,This Brand New [Victoria Garden] Condo Townhouse is Located in Finch & Victoria Park in North York. 1200Sqf. 1 Parking + 1 Locker. **Check-in on February-7 for 1-Year Lease.**Not Yet Delivered. ...,"$3,000.00",City of Toronto,Amethyst Road,19/01/2023
7,Apartments for Rent - 2-12 Kingston Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartments-for-rent-2-12-kingston-road/1581324130,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/51/51affd9c-a18b-41bd-9df5-a5b86716e708?rule=kijijica-200-jpg,"Welcome to 2-12 Kingston! APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 1 BEDROOM: $1,650 - 1,750 This east Toronto location is on the north-west corner of Queen Street East, and Kingston Rd. ...",Please Contact,City of Toronto,Yonge Street,19/01/2023
8,3 BEDROOM 2 WASHROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-2-washroom-for-rent/1647676508,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/19/1926819b-47b9-42c8-9041-d94d2324d409?rule=kijijica-200-jpg,Large & Bright Corner Unit With Unobstructed Panoramic South West View. 3 Bedrooms & 2 Full Baths W/Great Functional Layout. Good Size Master Bedroom W/Ensuite. Stainless Steel Appliances. High ...,"$3,400.00",City of Toronto,Roxborough Street West,19/01/2023
9,Luxury short term rental 2+1 bed 2 Bath Mt Pleasant & St Clair,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-short-term-rental-2-1-bed-2-bath-mt-pleasant-st-clair/1644797009,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/232fdc73-7a20-4116-a838-33231055b1cd?rule=kijijica-200-jpg,"Short/long Term Luxury Possibly Semi Furnished Over 1500 Sqf Spacious Bright & Airy, Tall Ceilings, Hardwood And Ceramics,With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A ...","$3,990.00                                                                            $4,490.00",City of Toronto,Fallingbrook Road,19/01/2023
10,Amazing Condo For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/amazing-condo-for-rent/1647673895,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/dc/dcb4dd30-a82c-4510-9e9b-5dfa39e87070?rule=kijijica-200-jpg,"Beautiful 1 Bedroom Condo With Unobstructed Views. High-36th Floor Unit Open Concept, Modern Kitchen W/Granite Countertop With All Appliances At Award Winning Green Building W/Luxury Amenities - ...","$2,200.00",City of Toronto,Fallingbrook Crescent,19/01/2023
11,Brand New 3 Storey Towns at Leaside (Bayview/Eglinton) For Rent!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-3-storey-towns-at-leaside-bayview-eglinton-for-rent/1647673830,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/38/38d788ec-a71b-4532-b660-93b781b79a15?rule=kijijica-200-jpg,"*Rare Opportunity In ""South Leaside""* Located In One Of The Most Desirable Toronto School Districts! Steps To Amenities & Shops, LRT, TTC & Mins To Financial Core. Peter Higgins Design, Impeccable ...","$6,500.00",City of Toronto,Kennedy Road,19/01/2023
12,Downtown Toronto 1+1 Bedroom Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-1-1-bedroom-condo-for-rent/1647671910,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b2/b2b11d92-fcc1-413b-960c-da9c684320c6?rule=kijijica-200-jpg,"➡️Address: 7 Grenville St. (YC Condos) ➡️1+1 bedroom, 1 bathroom, locate at relatively high floor of the building ➡️Rent: $2,750 ➡️Will be ready on the first day of February, rent include heat and ...","$2,750.00",City of Toronto,Brigstock Road,19/01/2023
13,Brand New 1b+den/2b Condo Sublet in North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1b-den-2b-condo-sublet-in-north-york/1647670298,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/04288433-80eb-4499-b887-65c1d230c027?rule=kijijica-200-jpg,Assigning our brand new 1b+den/2b with 2 bathrooms condo near Leslie/Sheppard subway station and Oriole Go Train station in North York. We had a wonderful living experience here but have to move out ...,"$2,655.00",City of Toronto,Kingston Road,19/01/2023
