Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"The Seabreeze - 2 Bedroom, 1 Bathroom Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-seabreeze-2-bedroom-1-bathroom-apartment-for-rent/1647500416,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/2664bce2-b85c-443f-9ac8-2817c93e79cc?rule=kijijica-200-jpg,"At The Surfside, choose an incredible bachelor, one or two bedroom suite, with unbeatable views and location. Renting at King ad Dufferin puts you in one of Toronto's most desirable communities, ...","$2,349.00",City of Toronto,Queen Street East,17/01/2023
2,Brand New Prime Beach with 2 bedrooms and 2 full baths,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-prime-beach-with-2-bedrooms-and-2-full-baths/1641918072,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/64/64c7de13-a759-4746-8936-beafe4357961?rule=kijijica-200-jpg,"Enjoy the restorative fascination of the water a short walk away. This main floor space is offered unfurnished, has 2 bedrooms, 2 full baths, a balcony overlooking the backyard from the primary/rear ...","$3,000.00",City of Toronto,Bellefair Avenue,25/11/2022
3,Scarborough 2 Bedrooms Apartment for Rent - 1320-1330 Danforth R,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-1320-1330-danforth-r/1640739924,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fc741369-329b-41ae-82ca-140342d9b64b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$2,147.00",Scarborough,Danforth Road,< 23 hours ago
4,"renovated one bedroom, Broadview and Cosburn - ID 1242",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-1242/1647637331,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f73dc6b-a874-4e51-b028-5b55fbd9377c?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Savarin Street,19/01/2023
5,RENT TO OWN A HOUSE OR BUY WITH OUR ZERO DOWN PROGRAM,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rent-to-own-a-house-or-buy-with-our-zero-down-program/1569609232,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/024de9dd-a4ae-4ec3-95d6-6fc2fd41b769?rule=kijijica-200-jpg,Program # 1 -- Buy House With Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program For New Immigrants* *Any Credit or No ...,Please Contact,City of Toronto,Airport Road,< 23 hours ago
6,2 bedrooms walkout basement for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-walkout-basement-for-rent/1643001710,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9b/9bc4b1e7-01df-4ad2-8d20-d06d831c15b7?rule=kijijica-200-jpg,"New renovated Walkout Basement , basement is around 2200sf, there are two units, each unit has 2 bedrooms 1 kitchen 1 bathroom, living room is shared Utilities: Gas : 20% of gas bill Water: depends ...","$1,880.00",City of Toronto,Thamesgate Drive,04/12/2022
7,Downtown Bay St one bedroom condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-bay-st-one-bedroom-condo-for-rent/1642993032,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c1/c1d753c7-3d25-4c6c-9441-bd4d0b9ca3bb?rule=kijijica-200-jpg,"Great location on Bay Street, walking distance to Union Station and Lake Ontario.","$2,600.00",City of Toronto,Stonehaven Avenue,04/12/2022
8,Condo for lease in the sought after Swansea neighborhood.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-lease-in-the-sought-after-swansea-neighborhood/1642996265,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/22/22c7d547-2b85-4e55-8bc6-3279849b759f?rule=kijijica-200-jpg,"1+1 condo with lake view for lease in the high park neighborhood. This condo comes with 1 parking. all amenities are included. This condo 2 minutes walk from the lake and lakeshore beaches, Also, 15 ...","$2,500.00",City of Toronto,Best Circle,04/12/2022
9,High Park-Swansea- Roncesvalles- 1 Bedroom Basement Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-swansea-roncesvalles-1-bedroom-basement-apartment/1642992746,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5e/5eefd6d5-7a41-4982-aedf-44311228379e?rule=kijijica-200-jpg,"High Park-Swansea- Roncesvalles- 1 Bedroom basement Apartment in the house $1450.00- Separate Entrance Spacious 1 bedroom apt, across from St Joseph Hospital in High Park Swansea area. Walk to High ...","$1,450.00",City of Toronto,Lake Shore Boulevard West,04/12/2022
10,Prime location with tons of unique features,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/prime-location-with-tons-of-unique-features/1642977359,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/90/90cb7016-b38e-44e6-9816-55a1d36e7860?rule=kijijica-200-jpg,"A rarely found spacious fully furnished 1 bed+1 bath apartment (630 sqft) with a lot of unique features - Available from Dec 5th - Queen bed, couch, coffee table, dining table, TV, cookware, ...","$2,800.00",City of Toronto,Bay Street,04/12/2022
11,GREAT ROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/great-room-for-rent/1642969221,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4a/4a0640b9-d084-44a8-bf86-1595459e65f2?rule=kijijica-200-jpg,Great room for rent on the main floor. Close to all amenities. 10 minutes to Victoria Subway station. Close to shopping malls. Unfurnished $ 950. Furnished $1200. Short term is ok too. Utilities such ...,$950.00,City of Toronto,The Queensway,04/12/2022
12,Fully furnished bachelor's suite for rent *NO KITCHEN*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-bachelors-suite-for-rent-no-kitchen/1633967304,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3a/3a91c10b-5c3c-44b9-8718-ad1df586156c?rule=kijijica-200-jpg,"Fully furnished suite with 4 pcs washroom for working woman/female student. Its available from Jan/2023 and all utilities included plus internet , laundry and one car parking. security cameras on ...",$900.00,City of Toronto,Southport Street,04/12/2022
