Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bedroom - 80 Forest Manor Road - Close to Seneca!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-80-forest-manor-road-close-to-seneca/1647092667,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65e22961-7fca-4a9d-9542-2b2ea870af20?rule=kijijica-200-jpg,"Excellent access to the DVP and 401, combined with the convenience of being directly across the street from the Fairview Mall. Two-Bedroom available April Monthly rent from $2,660 plus electricity ...","$2,660.00",City of Toronto,Bathurst Street,< 24 hours ago
2,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,Lyonsgate Drive,20/01/2023
3,Rosseau Road Inc. - Two Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rosseau-road-inc-two-bedroom-apartment-for-rent/1644405601,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/89/8933e8ef-0a9b-4258-8e7f-d625ce2bd087?rule=kijijica-200-jpg,"The rent will be $1779 + Hydro + Parking Building Overivew Beautifully renovated 1 and 2 bedroom apartments currently available. With stainless steel appliances, newly renovated kitchen, upgraded ...","$1,979.00",City of Toronto,River Street,20/01/2023
4,one bedroom Dundas and DVP - ID 2545,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-dundas-and-dvp-id-2545/1647421933,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c1/c1b0ba3f-4535-4b76-8418-74492dfcdd06?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Dundas and Gerrard in the Downtown East neighborhood, Toronto. renovated one bedroom suite - 1 bathroom - located on floor 15 - approximately 514 ...","$1,850.00",City of Toronto,Gerrard Street East,17/01/2023
5,"renovated one bedroom, Broadview and Cosburn - ID 1242",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-1242/1647637331,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f73dc6b-a874-4e51-b028-5b55fbd9377c?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Markham Road,19/01/2023
6,4private bed 2 bath basment@Markham and Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/4private-bed-2-bath-basment-markham-and-eglinton/1647934546,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/05/052ada9f-b0a5-4dff-9d26-7c4f16717458?rule=kijijica-200-jpg,"4 Bedroom in basement available from February 1st 2022. TTC at Bellamy road (Bus 9), Markham road (Bus 102), Eglinton Ave ( many routes), Egliton GO, Walmart, Cedarbe Mall nearby -Rooms are in ...",$700.00,City of Toronto,Dunelm Street,21/01/2023
7,"CONDO Studio, fully furnished - Yonge and Sheppard",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-studio-fully-furnished-yonge-and-sheppard/1647932910,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0c/0c383066-dac2-4858-a5fd-c26f865332ff?rule=kijijica-200-jpg,"Studio apt in a luxury condo building Fully furnished, subway one block; 401 at your doorstep Located at Yonge and Shepard Walking distance to shops, schools, parks, restaurants Well kept building . ...","$2,195.00",City of Toronto,Yonge Street,21/01/2023
8,2 Bed 2 Bath Townhouse for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-townhouse-for-rent/1647932735,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/88/88abf727-cb7e-4d2d-92b7-8906e17de7a8?rule=kijijica-200-jpg,Spacious 980 sq ft 1 Level Unit That Must Be Seen To Be Appreciated. The Upgraded Flooring Throughout Is Stunning And Makes The Unit Seem Even More Spacious. There Are 2 Good Sized Bedrooms As Well ...,"$3,500.00",City of Toronto,Avondale Avenue,21/01/2023
9,For Rent: New One-Bedroom Condo at Bathurst and Lakeshore,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent:-new-one-bedroom-condo-at-bathurst-and-lakeshore/1591952203,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/17/17122bdf-3c7f-4694-b4fb-7509b37ce28d?rule=kijijica-200-jpg,"For Rent in Donwntown Toronto: Stunning one-bedroom condo on the 29th floor of The Lakeshore by Concord. The unit has a large kitchen / dining area with plenty of cabinetry, a bedroom with some lake ...",Please Contact,City of Toronto,Drummond Street,21/01/2023
10,78 Carr St. TH6 - 78 Carr St.  Townhome for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/78-carr-st-th6-78-carr-st-townhome-for-rent/1645033253,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e58b5c6c-b8c6-46d9-a61b-ff77c79f2c88?rule=kijijica-200-jpg,78 CARR ST. - TH6 TORONTO - QUEEN - BATHURST - DUNDAS- SPADINA QUIET 2 BEDROOM - 1.5 BATHROOM – W/O TO PRIVATE TERRACE - CENTRAL A/C- ENSUITE LAUNDRY- PROFESSIONALLY MANAGED - FLEXIBLE MOVE IN DATE ...,"$3,195.00",City of Toronto,Harold Street,21/01/2023
