Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Renovated 2 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bedroom/1626914624,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...,"$2,595.00",City of Toronto,Jameson Avenue,< 18 hours ago
2,2 Bedroom for Rent in Midtown Toronto's Leaside Neighourhood!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-for-rent-in-midtown-torontos-leaside-neighourhood/1646012571,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/87/87b6f498-b225-4057-a67f-274170b67859?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,700.00",East York,Springhurst Avenue,04/01/2023
3,Scarborough 1 Bedroom Apartment for Rent - 1320-1330 Danforth Ro,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-1320-1330-danforth-ro/1640739925,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/af1f29ba-6d66-4b29-916f-feeb471adfe0?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$1,924.00",Scarborough,Danforth Road,< 23 hours ago
4,"Bachelor Apartment for Rent - 80 Wellesley Street, East",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-80-wellesley-street-east/1645200558,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f82b724a-578a-4a9f-8e73-2a6721c05260?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$1,965.00",City of Toronto,Savarin Street,< 24 hours ago
5,Downtown 1 Bedroom Jr Apartment for Rent - 155 Wellesley Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-jr-apartment-for-rent-155-wellesley-street/1643994390,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/86/86facc36-4e51-439e-9f1c-156377091549?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now!437-218-5969Virtual Open House: View our units by ...","$2,123.00",City of Toronto,Church Street,< 24 hours ago
6,Don Mills/Sheppard Luxury 1+Den 2Washroom Condo For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/don-mills-sheppard-luxury-1-den-2washroom-condo-for-rent/1647862615,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/dc/dcee84bb-619b-49db-b097-8f67c5ea9177?rule=kijijica-200-jpg,"1 Year New One Bedroom + Den With Two Full Bathroom Condo In Prestigious Don Mills/Sheppard Location; 9 Foot Ceilings. Bright And Open Concept, Functional Layout. A Big Balcony With Unobstructed ...","$2,550.00",City of Toronto,Wellesley Street East,21/01/2023
7,2 bedroom apartment in the beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-in-the-beaches/1647861535,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/99/994feb5b-ebd4-4823-b916-b11f1127c4d5?rule=kijijica-200-jpg,"Beautiful 2 bedrooms walkout basement apartment 7ft 8” ceiling height with lots of large above grade windows. Not your typical lower level apartment, bright and high ceilings. Two private entrances ...","$2,300.00",City of Toronto,Godstone Road,21/01/2023
8,house for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1647861218,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/08/082dcee5-c1f3-4aa3-9643-fcd9f8fcdbeb?rule=kijijica-200-jpg,"Beautiful 3Bdrm Bungalow In Prestigious Willowdale East With Bright Eat-In Kitchen, Private Backyard And Finished Basement. Close To Bayview Village Mall, Subway Station, Entertainments And ...","$3,500.00",City of Toronto,Fairview Mall Drive,21/01/2023
9,house for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1647860505,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/35/356d9038-d98a-4b77-99c7-01a574f259d5?rule=kijijica-200-jpg,"Spectacular Detached Home In The Most Desirable North York Hillcrest Area And Family Oriented Neighborhood! Top Ranking School: Ay Jackson Ss. Close To Park, Ttc, Seneca College, Community Center, No ...","$3,500.00",City of Toronto,Woodbine Avenue,21/01/2023
10,Condo Rental in North York $1800,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-rental-in-north-york-1800/1643493326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/36/36c1458d-8edd-4e3b-b52a-7ffead8b39fb?rule=kijijica-200-jpg,"For more information GO TO ---> https://www.TorontoCondorentalsOnline.com Get a Professional Real Estate Agent to help you find the perfect condo, house or apartment rental, and best of all, IT WON'T ...","$1,900.00",City of Toronto,Norway Avenue,21/01/2023
