Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"renovated one bedroom, Broadview and Cosburn - ID 1242",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-1242/1647637331,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f73dc6b-a874-4e51-b028-5b55fbd9377c?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Church Street,19/01/2023
2,"Bachelor Apartment for Rent - 80 Wellesley Street, East",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-80-wellesley-street-east/1645200558,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f82b724a-578a-4a9f-8e73-2a6721c05260?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$1,965.00",City of Toronto,Wellesley Street East,< 24 hours ago
3,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,Jameson Avenue,20/01/2023
4,Renovated Bachelor/Studio at 1001 O'Connor Drive - ID 73,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-studio-at-1001-oconnor-drive-id-73/1647637224,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8e/8e1edc51-25d2-4090-9d79-73bdc7967e66?rule=kijijica-200-jpg,"Renovated Akelius studio apartment for rent. O'Connor & St. Clair East in the East York neighborhood, Toronto. renovated studio - 1 bathroom - approximately 325 square feet - available 2023-02-01 for ...","$1,525.00",City of Toronto,Springhurst Avenue,19/01/2023
5,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,O'Connor Drive,19/01/2023
6,"2 Bdrm à louer au 1757, 1759 Victoria Park Avenue",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-a-louer-au-1757-1759-victoria-park-avenue/1647477089,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/33/3326d8e2-c72f-4b53-8e89-9e8441efe22e?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/scarborough-on/victoria-park-apartments/ Victoria Park Apartments value cannot be matched. These are hands down some of the cleanest ...,"$2,305.00",City of Toronto,Dohme Avenue,17/01/2023
7,151 St George - Studio Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/151-st-george-studio-apartment-for-rent/1647475299,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f88ba6b2-5383-4dc6-afe4-7e147d1d4816?rule=kijijica-200-jpg,"Right in the central Annex district of Downtown Toronto, 151 St. George offers studio and one bedroom apartments for rent. The University of Toronto and surrounding schools begin just one block ...","$2,200.00",City of Toronto,Spadina Avenue,17/01/2023
8,1 bedroom + den penthouse apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-penthouse-apartment/1647477987,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/70/7018708d-8d0d-4918-bbba-6b01efef4bc5?rule=kijijica-200-jpg,"Brand new never lived in 1 bedroom plus den penthouse apartment, designated parking spot and locker. Floor to ceiling windows, bright and sunny suite. Integrated premium kitchen appliances. Vibrant ...","$2,800.00",City of Toronto,Front Street West,17/01/2023
9,"2 Bdrm à louer au 18 Panorama Court, Etobicoke",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-a-louer-au-18-panorama-court-etobicoke/1647477243,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3c/3c8a403b-cbbb-4024-b17d-aa17b9d9fa12?rule=kijijica-200-jpg,"Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/etobicoke-on/panorama-apartments/ Panorama Apartments is a level above the rest. Our residents enjoy beautiful, large one, two and ...","$2,510.00",City of Toronto,Victoria Park Avenue,17/01/2023
10,"3 Bdrm à louer au 44 Stubbs Drive, North York",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bdrm-a-louer-au-44-stubbs-drive-north-york/1647477164,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/51/51cc0946-ac96-441a-a9d7-61190d28a782?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/north-york-on/stubbs-apartments/ Stubbs Apartments offers apartments for rent in Toronto in the exclusive York Mills & 401 ...,"$3,655.00",City of Toronto,Sloane Avenue,17/01/2023
11,"1 Bdrm à louer au 7, 9 Roanoke Road , North York",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-a-louer-au-7-9-roanoke-road-north-york/1647477226,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fe/fe1d4c4d-5bef-4178-a0d6-c8398030dc20?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/north-york-on/roanoke-apartments/ Rental Office Located at 9 Roanoke Road. These apartments for rent in Toronto are located on a ...,"$2,160.00",City of Toronto,River Street,17/01/2023
12,"2 Bdrm à louer au 4000 Lawrence Avenue East, Scarborough",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-a-louer-au-4000-lawrence-avenue-east-scarborough/1647476884,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/afc653f2-b0af-4790-96ec-3a2bb29b768e?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/scarborough-on/lawrence-east-apartments/ Lawrence East Apartments offers high quality apartments for rent in Scarborough with superb ...,"$2,250.00",City of Toronto,Cornwall Street,17/01/2023
13,"Fully furnished 1+2 beds, 1.5 bath, $2700/month, 8 Telegram mews",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-1-2-beds-1-5-bath-2700-month-8-telegram-mews/1647477236,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/27/27dc2b1e-bcca-4748-93f4-798b5d8feb3b?rule=kijijica-200-jpg,"Fully furnished 1+2 beds, 1.5 bath , one locker, $2700/month , Great Lake view, large balcony Fort York Blvd and Telegram Mews, very convenient location , please text Jennifer 416-433-1198 for more ...","$2,700.00",City of Toronto,Bremner Boulevard,17/01/2023
14,"1 Bdrm à louer au 15 Tangreen Court, Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-a-louer-au-15-tangreen-court-toronto/1647476905,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/42/42d69340-47cc-493a-a7c5-9344df6eb32f?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/toronto-on/bentley-apartments/ Indoor/Outdoor Parking Laundry Room Bicycle Storage Moving Room Lockers Entry Call Board Security ...,"$2,335.00",City of Toronto,Brunel Court,17/01/2023
15,"2 Bdrm à louer au 100 Wellesley Street East, Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-a-louer-au-100-wellesley-street-east-toronto/1647476771,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/56/567d5e87-a1f9-48b7-835d-e340101f1fb3?rule=kijijica-200-jpg,Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/toronto-on/wellesley-apartments/ Short Term Leases Available At this sensational building offering apartments for rent in Toronto ...,"$3,060.00",City of Toronto,Jarvis Street,17/01/2023
16,3 Bedroom Basement for Rent (Finch and Weston),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-basement-for-rent-finch-and-weston/1647474304,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/20/204a2b69-8dfb-45e1-86ef-1c07ffeb95f0?rule=kijijica-200-jpg,Basement only Near Finch and Weston (Lanyard Rd) 2-3 parkings Utility not included (50%) Rent is negotiable,"$2,000.00",City of Toronto,Cawthra Square,17/01/2023
17,"April 2023, Condo townhouse:: Thornhill",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/april-2023-condo-townhouse::-thornhill/1647474174,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3d/3d1edf08-9d25-4739-bd36-1c0f9965a30a?rule=kijijica-200-jpg,"*** Available for Rent from 1st APRIL 2023! 3 Storey Townhouse In Prime Bayview Country Club. * It’s a Condo Townhouse: includes water, snow removal, landscaping. Tenants do not have to worry about ...","$3,149.00",City of Toronto,Lanyard Road,17/01/2023
18,Luxury Rental Apartment - Lease Assignment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-rental-apartment-lease-assignment/1647469862,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6c/6c20534e-3600-46e7-90e8-08ceddbef656?rule=kijijica-200-jpg,"Beautiful brand new 2 bedroom 2 bathrooms Penthouse apartment available for Lease Assignment, available immediately until July 2023 and it can be extended as needed. I am moving out of province. One ...","$3,575.00",City of Toronto,Ironwood Road,17/01/2023
19,Brand New - 3 Bedrooms Full Renovated - Junction,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-3-bedrooms-full-renovated-junction/1647466603,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/36/3680373d-f0b7-4425-b5b5-f2142b9da08f?rule=kijijica-200-jpg,"1375 Sq Ft. Renovated 3 Bedrooms In Junction. New Kitchen, New Appliances, Brand New Bathroom. Be The First To Move In. More details : ...","$3,400.00",City of Toronto,John Street,17/01/2023
20,High park apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-apartment/1647466569,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/05/05ee4276-ffed-414c-9c37-df1717bd68b7?rule=kijijica-200-jpg,Immaculate apartment brand new Check out this listing ...,"$3,000.00",City of Toronto,Dawn Hill Trail,17/01/2023
21,Stunning Newly Renovated One Bedroom Apartment in Leslieville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/stunning-newly-renovated-one-bedroom-apartment-in-leslieville/1647466083,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/75/75335472-14c8-4335-9e19-c3a4d4d6d58b?rule=kijijica-200-jpg,"Beautiful, bright one bedroom with high ceilings and lots of natural light. Completely renovated from top to bottom with all the amenities. Hugh entertainers kitchen with quartz countertops and large ...","$2,200.00",City of Toronto,Erskine Avenue,17/01/2023
22,Brand new two bedroom two bathroom for rent $3300,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-two-bedroom-two-bathroom-for-rent-3300/1647465965,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2f/2f2aac84-21f0-4708-9dfc-86397ecb2d41?rule=kijijica-200-jpg,"Two bedroom plus a den, two bathroom. One parking one locker. +15 Floor. Location @ Islington/ Bloor, five minutes to Islington subway. Brand new condo, swimming pool etc Email: ...","$3,300.00",City of Toronto,Redpath Avenue,17/01/2023
