Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Chaplin Crescent,17/01/2023
2,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,Roselawn Avenue,19/01/2023
3,1 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-steps-to-victoria-park-station/1623912036,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/73/73544705-67e0-43bc-8f7d-d4f2dda02e5e?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,449.00",Toronto,Spadina Avenue,30/12/2022
4,apartment rentals,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-rentals/1647762654,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bd2c6198-d71f-41f8-bdb6-75b0f347e5d4?rule=kijijica-200-jpg,"balcony, large open-concept Living, Dining Room and Kitchen, 1 bedroom starting from $1,600.00, new fridge and stove, new windows and balcony door, one parking space included; quiet family building, ...","$1,600.00",City of Toronto,Front Street West,Yesterday
5,Bachelor for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-for-rent-steps-to-victoria-park-station/1643370118,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/742bb861-df40-462d-9ca7-ca7b6e5dd702?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,149.00",City of Toronto,Denton Avenue,05/01/2023
6,Executive Bachelor Yonge & Wellington Bachelor Unit Furnished,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/executive-bachelor-yonge-wellington-bachelor-unit-furnished/1648195939,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/79/794cce2f-7997-4b3b-8d2d-c26da70ebccc?rule=kijijica-200-jpg,"✔ Beautifully furnished with all utilities included Hydro, Heat, Water, Unlimited High Speed Internet (Savings of $400+) ✔ Hottest Location in Downtown at Yonge and Wellington Near The Financial ...","$2,450.00",Toronto,MacEy Avenue,< 3 hours ago
7,Furnished One Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-one-bedroom-apartment/1642271179,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/01/01a39a62-4c87-4a1b-8a44-c75e7ee34f36?rule=kijijica-200-jpg,"Large one bedroom, second story unit of two story 4 plex. Separate living room with doors could be used as second bdrm. Quaint and clean older building.","$1,800.00",Toronto,Jane Street,< 3 hours ago
8,North York - 1 Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-1-bedroom-apartment/1648191340,,"Located in the Bathurst and Lawrence neighborhood, this spacious and cozy apartment is just a short walk to shopping and buses.","$1,700.00",Toronto,William Cragg Drive,< 3 hours ago
9,1 bedroom Apartment for Rent - 107 Redpath Avenue,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-107-redpath-avenue/1638455644,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e58ee0d5-387b-4930-8009-00f0a7250a6d?rule=kijijica-200-jpg,"Looking for your new rental property in a great location that will complement your lifestyle? 107 Redpath Avenue is ideally located in the heart of midtown Toronto, with Eglinton TTC Subway Station ...","$2,399.00",Toronto,Denton Avenue,< 3 hours ago
10,1 bedroom Apartment for Rent - 391 Sherbourne Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-391-sherbourne-street/1638455997,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e0/e09fb3b4-6a31-417c-bab3-8ed5ce0ce3ea?rule=kijijica-200-jpg,Looking for your new rental property in a great location that will complement your lifestyle? 391 Sherbourne Street is ideally located in the heart of downtown Toronto. Below are some of the ...,"$1,950.00",Toronto,MacEy Avenue,< 3 hours ago
