Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Maynard Apartments - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/maynard-apartments-2-bedroom-apartment-for-rent/1638938840,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/87/87d45031-f312-42c9-bcfb-fad07c739e14?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$2,700.00",City of Toronto,Jameson Avenue,30/12/2022
2,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Leopold Street,17/01/2023
3,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Chaplin Crescent,15/01/2023
4,Scarborough 2 Bedrooms Apartment for Rent - 1320-1330 Danforth R,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-1320-1330-danforth-r/1640739924,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fc741369-329b-41ae-82ca-140342d9b64b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$2,147.00",Scarborough,Roselawn Avenue,< 23 hours ago
5,2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdm-for-rent-in-midtown-toronto-yonge-and-st-claire-ave-w/1639867929,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/3444993d-2153-413b-9556-38f4f2e8ea1a?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,400.00",City of Toronto,Lake Shore Boulevard West,06/01/2023
6,Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent/1646304323,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f3/f39d8e7a-2884-4f25-80df-f2641cf5248e?rule=kijijica-200-jpg,"Brand New & Bright 1 Bedroom +Den ,1 Bathroom Corner Unit Close To Toronto's Waterfront & Minutes To Entertainment & Financial Districts. 24Hr Concierge W/ Beautiful Lobby. Modern & Open Concept ...","$3,000.00",City of Toronto,Brookers Lane,06/01/2023
7,Victorian Gem - 3rd Floor Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/victorian-gem-3rd-floor-apartment/1640314630,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d9/d9f795e1-ec49-4d7c-a17b-b9ef2fc16c1b?rule=kijijica-200-jpg,"VICTORIAN GEM just 12 minute walk to YONGE / LAWRENCE. JANUARY 1. Character and charm. 1500 + square feet in a 3rd floor walk-up apartment with private entrance. Two bedrooms, eat-in kitchen, large ...","$3,200.00",City of Toronto,Danforth Road,06/01/2023
8,2 BEDROOM BASEMENT CLOSE TO ALL AMENITIES IN PRIME LOCATION!!!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-close-to-all-amenities-in-prime-location/1646300571,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/84/849caffa-8c1f-4fdc-8de5-e25d246c1de7?rule=kijijica-200-jpg,119 Oasis Boulevard – 2 Bedroom (Basement) - M1X 0B4 - Morningside Ave. & McNicoll Avenue. * LOCATION! * LOCATION! * LOCATION! * Spacious & Stunning Recently Renovated Basement * Separate Entrance In ...,"$1,750.00",City of Toronto,Savarin Street,06/01/2023
9,1 Bedrooms - Apartments for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedrooms-apartments-for-rent/1646234524,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c5/c5bea684-a100-48fb-8391-e57abb7d9a3f?rule=kijijica-200-jpg,"Rexlington Heights These buildings are situated on a expensive green space and provided clean, quiet and well appointed suite. Close to Highway 401 (1.6km), Highway 407 (8.5km), Highway 400 (4.4km), ...","$1,759.00",City of Toronto,Lake Shore Boulevard East,06/01/2023
10,1 Bedroom 1 Bathroom Available,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-available/1646297139,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/69/6957aa01-3d3d-4c50-9831-1016e7b078b4?rule=kijijica-200-jpg,"Renovated one bedroom apartment in quiet, clean low- rise. Laundry onsite. Close to TTC, Toronto East General Hospital and all amenities. Parking available. Available February 1, 2023. Hydro not ...","$1,595.00",City of Toronto,Freeland Street,06/01/2023
11,beautiful Cozy Brand new furnished and newly renovated bungalow,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-cozy-brand-new-furnished-and-newly-renovated-bungalow/1646294992,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/776d4c4c-c816-4f03-a906-b518ef7ef128?rule=kijijica-200-jpg,"Newly remodelled bungalow with an open concept living room and kitchen, 4 bedrooms with queen size beds in both rooms, 2 spacious bathroom, washer and dryer, upstairs and downstairs and large ...","$4,000.00",Toronto,Glengrove Avenue West,06/01/2023
12,"MODERN UNFURNISHED 2 BEDROOM, 2 BATH CORNER CONDO FOR RENT",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-unfurnished-2-bedroom-2-bath-corner-condo-for-rent/1646288159,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2d/2df25d81-e0ae-4c26-994c-5d7b9ca3e5a9?rule=kijijica-200-jpg,"The unit is approximately 1000 sq ftand features high-end finishes, stainless steel appliances, engineered hardwood throughout 9 ft ceilings and much more. Functional split layout. Ensuite laundry & ...","$4,350.00",City of Toronto,Heather Street,06/01/2023
13,Two Bedroom Unit For Lease in Leaside,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-unit-for-lease-in-leaside/1637986291,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/96/968dea78-18d5-4449-87cc-3736eb4cea11?rule=kijijica-200-jpg,"Luxury Living In The Heart Of Leaside! Welcome To 3 Southvale Dr, A Brand New Boutique Condo Where No Expenses Were Spared. This 2 Bedroom, 2 Washroom Unit Has Approximately 1129 Sq Ft Of Well Laid ...","$3,950.00",City of Toronto,Oasis Boulevard,06/01/2023
14,Fisherville - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fisherville-1-bedroom-apartment-for-rent/1646287756,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e8/e89ba40a-7ea4-49a0-89b3-96c31139e832?rule=kijijica-200-jpg,"Building Overview 25 FISHERVILLE Conveniently located with easy access to the highways, schools, public transit and shopping, these suites must be seen. Tastefully renovated (in addition to common ...","$2,214.00",City of Toronto,Snowy Owl Way,06/01/2023
