Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 bed 1bath Waterfront Condo next to Westin hotel and Ferry,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1bath-waterfront-condo-next-to-westin-hotel-and-ferry/1647750866,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca4756eb-d367-4679-95d3-013e47689ab3?rule=kijijica-200-jpg,Prestigious condo building at harbour front in downtown Toronto. Next to the Westin hotel and Ferry Terminal. 1 bed and 1 bath condo on 24th floor. Rent includes ALL UTILITIES including Internet and ...,"$2,600.00",Toronto,Queens Quay West,20/01/2023
2,Bachelor for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-for-rent-steps-to-victoria-park-station/1643370118,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/742bb861-df40-462d-9ca7-ca7b6e5dd702?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,149.00",City of Toronto,Bay Street,05/01/2023
3,Bloor and Spadina,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bloor-and-spadina/1647587302,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/04055691-1231-4480-bbc5-649e9fdafa7f?rule=kijijica-200-jpg,Large 2 bedroom apartment in the heart of the Anex. Located above El Furniture Warehouse on the second floor. 410 Bloor St. West. Please TEXT only 416 518 4830,"$3,000.00",City of Toronto,Denton Avenue,< 22 hours ago
4,Brand New Prime Beach with 2 bedrooms and 2 full baths,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-prime-beach-with-2-bedrooms-and-2-full-baths/1641918072,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/64/64c7de13-a759-4746-8936-beafe4357961?rule=kijijica-200-jpg,"Enjoy the restorative fascination of the water a short walk away. This main floor space is offered unfurnished, has 2 bedrooms, 2 full baths, a balcony overlooking the backyard from the primary/rear ...","$3,000.00",City of Toronto,MacEy Avenue,25/11/2022
5,1 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-steps-to-victoria-park-station/1623912036,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/73/73544705-67e0-43bc-8f7d-d4f2dda02e5e?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,449.00",Toronto,Bloor Street West,30/12/2022
6,Yonge/Finch 2 Bed 1.5 Bath Townhome Condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-finch-2-bed-1-5-bath-townhome-condo/1647403967,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f3/f3b182e7-53ec-4407-9c75-d39586ff9d22?rule=kijijica-200-jpg,This charming and newly renovated unit is situated within a quiet townhome condo complex and is conveniently located at Yonge/Finch. Enjoy this great location as you will be in close proximity to ...,"$3,000.00",City of Toronto,Brunswick Avenue,16/01/2023
7,"151 Dynevor Rd, Main unit",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/151-dynevor-rd-main-unit/1640016243,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/29/293123ba-2fc2-403f-ab21-a2e568afc2f4?rule=kijijica-200-jpg,"Newly renovated, freshly painted one bedroom suite, new flooring, new ceiling, new kitchen, new bathroom, and even includes one parking spot! Extremely convenient location, literally 1 min walk to ...","$1,950.00",City of Toronto,Queen Street East,16/01/2023
8,Room for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent/1647403524,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/19/19a2f458-6d32-4a8f-83dc-7e2f4d45bc0f?rule=kijijica-200-jpg,"Only lady. It’s family house. It’s more suitable for Seneca college student. Close to supermarket Nofillis, food basic and all banks TD, RBC.",$900.00,City of Toronto,Bellefair Avenue,16/01/2023
9,Keele & Finch 2+1 Bright Basement,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/keele-finch-2-1-bright-basement/1647402616,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/01/01d16917-42aa-421c-85ee-bb36fd153413?rule=kijijica-200-jpg,"Available for 2 people, 10 minutes walking distance to Finch West Subway station. As well as Walmart and fast food restaurants such as Mc Donald's, KFC, Pizza Pizza, Tim Horton's. Including ...","$2,100.00",City of Toronto,Denton Avenue,16/01/2023
10,Basement - 2 BR rent @ the Junction - Dundas and Annette,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-2-br-rent-the-junction-dundas-and-annette/1647402114,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3ce96a6d-1c4e-4ab5-90cf-5ca609b06844?rule=kijijica-200-jpg,"Clean, spectacular basement for rent 2 rooms Common kitchen and dining Full size bathroom with standing shower Basement independent own personal laundry Large closet / walk in Personal separate ...","$1,900.00",City of Toronto,MacEy Avenue,16/01/2023
11,2 Bedroom Harbourfront Citiplace Condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-harbourfront-citiplace-condo-for-rent/1647399815,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/32/322789f1-4bbc-485a-a784-46122eb6c261?rule=kijijica-200-jpg,"2750 Beautiful, modern 2 bedroom condo available for long term rent – over 800 sq feet including balcony (705sq ft + 98 sqft). High Floor, City/ Lake facing. Located in Spadina and Harbourfront area. ...","$2,750.00",City of Toronto,Finch Avenue West,16/01/2023
12,Scarborough SemiDetatched House GroundFloors 3Bed 1Bath 1Parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-semidetatched-house-groundfloors-3bed-1bath-1parking/1647398778,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c9/c96f50ba-7d9c-4f53-a20f-13e8b0ce35f0?rule=kijijica-200-jpg,"This Semi-Detached House is Located in Rakewood Cres. in Scarborough. Kitchen, Livingroom, at 1st Floor, 3 bedrooms and 1 bathroom at 2nd Floor for Rent. 1 Parking.1500Sqf. **Basement NOT included** ...","$2,800.00",City of Toronto,Lorraine Drive,16/01/2023
13,2 sub Master Bedrooms for rent in North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-sub-master-bedrooms-for-rent-in-north-york/1647398318,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/84/84034a01-554b-4253-9381-8bb40927c593?rule=kijijica-200-jpg,"353 Goldenwood Rd, North York, ON 2 x $1050 sub master bedrooms with a shared newly renovated washroom and state of the art kitchen. The room comes with the highest quality hardwood flooring. 1 year ...","$1,050.00",City of Toronto,Eglinton Avenue West,16/01/2023
14,"Yonge and Eglinton - Location, Location, Location",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-eglinton-location-location-location/1647398141,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c0/c05ea24c-8c31-4eb6-92f9-cfad1c75a363?rule=kijijica-200-jpg,"Yonge and Eglinton, - Need to downsize but still want to live in the area? Rare Duplex main floor unit located about 100 steps from subway at Eglinton Centre, with private entrance. Renovated kitchen ...","$2,500.00",City of Toronto,Dynevor Road,16/01/2023
15,Large Fully Furnished one Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-fully-furnished-one-bedroom-apartment/1646311562,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7e/7e76602a-e1da-4921-a729-1dec52f93cf7?rule=kijijica-200-jpg,"Large one Bedroom apartment located right on Yonge & Gerrard. 5 minutes walk to the Eaton Center and Dundas Square. 5 minutes walk to Dundas subway station, and 2 minutes walk to College subway ...","$2,450.00",City of Toronto,John Street,16/01/2023
16,Unit for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/unit-for-rent/1647396392,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8f/8f940f0e-a2e9-45a6-8833-a0d512fd5f99?rule=kijijica-200-jpg,"New unit with 1 bedroom/01 kitchen, 01 bathroom and laundry room ( shared with Owner) in a detached house, nested in quiet area, intersection Keele/ Grandravine, 1 parking. Available 15 Feb 2023, 1 ...","$1,950.00",City of Toronto,Rockingham Court,16/01/2023
17,1 bed + den condo for 1 year lease. Lakeshore/High Park,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-condo-for-1-year-lease-lakeshore-high-park/1641511039,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/79/79898847-361b-45df-a6b2-5949d1345fba?rule=kijijica-200-jpg,"Brand new, 1 bedroom plus den at Mirabella Condominiums on Lakeshore blvd with designer appointed upgraded finishes. Nestled in between Lake Ontario and High Park on the corner of Lake Shore Blvd. W. ...","$2,499.00",City of Toronto,Finch Avenue West,16/01/2023
18,Basement for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent/1647395203,,"Basement for rent at a quiet neighborhood, Sheppard and pharmacy, 7mins to Don mills station and Fairview mall","$1,700.00",City of Toronto,Sentinel Road,16/01/2023
19,"1 Bdrm available at 10 San Romanoway, North York",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-available-at-10-san-romanoway-north-york/1633681123,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/025e3d14-0b15-496c-ae1a-a69f8db358e2?rule=kijijica-200-jpg,"Visit our Website: https://www.rpmsi.ca/property/san-romanoway-apartments-10-san-romanoway/ Conveniently located in North York, and located across the street from shopping centres, the building ...","$2,040.00",City of Toronto,Annette Street,16/01/2023
20,One Bdrm + Den - Yonge-Eglinton Brand New Citylights Building,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bdrm-den-yonge-eglinton-brand-new-citylights-building/1586883723,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/81/81ce712d-9271-42f4-a4a0-8acaf5f67434?rule=kijijica-200-jpg,"For rent in Toronto's fashionable Yonge-Eglinton neighbourhood, a brand new one-bedroom plus den condo in Citylights' North Tower. The building features professionally designed amenities and ...",Please Contact,City of Toronto,Indian Road,16/01/2023
21,BUY HOUSE WITH ZERO DOWN OR RENT TO OWN PROGRAM,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-house-with-zero-down-or-rent-to-own-program/1591135635,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c5/c5a09f00-8d48-4df4-a5ae-2694b8b4b142?rule=kijijica-200-jpg,****Buy Any house with Zero Down or Rent-To-Own Program or 5% or 10% down payment based on your qualifications For Buyers -Buy House with Zero Down Payment Program -RENT-TO-OWN Program* -Buy House ...,Please Contact,City of Toronto,Lake Shore Boulevard West,16/01/2023
22,Renovated one bedroom at Marlee & Glencairn - ID 2481,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-at-marlee-glencairn-id-2481/1641036661,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b1/b102b2bc-d48a-4771-8dfc-4d7e0cf40351?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Marlee & Glencairn in the North York neighborhood, Toronto. renovated one bedroom suite - 1 bathroom - located on floor 4 - approximately 594 square ...","$2,050.00",Toronto,Dan Leckie Way,16/01/2023
23,Skyrise on Yonge  / 2 Bdrm + 1 Den + 2 Parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyrise-on-yonge-2-bdrm-1-den-2-parking/1647372449,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/87/87887a0f-4456-4d82-b1c1-da735c469169?rule=kijijica-200-jpg,"Interested Parties : please contact Chris Wong . Tel : 437-333-2833 or email chris.wong.ca@gmail.com A Wonderfully maintained, bright and spacious Condo over 1500 sq.ft for lease. * Large window w/ ...","$3,600.00",City of Toronto,Keele Street,16/01/2023
24,Furnished Condo available to lease!!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-condo-available-to-lease/1647394209,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b3/b3caa5b5-4289-4080-8a23-3a2b01ce770d?rule=kijijica-200-jpg,"Fully furnished condo available for rent. 3 minute walk to Don Mills Subway Station. Fairview Mall, Fresh-co and Foodland within walking distance. Furnishings include two tvs, king bed, couch with ...","$3,000.00",City of Toronto,Dovehouse Avenue,16/01/2023
25,Scarborough 3 Beds 1.5 Baths Condo Apt for Rent - 100 Dundalk Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-3-beds-1-5-baths-condo-apt-for-rent-100-dundalk-dr/1647384205,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3f/3fde309a-210d-4f69-beba-b918ac2b0c7c?rule=kijijica-200-jpg,"100 Dundalk Dr, Scarborough, ON M1P 4V2","$2,750.00",Toronto,Steeles Avenue East,16/01/2023
26,Beautiful House For Rent At Richmond/Sherbourne,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-house-for-rent-at-richmond-sherbourne/1647393404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/58/582cfcd3-bade-49cd-8577-bcd28a194f70?rule=kijijica-200-jpg,"Great location at downtown Toronto close to universities, Eton centre, TTC and subways stations, major bank, parks. Large living spaces. Document requests Credit Score, Financial Information, ...","$1,400.00",City of Toronto,Bestview Drive,16/01/2023
27,Beautiful House Apartment For Rent At Richmond/Sherbourne,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-house-apartment-for-rent-at-richmond-sherbourne/1647392771,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ec/ecfedc29-ed0c-4b4e-8788-ec6ed2b4ef48?rule=kijijica-200-jpg,"Great location at downtown Toronto close to universities, Eton centre, TTC and subways stations, major bank, parks. Large living spaces. Document requests Credit Score, Financial Information, ...","$2,000.00",City of Toronto,Duplex Avenue,16/01/2023
28,Downtown Apartment For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-apartment-for-rent/1647391889,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/18/186d20f3-9503-459e-afb0-27e53dfce9a9?rule=kijijica-200-jpg,Located within downtown core of Toronto. A bus stop ride to Dundas station/Ryerson U and Toronto U,"$1,370.00",City of Toronto,Orchard View Boulevard,16/01/2023
29,North york large basement private bedroom rent to a female,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-large-basement-private-bedroom-rent-to-a-female/1644483411,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e0/e0992ac0-4abc-4406-8c8d-718b3658c114?rule=kijijica-200-jpg,One Large room is available for rent to female tanant in a renovated basement. Located in a quiet family-oriented neighborhood in Sheppard & Bathurst. ~5-min walk to TTC bus station and ~20 minutes ...,$950.00,City of Toronto,Ted Rogers Way,16/01/2023
30,2 bedrooms Apartment for Rent - 177 St. George Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-apartment-for-rent-177-st-george-street/1635601731,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cf/cf6c351d-7e0f-43e2-ba77-4ba8b48d51bf?rule=kijijica-200-jpg,"Looking for your new rental property in a great location that will complement your lifestyle? 177 St. George is ideally located in the Annex, with immediate access to UofT. Below are some of the ...","$2,600.00",City of Toronto,Mount Pleasant Road,16/01/2023
31,ST CLAIR/BATHURST 2-BED 1-WASHROOM CONDO IN A NY STYLE WALKUP,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/st-clair-bathurst-2-bed-1-washroom-condo-in-a-ny-style-walkup/1647390334,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/11/11e9e51e-2ccc-4436-baef-677874b51dc2?rule=kijijica-200-jpg,"SUNNY, BIG AND RENOVATED 2 BED 1 WASHROOM CONDO. RENT INCLUDES UTILITIES. MIDTOWN TORONTO ST CLAIR W/ BATHURST available March 2023 775sq ft approx $2,500 includes utilities: Hydro, Water, Heat and ...","$2,500.00",City of Toronto,Grandravine Drive,16/01/2023
32,BRAND NEW 1+DEN CONDO FOR LEASE | Keele & Lawrence,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-den-condo-for-lease-keele-lawrence/1647388248,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f7/f73444da-3f66-4e49-9f86-e6fa4575865f?rule=kijijica-200-jpg,"For rent & For Sale! Brand new never lived in 1+den condo in a boutique 6 floor building by Daniels. -574 SQ.FT. indoor space + balcony, -Hydro and water tank rental ($45) is tenants responsibility - ...","$2,350.00",City of Toronto,Ladyshot Crescent,16/01/2023
