Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"1 Bdrm à louer au 1216 York Mills Road, Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-a-louer-au-1216-york-mills-road-toronto/1647477039,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/17/175aabda-611a-4c6b-afcf-5d552b8c04a2?rule=kijijica-200-jpg,"Visit our Website: https://www.capreit.ca/fr/appartements-a-louer/toronto-on/don-view-towers/ Rental Office is located at 2265 Victoria Park, Scarborough This friendly 8-storey, 65-suite building ...","$2,245.00",Toronto,Sandover Drive,< 2 hours ago
2,Downtown Studio For Rent March 1st,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-studio-for-rent-march-1st/1646077834,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3d/3d910757-1e05-4e53-931e-441054ddf037?rule=kijijica-200-jpg,"Only 3 Years Old, Beautiful 15th Floor, Studio Condo Unit Surrounded By Shopping And Dining Available for Rent March 1st, 2023. Just Steps From The Waterfront & Entertainment District. 354 Sqft Of ...","$2,000.00",Toronto,Clayland Drive,< 14 hours ago
3,Downtown 1 Bedroom Apartment for Rent - 15 Dundonald Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-15-dundonald-street/1639868866,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/21a048db-b5dd-40bb-b480-34af0b5c6d5b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: (647) 492-7020Virtual Open House: View our units by ...","$2,370.00",City of Toronto,Bathurst Street,< 24 hours ago
4,Scarborough 1 Bedroom Apartment for Rent - 1320-1330 Danforth Ro,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-1320-1330-danforth-ro/1640739925,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/af1f29ba-6d66-4b29-916f-feeb471adfe0?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$1,924.00",Scarborough,Front Street West,< 23 hours ago
5,Glen Park Apartments - One Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/glen-park-apartments-one-bedroom-apartment-for-rent/1568953096,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b7/b7126cc8-85de-4dbf-8596-6718c5773689?rule=kijijica-200-jpg,"GLEN PARK Conveniently located, steps away from hundreds of stores on Yonge Street, and easy access to transit. Glen Park is a well-maintained property with its beautiful exterior landscaping, and ...","$2,117.00",City of Toronto,Danforth Road,22/01/2023
6,Downtown FURNISHED Condo(1+Den)*SHORT TERM* MAY 1st,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-furnished-condo-1-den-short-term-may-1st/1646186732,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3f/3fc5917d-3489-4d0e-8abb-2dc6675c67c1?rule=kijijica-200-jpg,"NO AGENTS PLEASE! SHORT TERM rental From MAY 1st ALL INCLUSIVE, Fully FURNISHED Please read my entire ad before replying. Thank you! In the heart of Art and Fashion District (Richmond St. West & ...","$2,999.00",City of Toronto,Savarin Street,05/01/2023
7,Two Bedroom Apt.- Perfect location,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-apt-perfect-location/1646179648,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ba/ba537542-97e1-483e-ae19-fae4412a361d?rule=kijijica-200-jpg,Toronto Apartment Rental Please call toll free 1-888-862-8170 to get more details or to book an appointment. Available May 1st - A 2 Bedroom suite available at 4 Grandstand in a perfect location of ...,"$2,000.00",City of Toronto,Clark Avenue,05/01/2023
8,"Spectacular House Rental in New Toronto - 3 Bed + Den, 2 Bath",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spectacular-house-rental-in-new-toronto-3-bed-den-2-bath/1645407601,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fc/fc06d779-51f1-458a-98d5-e82e2ed08dc1?rule=kijijica-200-jpg,Welcome to this classic Toronto home with a stylish and inviting front porch in the gorgeous and friendly neighbourhood of new Toronto! Enjoy living in this 3 + den 2 bath house on a tree-lined ...,"$3,995.00",City of Toronto,Dudley Avenue,05/01/2023
9,Central Yonge & Eg Luxurious 2 Bed+1Bath+1Locker Avail Mar 1st!!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/central-yonge-eg-luxurious-2-bed-1bath-1locker-avail-mar-1st/1646178441,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8a/8a07ca19-2f98-4c95-9675-8f38256f9e26?rule=kijijica-200-jpg,AVAILABLE STARTING MARCH 1st Centralized Yonge & Eglinton's Stunning New Luxury Condo Addition. This Separated 2 Bedroom Layout Features Sunlit 10ft Floor-To-Ceiling Windows With Walk-Out To Balcony. ...,"$2,750.00",City of Toronto,Richmond Street West,05/01/2023
10,"Beautiful 4-Bdrm, 3-Bath Home in Scarborough Junction",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-4-bdrm-3-bath-home-in-scarborough-junction/1646177999,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3e/3e59236b-d38f-415d-87a0-d8ec63208c08?rule=kijijica-200-jpg,"This beautiful 4-bdrm, 3-bath family home sits in a lovely family neighbourhood in the Scarborough Junction. The main floor features a bright living room with vinyl plank floors, a beautiful open ...","$3,600.00",City of Toronto,McDougall Lane,05/01/2023
11,1 bedroom for rent in a 2 bedrooms condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-for-rent-in-a-2-bedrooms-condo/1646177258,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ef/eff50fb3-72e7-47fa-a761-d7f5fe63d9b5?rule=kijijica-200-jpg,"Looking for 2 people to share each room. Each person will pay 675-750 depending on the room. Students are welcome. All utilities included, cable also and Air conditioning. No extra charge. Amenities ...","$1,400.00",City of Toronto,Lake Shore Boulevard West,05/01/2023
12,Kingston/Warden: Freshly painted one-bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/kingston-warden:-freshly-painted-one-bedroom-apartment-for-rent/1646176845,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/65/65f9a275-266d-4a94-b639-cde3e438c555?rule=kijijica-200-jpg,Completely remodeled modern one-bedroom apartment with full bathroom available for rent. The unit boasts an open concept kitchen overlooking the living room with: • Beautiful white kitchen cabinets • ...,"$1,750.00",City of Toronto,8th Street,05/01/2023
13,^^Modern High Park Swansea Condo 1 Bedroom 1 Bath w/Parking^^,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-high-park-swansea-condo-1-bedroom-1-bath-w-parking/1646175852,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/70/70916548-8318-41aa-a321-7192ab37463b?rule=kijijica-200-jpg,"NXT condominium! Steps to the lakefront, High Park, Bloor West Village, and Roncesvalles. Ease access to downtown, Gardiner, QEW, 427, and TTC. 1 Bedroom 1 Bathroom with fridge, stove, microwave, ...","$2,300.00",City of Toronto,Yonge Street,05/01/2023
14,"2-bed 2.5-bath 2-terrace 1,110 sq.ft. Apt in The Village",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-5-bath-2-terrace-1-110-sq-ft-apt-in-the-village/1646174634,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/74/74593c2f-a0cf-44d2-8e29-c64a91e3aaf0?rule=kijijica-200-jpg,"Rare 2nd floor apartment in vibrant Church-Wellesley village. Be part of the ""The Village Centre"" at 540 Church Street! Please note the pictures are of a similar unit in the building. The apartment ...","$2,700.00",City of Toronto,Helendale Avenue,05/01/2023
15,2 bed 2 bath condo with parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-condo-with-parking/1646174335,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d6/d67e4046-4073-42cc-b543-5877cabdda01?rule=kijijica-200-jpg,"Beautiful And Bright, In 2 Bedroom and 2 Bathroom Condo, Parking included. In The Heart Of Downtown! The Convenience Being Steps To Subway, Streetcar, Ryerson University, George Brown, Eaton Centre & ...","$2,900.00",City of Toronto,Midland Avenue,05/01/2023
16,Subway one bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/subway-one-bedroom/1646172329,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ff/ff4123fa-40e6-49dd-a21d-fb731f04c74e?rule=kijijica-200-jpg,"3 minutes walk to Glencairn subway. Large one bedroom. Aircon, utilities included. Parking available. References/Employment letter/Credit check Available March 01. $1550.00. Call 416 784 4478","$1,550.00",City of Toronto,Aylesworth Avenue,05/01/2023
17,BEAUTIFUL 4 BED 3 BATH DETACHED HOME IN NORTH YORK,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-4-bed-3-bath-detached-home-in-north-york/1646171371,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/71/7110f8cf-b726-424f-a937-ae9369dbc5d0?rule=kijijica-200-jpg,"JUST LISTED FOR LEASE! *Location-Location ! High Demand Bayview Village Community *Bright & Spacious Home Enclosed Front Porch. Finished Basement with Sep Entrance *No Side Walk,Private Driveway Park ...","$3,800.00",City of Toronto,Eglinton Avenue West,05/01/2023
18,202 Edenbridge Dr. Listing,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/202-edenbridge-dr-listing/1646171036,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3e/3eac6452-fbeb-4fcb-b73d-25106225ec53?rule=kijijica-200-jpg,"202 Edenbridge Dr. Listing Furnished, Cozy And Well Maintained Home With Lots Of Natural Light With An Open Concept Kitchen/Family Room Perfect For Entertaining Guests. In The Desirable Community Of ...","$2,800.00",City of Toronto,Pearen Street,05/01/2023
