Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"Renovated bachelor, Queen and Niagara - ID 1474",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-queen-and-niagara-id-1474/1645234719,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/27/27794407-dda2-413d-ae1b-1ebeb840b4e4?rule=kijijica-200-jpg,"Renovated Akelius studio apartment for rent. Queen & Niagara in the Downtown West neighborhood, Toronto. renovated studio - 1 bathroom - located on floor 5 - approximately 236 square feet - available ...","$1,550.00",Toronto,Niagara Street,27/12/2022
2,"renovated one bedroom, Broadview and Cosburn - ID 2550",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-2550/1647637338,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/772e3aa2-bcb9-4b5a-966b-b2d1f05c0fdd?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Richmond Street West,19/01/2023
3,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Fallingbrook Road,02/01/2023
4,2 Bedroom - 2980 Don Mills Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2980-don-mills-road/1647092670,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e3/e34eba28-9928-4201-a5df-0c34d69a51ae?rule=kijijica-200-jpg,"Located near Sheppard and Don Mills, directly across from the North York Oriole Community Resource Centre. Just a short walk to the library and shops. Two-Bedroom available March Monthly rent from ...","$2,675.00",City of Toronto,Fallingbrook Crescent,< 24 hours ago
5,"Entire house in Scarborough for rent for  February 01, 2023",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/entire-house-in-scarborough-for-rent-for-february-01-2023/1634235938,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/82/82e6d08a-ffb2-473a-9f43-c9d719ae3cce?rule=kijijica-200-jpg,"House with 6 bedrooms , 2 kitchen ,4 washrooms and laundry room are available for Feb 01, 2023 for one year lease All 3 floors are included with full basement apartment close to 401 and morningside . ...","$4,850.00",City of Toronto,Don Mills Road West,< 18 hours ago
6,Studio Condo - April 1,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-condo-april-1/1644240305,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cd/cdffaf06-c602-4cb6-a32d-07edae5c608e?rule=kijijica-200-jpg,"Available April 1 Furnished studio condo for rent Nice building, safe area Close to parks, coffee shops Hydro and internet included Gym and barbecue in the building amenities","$2,150.00",City of Toronto,Goodview Road,15/12/2022
7,SHANGRI- LA LUXURY RENTAL AVAILABLE,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shangri-la-luxury-rental-available/1644232387,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0d/0d9f81d1-0921-4f45-a3a4-4a5482364242?rule=kijijica-200-jpg,"5 Star Luxury Living At The Shangri-La Hotel-Residences, In Toronto's Vibrant Financial & Entertainment District! 21st Floor Southwest Views move in immediate Resident Access To The Fantastic 5-Star ...","$5,500.00",City of Toronto,Military Trail,15/12/2022
8,Entire condo for rent near Scarborough town Center,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/entire-condo-for-rent-near-scarborough-town-center/1643645865,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2e/2e139990-357e-470f-9174-cac9dbbf6fed?rule=kijijica-200-jpg,"Spacious condo unit for rent right next to STC , TTC, RT , all amenities near by. 2 plus one DEN 2 full washrooms Please contact 6477094743",Please Contact,City of Toronto,Old Kingston Road,15/12/2022
9,"Room for rent, $650，quiet, clean, one person only",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-650-quiet-clean-one-person-only/1635764517,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/aa/aa0b4a54-c9cb-4cfe-9f95-a2058a73ba62?rule=kijijica-200-jpg,"room for rent , close to bus, bank, shopping center, Houseowner is friendly,have parking place, wish the renter be quiet, friendly and clean.no smoke,no pets.,one person only. if you are interest, ...",$650.00,City of Toronto,Sorauren Avenue,15/12/2022
10,Luxurious brand new 1 bedroom unit available,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-brand-new-1-bedroom-unit-available/1644211815,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/be/be121fe5-ce74-4b85-be12-f6b012610ce3?rule=kijijica-200-jpg,"Luxurious brand new & never lived-in 1 bedroom unit available in the Rosedale Condos On Bloor 455 sqf with 74 sqf balcony 387 Bloor St. E., 29th Floor EXTRAS: S/S Stove, Fridge, Dishwasher. Washer & ...","$2,500.00",City of Toronto,Columbus Avenue,15/12/2022
