Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 Bedroom  - Upper Canada Court - 110/140/160 Erskine,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-upper-canada-court-110-140-160-erskine/1640738029,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d7/d71128c8-7c4b-4402-ac94-49a45e53ba17?rule=kijijica-200-jpg,"Newly Renovated (select units) Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! One-Bedroom available February, March and May Monthly rent from ...","$2,095.00",City of Toronto,University Avenue,< 24 hours ago
2,"New listing, 3 rd floor Summerhill/Rosedale subway. Avail Feb 1,",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-listing-3-rd-floor-summerhill-rosedale-subway-avail-feb-1/1647436297,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c6f3218-f49f-4668-85b6-2138bf36dbb8?rule=kijijica-200-jpg,"Large, south facing whole floor. Best location; 3 minute walk to subway, Starbucks on the corner, dry cleaners, Terroni, Harvest Wagon, large south deck etc. Very quiet home.","$2,700.00",City of Toronto,Pearl Street,17/01/2023
3,Penthouse 2-Bedroom + Den For Rent !  Woodbine/Gerrard!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/penthouse-2-bedroom-den-for-rent-woodbine-gerrard/1628292511,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/96/968faa4d-da39-4df9-88af-dfb8aac707b0?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,595.00",City of Toronto,Yonge Street,04/01/2023
4,Renovated 2 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bedroom/1626914624,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...,"$2,595.00",City of Toronto,Roxborough Street West,< 18 hours ago
5,"Renovated Bachelor, Queen and Niagara - ID 1913",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-queen-and-niagara-id-1913/1647367782,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f4/f4cdaa5e-609b-4cab-9397-78b912e4575d?rule=kijijica-200-jpg,"Akelius studio apartment for rent. Queen & Niagara in the Downtown West neighborhood, Toronto. studio - 1 bathroom - located on floor 2 - approximately 236 square feet - available now for $1650 - ...","$1,650.00",Toronto,Jameson Avenue,16/01/2023
6,2 bed 1 bath - 1496 Queen St W,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-1496-queen-st-w/1646371038,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bb/bbd299ee-6b72-4053-9eb2-1b457634d3f9?rule=kijijica-200-jpg,"Authentic Loft Living, Two Bedroom Apt., Fully Renovated With 10 Ft. Ceilings In A Beautifully Restored Victorian Building. Lots Of Style And Character, This Is Not Your Avg. Cookie Cutter Condo. ...","$2,700.00",City of Toronto,Springhurst Avenue,07/01/2023
7,FURNISHED Luxurious 1 Bdrm Condo for rent - Available Feb 1st),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-luxurious-1-bdrm-condo-for-rent-available-feb-1st/1646369628,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ce/ce8d6877-a261-454c-85e8-b90c1309863c?rule=kijijica-200-jpg,"Spacious one bedroom condo available for rent at 14 York street, Toronto as of February 1 for $2950/month. Located in the heart of downtown, this unit is within walking distance of the CN Tower, the ...","$2,950.00",City of Toronto,Queen Street West,07/01/2023
8,Modern Unfurnished 2 Bedroom Condo for Rent - Midtown Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/modern-unfurnished-2-bedroom-condo-for-rent-midtown-toronto/1646359201,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/55/556e2137-bf42-4e2f-bcc6-b9614ae2952e?rule=kijijica-200-jpg,THE JACK CONDO FOR RENT TORONTO! Yonge St & Summerhill Ave. MODERN UNFURNISHED 2 BEDROOM CORNER CONDO FOR RENT with Parking and Locker included in the heart of MIDTOWN TORONTO - YONGE & ST CLAIR - ...,"$3,780.00",City of Toronto,MacDonell Avenue,07/01/2023
9,Seeking a roommate in a 2 bedroom apartment in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/seeking-a-roommate-in-a-2-bedroom-apartment-in-scarborough/1646079857,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ae/ae5da352-e428-4630-a4c8-58bcf6f457bb?rule=kijijica-200-jpg,If interested please send me a DM and we can discuss a time for viewing. Are you looking for a 2 bedroom apartment in Scarborough? I am searching specifically for ONE FEMALE ROOMMATE. Prices: -Rent: ...,"$1,782.00",City of Toronto,York Street,07/01/2023
10,Bright and Newly Renovated One bedroom Basement For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-newly-renovated-one-bedroom-basement-for-rent/1646360273,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8c/8c93786b-acd5-41a0-b7c9-0f5afd65b32c?rule=kijijica-200-jpg,"Bright and clean Basement with separate entrance, Sun filled one bedroom, Kitchen and full Washroom. 8 ft height ceiling, located at Eglinton Ave & Falmouth Ave in Scarborough available from February ...","$1,000.00",City of Toronto,Lake Shore Boulevard West,07/01/2023
