Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Scarborough 2 Bedrooms Apartment for Rent - 1320-1330 Danforth R,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-1320-1330-danforth-r/1640739924,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fc741369-329b-41ae-82ca-140342d9b64b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$2,147.00",Scarborough,Danforth Road,< 23 hours ago
2,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Savarin Street,15/01/2023
3,NEW BACHELOR; FURNISHED; !!LUXURY!! YONGE/BLOOR. $2300,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-bachelor-furnished-luxury-yonge-bloor-2300/1646560112,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4e/4ee040c6-1373-477b-8e3e-9af80dc5442b?rule=kijijica-200-jpg,Sophisticated Bachelor Condominium In The Heart Of Central Toronto! Walk score 97!! Spacious 463 Sqft + 75 Sqft balcony! One Of The Biggest Studio Units With Unobstructed Breathtaking North View. ...,"$2,300.00",City of Toronto,Lake Shore Boulevard West,21/01/2023
4,"Bachelor Apartment for Rent - 80 Wellesley Street, East",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-80-wellesley-street-east/1645200558,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f82b724a-578a-4a9f-8e73-2a6721c05260?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$1,965.00",City of Toronto,Brookers Lane,< 24 hours ago
5,Selene Metrogate #4253 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/selene-metrogate-4253-luxury-condo-for-rent/1647498343,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e9/e99cbf80-7311-495d-82f7-1339943d2c85?rule=kijijica-200-jpg,"Luxury 2 bedroom, 2 bathrooms condo is available for rent in Scarborough - Kennedy and HWY 401! Amazing Tridel built Selene condo building with excellent amenities and a great location. At Selene, ...","$2,800.00",City of Toronto,Jarvis Street,17/01/2023
6,2 bed 2 wash condo for RENT Kennedy & 401 | 125 Village Green Sq,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-wash-condo-for-rent-kennedy-401-125-village-green-sq/1647589991,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/9807d515-c326-4c45-9987-70f9533a466d?rule=kijijica-200-jpg,"Welcome To The Luxury Solaris 1, Built By Tridel! Enjoy Stunning Unobstructed Southwest Views Of The City From This Spacious 2 Bedroom Suite. Five Star Amenities Feature Concierge, Exercise Room,Gym, ...","$2,700.00",City of Toronto,Ted Rogers Way,18/01/2023
7,Bachelor - fully renovated call (416) 897-9396,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-fully-renovated-call-416-897-9396/1647585995,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/90/90367cd4-c719-4cbf-b612-b4f5953b89cf?rule=kijijica-200-jpg,"Be the first to live in this fully renovated suite located in trendy Yonge & Eglinton! Everything is brand new! Fully renovated bachelor suite Stainless steel fridge, stove, microwave & dishwasher ...","$1,650.00",City of Toronto,Church Street,18/01/2023
8,Buy Home with Zero Down or Rent To Own Program*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-home-with-zero-down-or-rent-to-own-program/1647588999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/06/06a726de-3f13-415c-84a4-55047b7b29fc?rule=kijijica-200-jpg,"Steps to School, Park, Ttc And All Amenities! Spacious, Well Maintained House! Family Size Living/Dining Room with Walk Out Deck. Updated Kitchen. Renovated Main Flr Bath! Separate Entrance To ...","$2,800.00",City of Toronto,Wellesley Street East,18/01/2023
9,Buy House With Zero Down Our Rent To own Program*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-house-with-zero-down-our-rent-to-own-program/1632750619,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4e/4e2e86fe-5e4b-43ff-b15c-3c76f84d087f?rule=kijijica-200-jpg,Program # 1 -- Buy House With Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program ** Special Program for Self-Employed** ** Special Program For New Immigrants** *Any Credit or No ...,Please Contact,City of Toronto,Kennedy Road,18/01/2023
10,Rent to Own Program or Buy With Zero Down Program,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rent-to-own-program-or-buy-with-zero-down-program/1647586023,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c1/c1891b74-6a0e-46de-8b5d-4462d6c74bcd?rule=kijijica-200-jpg,Program # 1 -- Buy House With Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program For New Immigrants* *Any Credit or No ...,Please Contact,City of Toronto,Pently Crescent,18/01/2023
