Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Brookbanks Drive,22/01/2023
2,Luxury Two Bedroom Apartment in Bloor West - Swansea,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-two-bedroom-apartment-in-bloor-west-swansea/1630407999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/775698cd-f508-4159-b4cf-f630a0c7d3c8?rule=kijijica-200-jpg,"[ONLY TWO UNITS REMAINING!] Gorgeous, renovated luxury apartment in prime Swansea location! Stunning kitchen features extra-depth quartz counters, stainless appliances (including dishwasher and ...","$2,695.00",City of Toronto,Valley Woods Road,< 20 hours ago
3,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,South Kingsway,20/01/2023
4,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,Sunnybrook Road,20/01/2023
5,Large Renovated 1 Bedroom with Balcony,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-with-balcony/1624777015,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/15e07281-c0e8-48b7-90d0-b3da5f7391bf?rule=kijijica-200-jpg,"Viewings Please call 647-694-2142 Walk in hours: Monday-Friday, 9am-5pm Weekends 12pm-5pm Location 22 Close Avenue King St. & Jameson Ave. Suite Features: 680 sq.ft. Walking distance to the lake ...","$2,100.00",City of Toronto,Jameson Avenue,20/01/2023
6,Den in the Heart of King East/ St Lawrence Downtown TO,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/den-in-the-heart-of-king-east-st-lawrence-downtown-to/1646519757,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c1/c105c41c-fc3a-4bd6-b9c9-3dbc47a627e5?rule=kijijica-200-jpg,SINGLE PERSON Den in the Heart of King East/ St Lawrence Downtown TO FROM FEB 1ST 2023 6 Months to 1 Year Lease Subletting ONE ROOM (a den) in a 1+den apartment. The room will be furnished with a bed ...,"$1,150.00",City of Toronto,Springhurst Avenue,08/01/2023
7,Renovated basement bachelor apartment in Davisville area,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-basement-bachelor-apartment-in-davisville-area/1646202808,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/36/36d1fa08-6f3b-4ce7-b992-6bac2a335e77?rule=kijijica-200-jpg,"Newly renovated basement bachelor suite with electric fireplace, in unit laundry, separate entrance, full kitchen, and utilities included. Located in a quiet family home near transit within a few ...","$1,400.00",City of Toronto,Jameson Avenue,08/01/2023
8,1 LARGE bedroom bsmt apt for a Single. All-inclusive!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-large-bedroom-bsmt-apt-for-a-single-all-inclusive/1646517864,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/90/9068a081-420c-4a8f-a06a-f87ef7c51219?rule=kijijica-200-jpg,NOTHING TO SHARE! & ALL-INCLUSIVE! It is NOT a bachelor. It is a one large SEPARATE spacious bedroom unit. Available for a single. Separate entrance. Brand new windows. Private 4PC bathroom. Private ...,"$1,499.00",City of Toronto,Springhurst Avenue,08/01/2023
9,2 bedroom + den (FULLY FURNISHED) condo (3 MONTH LEASE TERM),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-den-fully-furnished-condo-3-month-lease-term/1646510252,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/10/10c40175-74fa-4ebd-acb1-c0204bf5bbe9?rule=kijijica-200-jpg,"Luxury 2 Bds+den 2Baths (FULLY FURNISHED) with wifi, ground floor unit with private entrance and terrace With Bright South Unparalleled Light, direct terrace view of Cn tower In The Heart Of Liberty ...","$3,650.00",City of Toronto,Church Street,08/01/2023
10,For rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent/1646510785,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/84/84a3a2c2-5718-445d-b8b4-96f5e8593381?rule=kijijica-200-jpg,"66 Bickerton Cres, Toronto, ON M2J 3T1 4 bd3 ba A Gracious Home With A Total Of Over 2500 Sq' Including A Spacious Suite W A Separate Entrance.4 Brs, 3 Baths, 2 Kitchens, 2 Fireplaces. Hand Painted ...","$3,000.00",City of Toronto,Colborne Street,08/01/2023
