Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 Bedrooms: Brand New Luxury Building In King West,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedrooms:-brand-new-luxury-building-in-king-west/1632120276,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e4/e46390c4-a807-4e41-8193-6dcd44f196ce?rule=kijijica-200-jpg,Just Opened! Brand New Luxury Rental Building On Wellington! Live in the heart of King West! Brand new luxury rental building offering a variety of 1 Bedroom and 1+ Den Floorplans. Move in anywhere ...,"$2,591.00",Toronto,Spadina Avenue,< 6 hours ago
2,2 Bed 2 Bath + Den lakeview condo for monthly rental,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-den-lakeview-condo-for-monthly-rental/1648005161,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a23cde77-fa86-4139-a828-c987d41e3a4d?rule=kijijica-200-jpg,"This spacious, bright lakeside unit with 2 bedrooms and 2 bathrooms has nearly 900 sqft total space. There is an unobstructed view of the lake and Humber Bay Park. The unit is conveniently located ...",Please Contact,City of Toronto,Wellington Street West,22/01/2023
3,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,Park Lawn Road,20/01/2023
4,1BR & 2BR New Condo units available at Yonge & Eglinton !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-new-condo-units-available-at-yonge-eglinton/1639923777,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8ac406d4-787b-4ae7-af24-431879865159?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Yonge & Eglinton Ave W available immediately !! Steps to Eglinton TTC Subway Station, Direct Underground Access to ...","$2,400.00",City of Toronto,Lake Shore Boulevard West,14/01/2023
5,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Jameson Avenue,05/01/2023
6,"81 Navy Wharf Court (2 Bedroom Condo Apartment, Downtown)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/81-navy-wharf-court-2-bedroom-condo-apartment-downtown/1596568889,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/aa/aa82cbea-676c-4470-8069-89942028bdb3?rule=kijijica-200-jpg,"Luxury Living At The Optima. Bright & Spacious South West Corner Suite With Wraparound, Floor To Ceiling Windows And Panoramic Views Of The Waterfront, City And Island Airport. Over 1,000 Sq. Ft. ...","$3,200.00",City of Toronto,Springhurst Avenue,25/12/2022
7,"100 Harbour St. (2 Bedroom Condo Apartment, Downtown)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/100-harbour-st-2-bedroom-condo-apartment-downtown/1596568910,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/84/84ed8fa9-b99d-4f07-8fce-06edb6a3cc88?rule=kijijica-200-jpg,"Harbour Plaza By Menkes* Luxury 2 Bed/2 Bath Unit With Open Concept Unobstructed East Views. Direct Access To The Path Network* Steps To Cn Tower, Union Station, Financial/ Entertainment District, ...","$3,200.00",City of Toronto,Yonge Street,25/12/2022
8,"Shangri La Residences (2 Bedroom Condo Apartment, Downtown)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shangri-la-residences-2-bedroom-condo-apartment-downtown/1596568875,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ec/ecca8ae1-838f-4916-aaa8-e472417a5cc4?rule=kijijica-200-jpg,"The Ultra-Luxurious Shangri-La Toronto Residences,Breathtaking South East Views Of The City And Lake Ontario. Highest Standards Finished Including 10-Foot Ceilings, Automated Blinds, Herringbone ...","$6,000.00",City of Toronto,Roehampton Avenue,25/12/2022
9,"88 Scott St. (2 Bedroom Condo Apartment, Downtown)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/88-scott-st-2-bedroom-condo-apartment-downtown/1596568877,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ba/ba17c858-52fa-4a02-b587-52ddf87b10fc?rule=kijijica-200-jpg,"Fabulous Ne View, Walk To The Financial District, And Food Shop At The St Lawrence Market. This Location Has So Much To Offer. Come And Enjoy The Lifestyle. Call/Text Edgar for details, 416.419.3084","$3,500.00",City of Toronto,Bremner Boulevard,25/12/2022
10,"1 Bdr+Den Condo For Rent - 460 Adelaide St E - $2,800",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdr-den-condo-for-rent-460-adelaide-st-e-2-800/1645144719,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/94/9484bc7c-36e6-47f9-b957-20c971e6f3df?rule=kijijica-200-jpg,"1 Bdr+Den Condo For Rent - 460 Adelaide St E - $2,800 - Private Meeting Room - Outdoor terrace with fire pit and landscaped Promenade - Theatre Room - Sports Lounge with big screen TV's, pool tables ...","$2,800.00",City of Toronto,Navy Wharf Court,25/12/2022
