Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdm-for-rent-in-midtown-toronto-yonge-and-st-claire-ave-w/1639867929,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/3444993d-2153-413b-9556-38f4f2e8ea1a?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,400.00",City of Toronto,Brookbanks Drive,06/01/2023
2,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Valley Woods Road,22/01/2023
3,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,Jameson Avenue,20/01/2023
4,1bdr+Den+Parking +Locker CityPlace (35 Mariner Terrace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdr-den-parking-locker-cityplace-35-mariner-terrace/1647168404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d86b8c4-9a2e-4a2a-9a67-57b0af88bc9c?rule=kijijica-200-jpg,"Gorgeous 9-ft, 665 Sqft. 1 Bedroom +Den (can be used as 2nd Bdr) with parking and locker included. Available March 1st. All Utilities Included. Open Concept Modern Kitchen With Great Cupboard Space. ...","$2,750.00",City of Toronto,Springhurst Avenue,< 24 hours ago
5,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Spadina Avenue,02/01/2023
6,8 The Esplanade Ave  The Iconic “ L ” Tower,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/8-the-esplanade-ave-the-iconic-l-tower/1648119117,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7f/7f9b496a-1466-4815-add6-09918f455ae6?rule=kijijica-200-jpg,"8 The Esplanade -The Iconic L Tower While the surrounding neighborhood is indeed the biggest lifestyle draw, L Tower will also offer residents those valued amenities such as a swimming pool, cardio ...","$2,500.00",City of Toronto,Bremner Boulevard,< 22 hours ago
7,1030 King St W DNA Condos on King West,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1030-king-st-w-dna-condos-on-king-west/1648119031,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e0/e053ae0a-d59e-4d0e-b4f7-bab9d0a2f81a?rule=kijijica-200-jpg,"1030 King St W DNA 3 DNA3 is in the heart of the vibrant and authentic King West neighbourhood, located at 1030 King St. West in downtown Toronto. Cutting edge design sets a new level of ...","$2,500.00",City of Toronto,Fallingbrook Road,< 22 hours ago
8,3 bedrooms separated basement unit on Steels / Brimley for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedrooms-separated-basement-unit-on-steels-brimley-for-rent/1648121988,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9f/9f34d25f-b8e6-42bd-ac69-45164cd40d46?rule=kijijica-200-jpg,Spacious Renovated 3 bedrooms 2 washrooms separated entrence basement unit on Steels / Brimley for rent. Please read ads carefully and save our time. Only one family or not more than three people are ...,"$2,000.00",City of Toronto,Fallingbrook Crescent,< 22 hours ago
9,"#Basement - Glengrove Ave and Caledonia Rd, Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-glengrove-ave-and-caledonia-rd-toronto/1648121957,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d9/d9b66b4b-cd05-4eee-8b5c-778432421002?rule=kijijica-200-jpg,"Beauifully updated open concept bungalow(Basement) in a family friendly neigbourhood. Great location and close to schools, shopping, amenities and Hwy entrance. Spacious 2 Bedroom Apartment. Open ...","$2,400.00",City of Toronto,Yonge Street,< 22 hours ago
10,3-Bedroom - Cedar Grove - Near Community Centre!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-cedar-grove-near-community-centre/1648119162,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/77a3e517-7ee1-4f09-a5c0-18a83bf5f2f4?rule=kijijica-200-jpg,"Excellent access to the DVP and 401,directly across from the Fairview Mall, close to schools! Three-Bedroom availbale March Monthly rent from $2,135 plus electricity Parking is $145 monthly HOMESTEAD ...","$2,135.00",City of Toronto,The Esplanade,< 22 hours ago
