Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Welland Avenue,05/01/2023
2,Luxury short term rental 2+1 bed 2 Bath Mt Pleasant & St Clair,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-short-term-rental-2-1-bed-2-bath-mt-pleasant-st-clair/1644797009,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/232fdc73-7a20-4116-a838-33231055b1cd?rule=kijijica-200-jpg,"Short/long Term Luxury Possibly Semi Furnished Over 1500 Sqf Spacious Bright & Airy, Tall Ceilings, Hardwood And Ceramics,With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A ...","$3,990.00                                                                            $4,490.00",City of Toronto,Rose Park Drive,19/01/2023
3,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,Danforth Road,20/01/2023
4,Scarborough 1 Bedroom Apartment for Rent - 1320-1330 Danforth Ro,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-1320-1330-danforth-ro/1640739925,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/af1f29ba-6d66-4b29-916f-feeb471adfe0?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$1,924.00",Scarborough,Savarin Street,< 23 hours ago
5,Rosseau Road Inc. - Two Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rosseau-road-inc-two-bedroom-apartment-for-rent/1644405601,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/89/8933e8ef-0a9b-4258-8e7f-d625ce2bd087?rule=kijijica-200-jpg,"The rent will be $1779 + Hydro + Parking Building Overivew Beautifully renovated 1 and 2 bedroom apartments currently available. With stainless steel appliances, newly renovated kitchen, upgraded ...","$1,979.00",City of Toronto,Bathurst Street,20/01/2023
6,Furnished Penthouse in Tiffany Terrace Yonge/Bloor,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-penthouse-in-tiffany-terrace-yonge-bloor/1645963848,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b4/b4ac986c-fb88-4635-8eef-88c27629f767?rule=kijijica-200-jpg,"Rare newly furnished fully equipped 2 bd 2 bath penthouse located on quiet side street next to Yonge /Bloor subway and steps from Yorkville . Includes 1 parking, storage locker, walk in closet and ...","$3,450.00",City of Toronto,Lyonsgate Drive,03/01/2023
7,Dufferin & Sheppard 1 bed/1 bath,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dufferin-sheppard-1-bed-1-bath/1645960618,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ef/ef25d16a-af4d-4d3c-a9da-3da91a652fcc?rule=kijijica-200-jpg,"Meticulously Kept Unit With Great Layout And Design. Spacious 643 Sq. Ft. Plus 43 Sq. Ft. Balcony. Across From Sheppard West Subway Station, 15 Minute Subway Ride To York University. Steps From Great ...","$2,400.00",City of Toronto,Bloor Street East,03/01/2023
8,Etobicoke Martin Grove Kipling Large Bedroom Basement Unit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-martin-grove-kipling-large-bedroom-basement-unit/1645960475,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/63/63bd1ba3-fa91-4d5d-bb19-e350b64aeb01?rule=kijijica-200-jpg,"Basement Unit with Large Bedroom In Etobicoke Rexdale Martin Grove Kipling for rent. Looking for responsible individuals Term: 6 months or 12 months Priviate Living room, Priviate kitchen, Priviate ...","$1,900.00",City of Toronto,Park Road,03/01/2023
9,Etobicoke Martin Grove Kipling Large Bedroom Basement Unit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-martin-grove-kipling-large-bedroom-basement-unit/1645958570,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a5/a5d5fcf1-79d3-4199-87c4-71396db83ded?rule=kijijica-200-jpg,"Etobicoke Rexdale Martin Grove Road Kilping Large Bedroom Basement for rent, Terms: 6 months & 12 months Available for 3 tentants maximum, Hydro, Water, Gas, Interenet, lundary will be included. ...","$1,900.00",City of Toronto,Sheppard Avenue West,03/01/2023
10,38 Lee Centre Dr 1+1 Den Bed/1 Bath,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/38-lee-centre-dr-1-1-den-bed-1-bath/1645958320,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3c5e53b9-afc3-4b86-b5c0-1136e5418630?rule=kijijica-200-jpg,"Available March 1 or earlier Sparkling Clean & Bright 1+1 Bed Condo In The Elegant & Modern Ellipse Condominiums At Scarborough Town Centre. Just Like A 2-Bedroom! Functional Layout, Spacious Primary ...","$2,450.00",City of Toronto,De Boers Drive,03/01/2023
