Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1bdr+Den+Parking +Locker CityPlace (35 Mariner Terrace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdr-den-parking-locker-cityplace-35-mariner-terrace/1647168404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d86b8c4-9a2e-4a2a-9a67-57b0af88bc9c?rule=kijijica-200-jpg,"Gorgeous 9-ft, 665 Sqft. 1 Bedroom +Den (can be used as 2nd Bdr) with parking and locker included. Available March 1st. All Utilities Included. Open Concept Modern Kitchen With Great Cupboard Space. ...","$2,750.00",City of Toronto,Spadina Avenue,< 24 hours ago
2,2 Bedroom - 80 Forest Manor Road - Close to Seneca!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-80-forest-manor-road-close-to-seneca/1647092667,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65e22961-7fca-4a9d-9542-2b2ea870af20?rule=kijijica-200-jpg,"Excellent access to the DVP and 401, combined with the convenience of being directly across the street from the Fairview Mall. Two-Bedroom available April Monthly rent from $2,660 plus electricity ...","$2,660.00",City of Toronto,Bremner Boulevard,< 24 hours ago
3,Rosseau Road Inc. - Two Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rosseau-road-inc-two-bedroom-apartment-for-rent/1644405601,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/89/8933e8ef-0a9b-4258-8e7f-d625ce2bd087?rule=kijijica-200-jpg,"The rent will be $1779 + Hydro + Parking Building Overivew Beautifully renovated 1 and 2 bedroom apartments currently available. With stainless steel appliances, newly renovated kitchen, upgraded ...","$1,979.00",City of Toronto,Bathurst Street,20/01/2023
4,2 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1505826169,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/dc/dcb5700c-936f-4711-bafb-17f82ed085f4?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,545.00",City of Toronto,Lyonsgate Drive,27/12/2022
5,2 Storey House for Lease by Keele and Hwy 401,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-storey-house-for-lease-by-keele-and-hwy-401/1646729097,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b53ed9ff-f515-4321-84f7-e5b4ee55aa8d?rule=kijijica-200-jpg,"Entire House for Lease $4,800 monthly plus utilities. Great House for Extended or Multiple Families. Bright and Spacious Home Conveniently Located in a Quiet Crescent by Keele and Falstaff. This 2 ...","$4,800.00",City of Toronto,Brookbanks Drive,10/01/2023
6,BUY HOME WITH ZERO DOWN OR RENT TO OWN PROGRAM*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-home-with-zero-down-or-rent-to-own-program/1647369914,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7c/7cfb4319-fcac-4eed-aa2e-19c43993b099?rule=kijijica-200-jpg,Program # 1 -- Buy House with Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program for New Immigrants* * Any Credit or No ...,"$2,800.00",City of Toronto,Valley Woods Road,16/01/2023
7,3 bed 2 washroom for 6-7 people rent available  in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bed-2-washroom-for-6-7-people-rent-available-in-scarborough/1647277584,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c0/c0545cd8-e18c-4cfe-bd36-0afabdd05672?rule=kijijica-200-jpg,"very good location, TTC near building, centennial college, Seneca collage, Lambton college, Northern Purse College, Kennedy station, don mills station, shopping mall, wall mart, no frills, Agincourt ...","$3,100.00",City of Toronto,Falstaff Avenue,16/01/2023
8,Kingsway Condo Rental - Modern 1 bdrm unit @ Royal York/ Dundas,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/kingsway-condo-rental-modern-1-bdrm-unit-royal-york-dundas/1647356619,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fa/faa75deb-be7b-4052-a59e-b26e4d8bc694?rule=kijijica-200-jpg,"New, modern and beautiful 1 bdrm condo rental in desirable Kingsway area. Close to Humber River Parks, shopping, amenities and more. Ensuite laundry, beautiful finishes, great views, 1 locker ...","$2,200.00",City of Toronto,Lorne Bruce Drive,16/01/2023
9,38 Monte Kwinter Crt,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/38-monte-kwinter-crt/1647369189,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f3/f34de923-a3ff-41ee-affe-a719ccf56e7b?rule=kijijica-200-jpg,Looking For A Transit Connected Community. Functional Layout & Filled With Plenty Of Natural Light. This Is An Unbeatable Location Just Steps Away From Wilson Subway Station. Minutes To All Major ...,"$2,100.00",City of Toronto,Rowntree Mill Road,16/01/2023
10,3 Bedroom Upper Level House 4Rent - Superb Humberwood Location,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-upper-level-house-4rent-superb-humberwood-location/1647368668,,"3 Bedroom 3 Bathroom Semi-Detached Home - Upper Level Only (basement not included). Lots of room, open concept, pot lights, stainless steel kitchen appliances, quartz countertops, backsplash, ...","$3,300.00",City of Toronto,Hathor Crescent,16/01/2023
11,2 Bedroom Apartment + More Units Available in Toronto Now!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-more-units-available-in-toronto-now/1647333136,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/32/329302a0-63dd-4dad-b8ee-cdb015b7f571?rule=kijijica-200-jpg,"Affordable 2 Bedroom Apartment In East York, Just North Of The Danforth! Spacious, And Perfect For Those Looking For A New Beginning. On A Charming Stretch Of Coxwell Ave, Surrounded By Small Local ...","$2,099.00",City of Toronto,Sheppard Avenue East,16/01/2023
