Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand new one-bedroom suite located in a luxurious townhome,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-one-bedroom-suite-located-in-a-luxurious-townhome/1648167286,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/5910d9a6-380c-4e1e-9943-641c9d30d3de?rule=kijijica-200-jpg,"This property located on Lawrence & Blackstone has a range of top-of-the-line features, including: • A spacious bedroom with a closet, an En-suite bathroom, complete with a glass standing shower. • A ...","$2,050.00",Toronto,Lawrence Avenue West,< 7 hours ago
2,Renovated one bedroom 55 Eccleston Drive - ID 1176,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-55-eccleston-drive-id-1176/1646127279,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f68b286c-5c78-4c97-948e-87ca185602c1?rule=kijijica-200-jpg,"Akelius one bedroom apartment for rent. DVP and Eglinton Ave East in the North York neighborhood, Toronto. one bedroom ground floor - 1 bathroom - approximately 621 square feet - available 2023-02-01 ...","$1,900.00",City of Toronto,Renfield Street,05/01/2023
3,Downtown Large 1 Bedroom Apartment for Rent - 80 Wellesley Stree,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-large-1-bedroom-apartment-for-rent-80-wellesley-stree/1647844124,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3d/3d7a37db-b24b-43ea-b02d-667414bd13df?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$2,375.00",Toronto,Eglinton Avenue East,< 23 minutes ago
4,1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1636404248,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/aff94955-434f-4562-a1ae-31d442997456?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,549.00",City of Toronto,Swift Drive,08/01/2023
5,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Church Street,22/01/2023
6,Beautiful Town House is for Rent in Ontario,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-town-house-is-for-rent-in-ontario/1646567394,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a2c8e3ae-6aee-406f-9f24-72f778e36de8?rule=kijijica-200-jpg,"Beautifully updated townhouse located on a quiet, family-friendly court in residential neighborhood. Entire home has been freshly painted and brand-new laminate flooring has been installed throughout ...",Please Contact,City of Toronto,Wellesley Street East,09/01/2023
7,amazing apartment near Dufferin subway station,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/amazing-apartment-near-dufferin-subway-station/1646566701,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ec/ec6c91d2-329c-427a-8fb2-be2b6ebf6adb?rule=kijijica-200-jpg,"2 bed room, dine in kitchen, specious living room and a washroom. 2mins away from Dufferin subway station and pauline school. 5 mins walking distance from Dufferin mall and timhortons. the house is ...","$2,800.00",City of Toronto,Denton Avenue,09/01/2023
8,Yonge and Sheppard - 1+1 newly renovated condo w/ parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-sheppard-1-1-newly-renovated-condo-w-parking/1642826237,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/25/252566dc-5a03-451f-82c8-16cde2a88c2e?rule=kijijica-200-jpg,"33 Sheppard Ave. E. (Yonge and Sheppard) Monthly rent: $2600/month Utilities: Heat included, water and hydro extra Parking: included, 1 spot on P1, close to elevators Suite Features: - newly ...","$2,600.00",City of Toronto,MacEy Avenue,09/01/2023
9,"Entire House  3 Br Semi with w/out bsmt $ 2650, Go station",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/entire-house-3-br-semi-with-w-out-bsmt-2650-go-station/1646565547,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f0/f02bc2d7-f21f-4035-8e9a-facbd96ee656?rule=kijijica-200-jpg,"Rent entire house $2650.Spacious Semi On Ravine Lot! Quiet Neighbourhood, Prime Location Ttc Accessible, Conveniently Located Near Guildwood Go Station, Restaurants, Shopping, Schools, Morningside ...","$2,650.00",City of Toronto,Brookbanks Drive,09/01/2023
10,Large Renovated 1 Bedroom+Den For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-den-for-rent/1646564871,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/97e08c49-187c-4cbc-8306-b72402248c38?rule=kijijica-200-jpg,"Large Renovated 1 Bedroom+Den 1,164 S.F. At Yonge & Sheppard. Walk to Subway, Shopping, Restaurants. Huge Solarium/Den/Office. Sunny, East View. Looks Like A Model Suite. Hardwood FloorsThroughout. ...","$2,900.00",City of Toronto,Valley Woods Road,09/01/2023
11,"One Bedroom Condo @ Yonge/Bloor, Furnished",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-yonge-bloor-furnished/1646564012,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/38/384501ed-0bac-4956-bc7a-2d14a6595164?rule=kijijica-200-jpg,One Bedroom Condo @ Yonge and Bloor. Furnished. New. Great Layout and Good Natuarl Lights. Call to View 416-854-1863,"$2,750.00",City of Toronto,Williams Parkway East,08/01/2023
12,"Brand New 1 + Den Condo For Rent Feb 1st, Bloor & Sherbourne",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-den-condo-for-rent-feb-1st-bloor-sherbourne/1646563210,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b55f44b8-62a1-4a39-a9ae-4e23bbbef0d0?rule=kijijica-200-jpg,"Beautiful brand new 1 + den condo. (A real separate & large den space with it's own sliding doors). Incredible location at the corner of Sherbourne St & Bloor St, High floor with unobstructed views. ...","$2,500.00",City of Toronto,Southlake Boulevard,08/01/2023
13,1 Bedroom in Upscale Sherwood Park Neighbourhood,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-in-upscale-sherwood-park-neighbourhood/1646559766,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/38/38ec3bc3-d883-483f-a884-5b38e718ee31?rule=kijijica-200-jpg,Cozy one-bedroom lower unit in a municipally approved duplex in the upscale Sherwood Park neighbourhood located three blocks north of Eglinton Ave. on the east side of Mount Pleasant Rd. A few ...,"$1,700.00",City of Toronto,Bloor Street West,08/01/2023
14,Great Renovated 3 bedroom houses for rent! (Yonge & Finch),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/great-renovated-3-bedroom-houses-for-rent-yonge-finch/1646561757,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4d/4d2a5869-89fe-47eb-9856-b4536ea7d73c?rule=kijijica-200-jpg,"Fully Renovated 3 Bedrooms Bungalow In The Heart Of Willowdale, Close To 401/404/ Dvp, , New Furnace And Ac, Great Schools, Walk To Finch/Yonge Shops, Subway & Go Train. New Laminate Floor, New ...","$2,995.00",City of Toronto,Pauline Avenue,08/01/2023
