Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,Sheppard Avenue East,< 24 hours ago
2,Brand New 2 Bedroom 2 Bathroom Condo in E2 Yonge & Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-2-bathroom-condo-in-e2-yonge-eglinton/1647044840,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bc1d6af-7181-4b70-8656-cfa2e5d54640?rule=kijijica-200-jpg,"Be the first to live in suite 4006 at E2 Condos. This brand new 2 bedroom 2 bathroom suite towers over Yonge and Eglinton, with breathtaking views of the city. The suite includes 2 bedrooms, 2 full ...","$2,795.00",City of Toronto,Amethyst Road,21/01/2023
3,1 Bedroom Apartment for Rent in Etobicoke Kingsway Neighbourhood,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-in-etobicoke-kingsway-neighbourhood/1641537090,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/61/61ee864e-4d1e-4240-a0ff-9bdd2ae75e50?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$1,650.00",City of Toronto,Yonge Street,20/01/2023
4,Renovated 1 Bedroom @ Yonge and Davisville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-yonge-and-davisville/1646179670,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99a77bf8-d8a2-418d-bc92-3f6230ef3cf0?rule=kijijica-200-jpg,"Viewings: Please call or text our Leasing Manager at 647-507-4461 Location 155 Balliol Street, Toronto, ON M4S 1C4 Yonge St. & Davisville Ave. Property Features: Indoor swimming pool Fitness room ...","$2,395.00",City of Toronto,Roehampton Avenue,20/01/2023
5,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,The Kingsway,02/01/2023
6,"Newly Renovated 1500sqft basement, 2BD,1BT, separate laundry",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-1500sqft-basement-2bd-1bt-separate-laundry/1648159862,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/af/afdd7c04-c332-4f54-baae-60b830b6473a?rule=kijijica-200-jpg,"Newly Renovated spacious 1500s qft basement, 2BD,1BT, separate laundry, Seperate entrance","$2,000.00",City of Toronto,Bexhill Court,< 16 hours ago
7,Dufferin and Eglinton Small House for Rent - near Eglinton LRT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dufferin-and-eglinton-small-house-for-rent-near-eglinton-lrt/1648159784,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/81/810d2ec4-9bc8-4297-ab42-283b17c8b760?rule=kijijica-200-jpg,"Newly Renovated House From Top To Bottom! High Demand Area - Dufferin and Eglinton minutes from Eglinton LRT stations. Sun-Filled House, Close To All Amenities, Banks, Shopping Centre, Gas Station, ...","$3,250.00",City of Toronto,Fallingbrook Road,< 16 hours ago
8,"Condo for Rent at 410 Mc. Levin Ave,  Scarborough",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent-at-410-mc-levin-ave-scarborough/1648159564,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/85/855d2706-08b4-4b60-a396-1632da005e24?rule=kijijica-200-jpg,"Mayfair on the Green Condo for Rent at Neilson and Mc. Levin Ave Furnished Immaculate end unit 2 Bedrooms & 2 Bathrooms, Den and En suite Laundry & 5 Appliances and Hugh Balcony. Gatehouse Security ...","$2,700.00",City of Toronto,Fallingbrook Crescent,< 16 hours ago
9,1 BEDROOM FOR RENT $1000 Available FEB 1STScarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-for-rent-1000-available-feb-1stscarborough/1648158861,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/93/93a0aacc-571e-4178-98a3-c5c1764a60bc?rule=kijijica-200-jpg,Please Call to book a viewing 647-716-3171 Please read full description bachelor apartment for rent $1000 a month utilities included in scarborough THERE IS NO PARKING OR LAUNDRY reflected in the ...,"$1,000.00",City of Toronto,Bayview Avenue,< 16 hours ago
10,Very spacious den for rent near lakeside in downtown Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/very-spacious-den-for-rent-near-lakeside-in-downtown-toronto/1648151857,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7a/7a0be3ac-0be7-462f-8c49-b3bd1b0aab05?rule=kijijica-200-jpg,"Hi! I have a very spacious den for rent in a fully furnished apartment in one of the best locations in downtown. The location is near the waterfront, between spadina and bathurst, and is ideal for ...","$1,000.00",City of Toronto,Hillcrest Avenue,< 16 hours ago
11,Bright & Spacious 2 Bedroom Condo Unit - $2650/Month,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-spacious-2-bedroom-condo-unit-2650-month/1648157573,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c4/c459cfd9-c58d-4cb2-b4f4-74b4e17f9000?rule=kijijica-200-jpg,"Long day at work? Living is easy in this convenient, generously spacious unit for $2,650/month all inclusive. Sip on your morning coffee in the balcony, hop on the TTC easily and enjoy walks in a ...","$2,650.00",City of Toronto,Ronald Avenue,< 16 hours ago
12,One bedroom condo for rent in North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-for-rent-in-north-york/1648158726,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/17/17816c89-631f-4591-9816-4c5d7b39a165?rule=kijijica-200-jpg,"Open-concept, one-bedroom condo with in-suite laundry and storage closet. Unfurnished. Features: - 9"" ceiling - built-in bedroom closet shelves - in-suite washer and dryer - in-suite storage closet - ...","$2,300.00",City of Toronto,Bowie Avenue,< 16 hours ago
13,one room for one person only at Leslie/Finch for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-room-for-one-person-only-at-leslie-finch-for-rent/1648158721,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/66/6677e57c-6a84-427a-8bb0-9e6112a4ebeb?rule=kijijica-200-jpg,"One furnished bedrooms upper floor for rent . sharing washing room with only 1 person. Looking for only one professional working people, international or mature students. The room is very clean, ...",$900.00,City of Toronto,Neilson Road,< 16 hours ago
14,Penthouse one bedroom unit in new luxury building,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/penthouse-one-bedroom-unit-in-new-luxury-building/1648158157,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a7/a776d1f7-330d-41ec-a0f3-6c3a77edca2b?rule=kijijica-200-jpg,"Penthouse one bedroom, 500 sq. ft., in new luxury building, with one locker and large balcony with complete unobstructed view of the city; extra high ceiling and floor to ceiling windows, with ...","$2,490.00",City of Toronto,McLevin Avenue,< 16 hours ago
15,For Lease: 1BR 1WR 500sqft Condo: Yonge/Finch,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease:-1br-1wr-500sqft-condo:-yonge-finch/1648157816,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6d/6d990125-5eab-4dc7-b759-a4f5a5c7f06f?rule=kijijica-200-jpg,"All Inclusive!! Prestigious condo and the perfect unit with large windows and balcony having a fantastic unobstructed view, open concept w/ tall 9'ft ceilings. Unit has beautiful kitchen cabinetry ...","$2,350.00",City of Toronto,Danforth Road,< 16 hours ago
