Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Downtown Large 1 Bedroom Apartment for Rent - 80 Wellesley Stree,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-large-1-bedroom-apartment-for-rent-80-wellesley-stree/1647844124,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3d/3d7a37db-b24b-43ea-b02d-667414bd13df?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$2,375.00",Toronto,Church Street,< 21 minutes ago
2,1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1636404248,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/aff94955-434f-4562-a1ae-31d442997456?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,549.00",City of Toronto,Wellesley Street East,08/01/2023
3,2 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1505826169,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/dc/dcb5700c-936f-4711-bafb-17f82ed085f4?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,545.00",City of Toronto,Denton Avenue,27/12/2022
4,Downtown 1 Bedroom Jr Apartment for Rent - 155 Wellesley Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-jr-apartment-for-rent-155-wellesley-street/1643994390,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/86/86facc36-4e51-439e-9f1c-156377091549?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now!437-218-5969Virtual Open House: View our units by ...","$2,123.00",City of Toronto,MacEy Avenue,< 24 hours ago
5,Penthouse 2-Bedroom + Den For Rent !  Woodbine/Gerrard!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/penthouse-2-bedroom-den-for-rent-woodbine-gerrard/1628292511,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/96/968faa4d-da39-4df9-88af-dfb8aac707b0?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,595.00",City of Toronto,Brookbanks Drive,04/01/2023
6,Brand New 2 Bedroom condo/apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-condo-apartment/1647844111,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e1/e176f62a-4a21-468c-a677-445d282918cc?rule=kijijica-200-jpg,"Home @ Power (50 POWER ST) , located In The Centre Of One Of Toronto's Most Vibrant Neighbourhoods. Brand New Luxurious Suite, Corner Unit with Tons Of Sunshine from east,south and west! 2 Br + 2 ...","$3,250.00",City of Toronto,Valley Woods Road,21/01/2023
7,1 BEDROOM + BIG LIVING ROOM (Boys  are Welcome),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-big-living-room-boys-are-welcome/1647843407,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9f/9f8da60c-ff91-4e1e-b301-c595a459afaf?rule=kijijica-200-jpg,"Excellent location: Near Lawrence Ave and Birchmount rd, 1 bedrooms, big Living rooms, Nice Washroom and Kitchen, Separate entrance door, and free unlimited high-speed internet. Brand New Appliances ...","$1,200.00",City of Toronto,Richmond Street East,21/01/2023
8,house for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1647423447,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2f/2fc46d8c-52cb-4ba7-8df7-022d89b96226?rule=kijijica-200-jpg,"Bungalow is sought after cliff crest area near RH king academy , bluffers park , all amenities near by easy access to down town Toronto , public transport, big living area with modern kitchen , ...","$2,800.00",City of Toronto,Power Street,21/01/2023
9,"1  bdrm apartment , 2nd fl. of house. All inclusive.",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-apartment-2nd-fl-of-house-all-inclusive/1647838777,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bf34ed74-1a10-4289-807b-16adf29e1542?rule=kijijica-200-jpg,"Bright one bedroom apt. on 2nd floor of house , in quite residential area near Huntingwood and Birchmount all inclusive. Newly decorated -Furnished ( or unfurnished),private entrance, close to ...","$1,560.00",City of Toronto,Birchmount Road,21/01/2023
10,Warden and Lawrence Scarborough 3 bedrooms main floor for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/warden-and-lawrence-scarborough-3-bedrooms-main-floor-for-rent/1647841280,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/34757e0f-587f-469b-86fe-f6f8c1f3db49?rule=kijijica-200-jpg,Warden and Lawrence Scarborough 3 bedrooms 1 full bathroom with kitchen dining living room Close to all Available 01 Feb 2023 CALL ONLY 416-938-9926 Required first and last rent Required jobs letters ...,"$2,999.00",City of Toronto,Ranstone Gardens,21/01/2023
11,2 BED 2 BATH TORONTO CONDO FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-toronto-condo-for-rent/1647838295,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b2/b25384f8-312e-4266-8b16-9d91c0a2ee9c?rule=kijijica-200-jpg,"Welcome to the Astonishing 161 Roehampton; Yonge and Eglinton's Highly Sought-After Address, Minutes to downtown Toronto. Your New Large Corner Unit Suite Will Have Two Bedrooms With Large Windows, ...","$3,190.00",City of Toronto,Kingston Road,20/01/2023
