Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bed 2 Bath + Den lakeview condo for monthly rental,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-den-lakeview-condo-for-monthly-rental/1648005161,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a23cde77-fa86-4139-a828-c987d41e3a4d?rule=kijijica-200-jpg,"This spacious, bright lakeside unit with 2 bedrooms and 2 bathrooms has nearly 900 sqft total space. There is an unobstructed view of the lake and Humber Bay Park. The unit is conveniently located ...",Please Contact,City of Toronto,Park Lawn Road,22/01/2023
2,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,Lake Shore Boulevard West,20/01/2023
3,Scarborough1 Bedroom Apartment for Rent - 35 Greenbrae Circuit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough1-bedroom-apartment-for-rent-35-greenbrae-circuit/1596795032,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c0/c09ae1e8-d76c-44ca-8d20-4996155908c6?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 261-9483Virtual Open House: View our units by clicking ...","$2,228.00",City of Toronto,Lawrence Avenue East,< 4 hours ago
4,"Tichester Park Manors - 1 Bedroom, 1 Bathroom Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tichester-park-manors-1-bedroom-1-bathroom-apartment-for-rent/1647498569,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9b/9b709e33-6771-49e2-a598-b2d2e279153a?rule=kijijica-200-jpg,These charming low-rises are located in the highly desirable Forest Hills neighbourhood of Toronto. This area is ideal for families as there are a number of elementary and high schools located in the ...,"$2,079.00",City of Toronto,Greencedar Circuit,17/01/2023
5,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Bathurst Street,05/01/2023
6,GORGEOUS 2 Bedroom 1 bathroom w/9 FOOT CEILINGS!! On Subway line,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-2-bedroom-1-bathroom-w-9-foot-ceilings-on-subway-line/1647700975,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8d/8deef056-bf4d-43a2-bb03-abe70269023c?rule=kijijica-200-jpg,"- 5 minute walk to Woodbine Station - 15 minute walk to beautiful beach - Apartment is the top floor of a large house, it is all-inclusive, Internet access and tv is shared by the house, one parking ...","$2,700.00",City of Toronto,Tichester Road,19/01/2023
7,"Scarborough 3 Bedroom Apartment for Rent - 3434 Eglinton Avenue,",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-3-bedroom-apartment-for-rent-3434-eglinton-avenue/1643706023,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/56/56472e06-ac38-4ffb-9cc5-eef4fb69d0f3?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747 5676Virtual Open House: View our units by clicking ...","$2,999.00",City of Toronto,Danforth Avenue,19/01/2023
8,Scarborough 3 Bedroom Apartment for Rent - 2700 and 2702 Lawrenc,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-3-bedroom-apartment-for-rent-2700-and-2702-lawrenc/1640675374,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ca/ca561e48-2d28-43d0-a778-a8e426760c53?rule=kijijica-200-jpg,"Virtual Open House: Please take a virtual tour of our available units now, or request a video tour. Promotions: ALL UTILITIES INCLUDED! Community living! 2700 and 2702 Lawrence Ave, E. at Lawrence ...","$2,599.00",City of Toronto,Gledhill Avenue,19/01/2023
9,2 beds plus den with 2 washrooms for rent at King & Strachan,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-plus-den-with-2-washrooms-for-rent-at-king-strachan/1647700450,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7ba61075-8a06-499b-b254-9a5ab1d7c079?rule=kijijica-200-jpg,Space: 2 bedrooms plus den with 2 full washrooms Size - 827 sqft Availability: February 1st Intersection : King and Strachan,"$3,100.00",City of Toronto,Kingston Road,19/01/2023
10,Parkdale 2 Bedrooms Apartment for Rent - 24 Tyndall Avenue,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/parkdale-2-bedrooms-apartment-for-rent-24-tyndall-avenue/1639617154,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/32/32140566-8848-45fa-a7e3-8c95fed2b6fc?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: 437-225-7315Virtual Open House: View our units by ...","$2,585.00",City of Toronto,Scarborough Golf Club Road,19/01/2023
11,Parkdale Bachelor Apartment for Rent - 24 Tyndall Avenue,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/parkdale-bachelor-apartment-for-rent-24-tyndall-avenue/1643705673,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/43/43c270fc-760f-402e-8489-422929e59e3d?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: 437-225-7315Virtual Open House: View our units by ...","$1,682.00",City of Toronto,Wellington Street West,19/01/2023
12,Looking for a March 1st lease? Contact me now.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/looking-for-a-march-1st-lease-contact-me-now/1647694732,,"If you are looking on Kijiji for a rental suite for March 1st, before or after. I can send you reputable links for good suites. DM for details!","$2,300.00",City of Toronto,Clarence Square,19/01/2023
13,1 bedroom available for $1400,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-for-1400/1647699342,,"1 bedroom available for $1400.00 separate kitchen, bathroom and living room. Utilities not included. Call Surinder- 6477452531","$1,400.00",City of Toronto,Springhurst Avenue,19/01/2023
14,Liberty Village Apartment w/ Private Patio & Parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/liberty-village-apartment-w-private-patio-parking/1647690250,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5c/5c0383c4-2a20-4a9c-a9f3-ed549961bd83?rule=kijijica-200-jpg,"This fully furnished, newly renovated apartment in Liberty Village boasts a prime location near Queen and Ossington. The neighborhood is known for its walkability, a variety of trendy shops, cafes ...","$2,700.00",City of Toronto,Tyndall Avenue,19/01/2023
