Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"Lease: Condo Downtown stunning 3 BRD, 2400 Sf, 1000 Sf Terr",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lease:-condo-downtown-stunning-3-brd-2400-sf-1000-sf-terr/1641404801,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7d/7da05775-768d-4cf3-b904-899e4e5875ee?rule=kijijica-200-jpg,Welcoming You To The Prestigious Elegant And Classic Soho Residencies And Hotel .One-Of -A-Kind Sun Filled Spacious 7th Floor Two Level Corner South View Condo With A W/ Huge Wrap Around Terrace W/ ...,Please Contact,Toronto,Blue Jays Way,< 12 hours ago
2,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Wellington Street West,22/01/2023
3,2 Storey House for Lease by Keele and Hwy 401,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-storey-house-for-lease-by-keele-and-hwy-401/1646729097,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b53ed9ff-f515-4321-84f7-e5b4ee55aa8d?rule=kijijica-200-jpg,"Entire House for Lease $4,800 monthly plus utilities. Great House for Extended or Multiple Families. Bright and Spacious Home Conveniently Located in a Quiet Crescent by Keele and Falstaff. This 2 ...","$4,800.00",City of Toronto,Brookbanks Drive,10/01/2023
4,Scarborough 2 Bedrooms Apartment for Rent - 4 Treewood Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-4-treewood-street/1627966389,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/002ad1d3-d9c6-4d3a-bceb-6ffde50f1397?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House: View our units by clicking the virtual tour ...","$2,453.00",Scarborough,Valley Woods Road,< 3 hours ago
5,Large 1+Den Steps from Union Station for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-den-steps-from-union-station-for-rent/1645378326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/949e285a-1706-4e57-8da2-7b845d879755?rule=kijijica-200-jpg,"Spacious Unit, Amazing Location! 1 Min To Path, 5 Mins To Waterfront/Cn Tower/Scotiabank Arena/Longo's, Steps To Union Station/Bay St. Huge Balcony (114Sqft) Is A Great Patio In Summer With A Bit Of ...","$2,600.00",City of Toronto,Falstaff Avenue,28/12/2022
6,Renovated - 2 large bedroom unit @  Sheppard/Yonge,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-large-bedroom-unit-sheppard-yonge/1642163767,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/31/319e9403-6c28-40c6-8fab-723e9209fc62?rule=kijijica-200-jpg,"Enjoy large 2 bed unit @ Sheppard/Yonge with underground walkway direct to Sheppard subway. Includes balcony, 1 indoor parking spot, washer/dryer, outdoor pool and bbq area, squash court, party room, ...","$3,100.00",City of Toronto,Lorne Bruce Drive,27/11/2022
7,Renovated - 2 large bedroom unit @ Upper Madison Ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-large-bedroom-unit-upper-madison-ave/1642162805,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/18/18113a30-8f99-4d37-b772-7d4413c399f4?rule=kijijica-200-jpg,"- 2 bed with 2 baths; washer/dryer; balcony; 1 indoor parking; outdoor pool are bbq common area, gym, jacuzzi, party room, squash court. - Underground walk-way to Sheppard Subway. - $2800/mth","$2,800.00",City of Toronto,Treewood Street,27/11/2022
8,Basement for Rent in Pickering,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent-in-pickering/1642146364,,"Beautiful 1 basement for rent, all the utilities & parking included, steps to best school - William Dunbar. Available immediately. Plz call 647-632-1820.","$1,575.00",City of Toronto,Tiller Lane,27/11/2022
9,"2 Bedroom Basement Apartment For Rent In Markham For $2,300.00",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-for-rent-in-markham-for-2-300-00/1642121016,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/30/30c68c76-d13d-4279-9fb0-bc7067201082?rule=kijijica-200-jpg,"High Demand Location! Furnished, Well Maintained Basement 2 Bedroom Apartment With Kitchen, 3 Pcs Washroom, Separate Entrance. Basement Apartment With Living/Dining Area, Kitchen, Bedroom & Bath. ...","$2,300.00",City of Toronto,Lower Simcoe Street,27/11/2022
10,WATERFRONT VIEW-MONTH TO MONTH,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/waterfront-view-month-to-month/1612606956,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5f/5f03ffe8-35bf-4538-9965-d905c04ef15e?rule=kijijica-200-jpg,"RENTED OUT UNTIL DECEMBER 01, 2022 APPLICATION https://drive.google.com/file/d/1MlD1Xz72MuUcdJxt3FmrowpNqouIE41P/view?usp=sharing","$3,500.00",City of Toronto,Grand Trunk Crescent,27/11/2022
