Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,*Newly Renovated* 2-Bedroom - 2350 Birchmount Rd,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-2350-birchmount-rd/1640278486,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/72/72ca79a8-3db7-477c-b8bd-1d25366742db?rule=kijijica-200-jpg,"Quick access to both the 401 and the Don Valley Parkway! Public transportation is accessible at the front of the building! Two-Bedroom available March Monthly rent from $2,570 plus electricity ...","$2,570.00",City of Toronto,Sheppard Avenue East,< 24 hours ago
2,"1,438 Sq Ft Light-Filled SW Corner Unit – Broadview Lofts",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-438-sq-ft-light-filled-sw-corner-unit-broadview-lofts/1641368966,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ee/ee1dba44-5aec-4a81-a137-47bfe060c6de?rule=kijijica-200-jpg,"Live in a vastly proportioned, hard loft conversion in the award-winning Broadview Lofts. Light-filled SW corner unit with 1,438 square feet of flexible, open concept space, easily accommodating a ...","$4,200.00",Toronto,Amethyst Road,22/01/2023
3,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,Eastern Avenue Diversion,< 24 hours ago
4,1BR & 2BR Brand new Condo units at Eglinton Ave E & Bayview !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-eglinton-ave-e-bayview/1645424055,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6e/6e27f3a0-62f8-4ae8-90d7-6cdb54af00e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Eglinton Ave E & Bayview Ave available immediately !! Steps to Eglinton TTC Subway Station, Sunnybrook Health Centre, Costco, ...","$2,250.00",City of Toronto,Broadview Avenue,14/01/2023
5,Brand new one-bedroom suite located in a luxurious townhome,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-one-bedroom-suite-located-in-a-luxurious-townhome/1648167286,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/5910d9a6-380c-4e1e-9943-641c9d30d3de?rule=kijijica-200-jpg,"This property located on Lawrence & Blackstone has a range of top-of-the-line features, including: • A spacious bedroom with a closet, an En-suite bathroom, complete with a glass standing shower. • A ...","$2,050.00",Toronto,Sheppard Avenue East,< 7 hours ago
6,3 Bedroom 2 Bathroom Detached House close to Centennial/UTSC,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-2-bathroom-detached-house-close-to-centennial-utsc/1646955794,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/71/7111c8e4-5163-41df-bada-a9c7175b29ea?rule=kijijica-200-jpg,Beautiful 3 bedroom detached house for rent with lots of privacy and a huge backyard. Perfect for families and students! The house is less than 10 minute drive to Centennial Morningside campus and ...,"$2,800.00",City of Toronto,Amethyst Road,12/01/2023
7,"** VERY SPACIOUS ** 1bdrm 850sqft from $1,950",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/very-spacious-1bdrm-850sqft-from-1-950/1646955668,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d922aa3-a5fd-4b75-944e-be986c95d0f2?rule=kijijica-200-jpg,"TOP OF THE VALLEY APARTMENTS 44 Valley Woods Road North York, M3A 2R6 416-449-0592 =============================================== FEBRUARY AVAILABILITY: 2nd Floor - $2,100. Hydro and parking extra - ...","$1,950.00",City of Toronto,Brentcliffe Road,12/01/2023
8,Downtown 395 Bloor St E Studio Available For Rent End of Jan,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-395-bloor-st-e-studio-available-for-rent-end-of-jan/1646951721,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/43/43ae4ec7-4795-46cc-b6c4-20f9b111c82e?rule=kijijica-200-jpg,"Luxurious The Rose Dale On Bloor Brend New Studio Unit With An Amazing Unobstructed View, Walking Distance To The Sherbourne Subway Station, Close To Yorkville, Close To Ryerson University, Ensuite ...","$2,150.00",City of Toronto,Vanderhoof Avenue,12/01/2023
9,Condo For Rent Toronto (Bay & Bloor),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent-toronto-bay-bloor/1646951513,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/55/557a2d8e-f432-48e2-acee-08744944b588?rule=kijijica-200-jpg,"Extraordinary location adjacent to the lush grounds of St. Michael's Campus of University of Toronto. Steps to Yorkville, world-class shopping, museums, art gallery, restaurants, and public transit. ...","$2,200.00",City of Toronto,Lawrence Avenue West,12/01/2023
10,Clean & Spacious 2 Bedroom Ready for Move In,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/clean-spacious-2-bedroom-ready-for-move-in/1646950948,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5c/5cd68e4d-b29b-478a-9b98-363c7716282d?rule=kijijica-200-jpg,"Updated, Super Clean And Ready For Move In! Welcome To This Lovely, Spacious And Conveniently Located Triplex Apartment. Seconds To Bus Stop, Minutes To Subway Station And Highways 401/400, York ...","$2,400.00",City of Toronto,Renfield Street,12/01/2023
