Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Chaplin Crescent,17/01/2023
2,Maynard Apartments - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/maynard-apartments-2-bedroom-apartment-for-rent/1638938840,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/87/87d45031-f312-42c9-bcfb-fad07c739e14?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$2,700.00",City of Toronto,Roselawn Avenue,30/12/2022
3,3 BEDROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-for-rent/1648044839,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bfbee63a-cac1-4551-bd0b-cd90a687c4f1?rule=kijijica-200-jpg,3 BEDROOM RECENTLY RENOVATED CLEAN QUITE BUILDING. We would need employment letter credit check and governmental documents. Viewing has to be arrange with appointment minimum of 48 hours.,"$2,750.00",City of Toronto,Jameson Avenue,22/01/2023
4,"Renovated Bachelor, Queen and Niagara - ID 1913",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-queen-and-niagara-id-1913/1647367782,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f4/f4cdaa5e-609b-4cab-9397-78b912e4575d?rule=kijijica-200-jpg,"Akelius studio apartment for rent. Queen & Niagara in the Downtown West neighborhood, Toronto. studio - 1 bathroom - located on floor 2 - approximately 236 square feet - available now for $1650 - ...","$1,650.00",Toronto,Leopold Street,16/01/2023
5,Bachelor for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-for-rent-steps-to-victoria-park-station/1643370118,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/742bb861-df40-462d-9ca7-ca7b6e5dd702?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,149.00",City of Toronto,Bloor Street West,05/01/2023
6,"151 Dynevore Rd, Lower unit, for lease",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/151-dynevore-rd-lower-unit-for-lease/1646108856,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/79/79ab0bd1-34eb-4c5c-a55c-6caff64e2d54?rule=kijijica-200-jpg,"Newly renovated, freshly painted one bedroom suite, Separate entrance! Bell Internet included! Laundry is in the unit! Extremely convenient location, literally 1 min walk to the Eglinton crosstown ...","$1,250.00",City of Toronto,St Clarens Avenue,10/01/2023
7,Bachelor apartment  for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent/1641994397,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ad/ade8ae33-50f4-4a11-9131-586ad29b94f2?rule=kijijica-200-jpg,Must See! Call today! 416.627.5045 1 Bdm - $2099 sq ft 598 *Hydro not included Features: Hardwood floor in the living/bedroom areas Ceramic tiles in the kitchen and bathroom Kitchens feature modern ...,"$2,099.00",City of Toronto,Denton Avenue,10/01/2023
8,Rogers and Caledonia 1 bath 1 bed apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rogers-and-caledonia-1-bath-1-bed-apartment/1646770519,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/83/833962f6-2036-4604-a689-2f8fe2e5bc45?rule=kijijica-200-jpg,"Hello! We are a couple in our thirties and are both teachers. We are looking to rent out our clean and spacious basement apartment (unsure of square footage). We are looking for a respectful, clean, ...","$1,500.00",City of Toronto,MacEy Avenue,10/01/2023
9,"Spacious 1Br + Den (With Door), 2 Washrooms",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-1br-den-with-door-2-washrooms/1646769313,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/13/139b8179-0b8e-4a53-9980-d757d87dbbb6?rule=kijijica-200-jpg,"Spacious 1Br + Den (With Door); 2 Bathrooms; Good Size Kitchen. Clean Unit. Excellent Amenities With 24Hr Concierge. 1 Underground Parking, Steps To TTC (McCowan & Finch), Woodside Mall With ...","$2,400.00",City of Toronto,Dufferin Street,10/01/2023
10,2+1 condo apartment for rent near Scarborough Town Centre,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-1-condo-apartment-for-rent-near-scarborough-town-centre/1646768559,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c5/c59e56db-2b83-497d-a128-f5376e09014c?rule=kijijica-200-jpg,"- 3 bedrooms (1 den as bedroom size) condo apartment - ~1100 sq ft - Includes washer, dryer, stove, refrigerator, dish washer - Hydro, heat & water included - Parking included - Walking distance to ...","$2,700.00",City of Toronto,Hunter Avenue,10/01/2023
11,1 BDRM BASEMENT -$1325,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-basement-1325/1646767660,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d9/d9606d1a-c560-4da6-9ee3-5632cdcac4dc?rule=kijijica-200-jpg,"Unit: 1 bedroom basement apartment (could also be large studio with den), ~550 sq ft. Includes parking and laundry. Great for mature students or young professionals. Location: Fernando Road, Weston ...","$1,325.00",City of Toronto,Silverthorn Avenue,10/01/2023
12,2 bedroom basement,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement/1646765956,,"Brand new , newly renovated non furnished 2 bedroom basement is available for rent as soon as possible. Utilities not included. Address is 46 O’Connor Crescent Brampton L7A 5A6 Call for more details ...",Please Contact,City of Toronto,Aileen Avenue,10/01/2023
13,Dundas and Jarvis 2 bedroom for rent $2900,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dundas-and-jarvis-2-bedroom-for-rent-2900/1646765874,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ea/ea488819-9666-438b-ac77-91a417816a1b?rule=kijijica-200-jpg,"2 Beds 1 Bath Corner Unit At Grid Condo for $2900/ month Available March 1/2023 181 Dundas St E, 43rd floor, Walking distance to Toronto Metropolitan (Ryerson) university. A Great Location For ...","$2,900.00",City of Toronto,Finch Avenue East,10/01/2023
14,1 BR+Den & 2 WR Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-den-2-wr-condo-for-rent/1646764879,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a8/a871f518-b21f-4c1b-ac14-cf9f9c5f10f5?rule=kijijica-200-jpg,"Spacious 1+1 Bedroom, 2 Wshroom Condo @ Alto At Atria. Desirable Tridel/Dorsay Master Planned Condominium Community On Sheppard Ave, East Of 404. High Quality Laminate Flooring Thru Out. Large Open ...","$2,500.00",City of Toronto,McCowan Road,10/01/2023
15,3 Bed 2 Bath w private backyard +100mbps wifi -  S Riverdale,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bed-2-bath-w-private-backyard-100mbps-wifi-s-riverdale/1643849875,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b9/b95ff619-bc5f-4c00-b0df-6138419346b7?rule=kijijica-200-jpg,"This rarely available 3 bed unit features heated floors, hardwood flrs throughout, super high ceilings, an XL kitchen with a gas stove and a walkout to your private backyard oasis. Fast/unlimited ...","$3,999.00",City of Toronto,Corporate Drive,10/01/2023
16,Queensway & Parklawn: 1 B/R  Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/queensway-parklawn:-1-b-r-apartment/1646762521,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca56b64c-d0a7-49b7-9c78-650e490a1048?rule=kijijica-200-jpg,"Queensway & Parklawn: 1 B/R unfinished apartment with a balcony. This unit is in a quiet and desirable low rise building in the heart of south Etobicoke. Close to all amenities, schools, shops, TTC, ...","$1,750.00",City of Toronto,Consilium Place,10/01/2023
