Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Renovated one bedroom 55 Eccleston Drive - ID 1176,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-55-eccleston-drive-id-1176/1646127279,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f68b286c-5c78-4c97-948e-87ca185602c1?rule=kijijica-200-jpg,"Akelius one bedroom apartment for rent. DVP and Eglinton Ave East in the North York neighborhood, Toronto. one bedroom ground floor - 1 bathroom - approximately 621 square feet - available 2023-02-01 ...","$1,900.00",City of Toronto,Eglinton Avenue East,05/01/2023
2,Renovated 1 Bedroom @ Yonge and Davisville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-yonge-and-davisville/1646179670,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99a77bf8-d8a2-418d-bc92-3f6230ef3cf0?rule=kijijica-200-jpg,"Viewings: Please call or text our Leasing Manager at 647-507-4461 Location 155 Balliol Street, Toronto, ON M4S 1C4 Yonge St. & Davisville Ave. Property Features: Indoor swimming pool Fitness room ...","$2,395.00",City of Toronto,Swift Drive,20/01/2023
3,1bdr+Den+Parking +Locker CityPlace (35 Mariner Terrace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdr-den-parking-locker-cityplace-35-mariner-terrace/1647168404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d86b8c4-9a2e-4a2a-9a67-57b0af88bc9c?rule=kijijica-200-jpg,"Gorgeous 9-ft, 665 Sqft. 1 Bedroom +Den (can be used as 2nd Bdr) with parking and locker included. Available March 1st. All Utilities Included. Open Concept Modern Kitchen With Great Cupboard Space. ...","$2,750.00",City of Toronto,Spadina Avenue,< 24 hours ago
4,1.5 Months Free! Luxury 2 Bedroom and 2 + Dens: Brand New!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-5-months-free-luxury-2-bedroom-and-2-dens:-brand-new/1632176547,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0f/0f8fbfcd-083b-4379-9adc-e37871ff419f?rule=kijijica-200-jpg,BRAND NEW LUXURY RENTAL BUILDING IN KING WEST! Renting Two Bedroom and Two Plus Den units- Move in anywhere from February to September. Size range for 2 Bedrooms are 766-1150 sq ft - some of them ...,"$3,544.00",Toronto,Bremner Boulevard,< 6 hours ago
5,Luxury short term rental 2+1 bed 2 Bath Mt Pleasant & St Clair,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-short-term-rental-2-1-bed-2-bath-mt-pleasant-st-clair/1644797009,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/232fdc73-7a20-4116-a838-33231055b1cd?rule=kijijica-200-jpg,"Short/long Term Luxury Possibly Semi Furnished Over 1500 Sqf Spacious Bright & Airy, Tall Ceilings, Hardwood And Ceramics,With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A ...","$3,990.00                                                                            $4,490.00",City of Toronto,Spadina Avenue,19/01/2023
6,"One bedroom Condo at 561 Sherbourne St. for Feb or Mar 1, 2023",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-at-561-sherbourne-st-for-feb-or-mar-1-2023/1647084988,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/59/59a3f201-3d48-451c-88a8-aefbf6fa6020?rule=kijijica-200-jpg,Hi! My brothers need someone to take over the lease for their one bedroom condo at 561 Sherbourne. We have notified and been approved by the property managers (Medallion Corporation) to assign the ...,"$2,150.00",City of Toronto,Wellington Street West,17/01/2023
7,2 bedrooms furnished+parking for  Feb/March - LONG  $2700,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-furnished-parking-for-feb-march-long-2700/1647492802,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/23f79185-b539-4ade-9be5-3a44223eca90?rule=kijijica-200-jpg,"Going abroad for a bit, subleasing the place. Bright minimalist open concept flat on 2nd floor. Quiet corner of the historical fort, FORT YORK/KING AND BATHURST, Bentway, across the lake; parks, ...",Please Contact,City of Toronto,Welland Avenue,17/01/2023
8,Beautiful 1 Bedroom + den in Mimico,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-1-bedroom-den-in-mimico/1634220400,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/92/92fb237d-9b74-46d0-909e-2627638a7d8b?rule=kijijica-200-jpg,Beautiful Beyond The Sea Star Tower 2230 Lakeshore Blvd West Main Intersection: Lakeshore Blvd & Parklawn Beautiful 1 Bedroom + Den unit available at a prime location packed with multiple nearby ...,"$2,350.00",City of Toronto,Rose Park Drive,17/01/2023
9,York University students welcome!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/york-university-students-welcome/1647489112,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/91/91813c61-cde4-4990-b7ba-75d24f1fd443?rule=kijijica-200-jpg,"Nicely, renovated 1400sqf. Big 3 bedrooms and 1 full bathroom detached house. Only Main floor and second floor for rent. Moving in ready May 1, 2023 Quite, private neighborhood with tree line. Nice ...","$3,500.00",City of Toronto,Isabella Street,17/01/2023
10,1 Bed 1 Bath Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-apartment-for-rent/1647486828,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f0/f09a4bb4-f82f-44f3-b18b-38a91e80ce23?rule=kijijica-200-jpg,"- 1 bed 1 bath condo located in Riverside, Toronto. - NEW building with rooftop pool with a great city view. - 1 parking spot included to August 2023. - Wifi included, Hydro extra. - Feb 1, 2023 ...","$2,300.00",City of Toronto,Sherbourne Street,17/01/2023
11,Bachelor with large balcony downtown ossington/Dundas w,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-with-large-balcony-downtown-ossington-dundas-w/1647486702,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/77e619ff-51ae-4924-9e6e-c3cd6dd5aa1d?rule=kijijica-200-jpg,"Bachelor with large balcony for rent, house located little Portugal close to Bellwood trinity park, good area and convenient location, there are two public transportation line nearby, lots stores ...","$1,480.00",City of Toronto,Fort York Boulevard,17/01/2023
