Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand New 2 Bedroom 2 Bathroom Condo in E2 Yonge & Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-2-bathroom-condo-in-e2-yonge-eglinton/1647044840,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bc1d6af-7181-4b70-8656-cfa2e5d54640?rule=kijijica-200-jpg,"Be the first to live in suite 4006 at E2 Condos. This brand new 2 bedroom 2 bathroom suite towers over Yonge and Eglinton, with breathtaking views of the city. The suite includes 2 bedrooms, 2 full ...","$2,795.00",City of Toronto,Yonge Street,21/01/2023
2,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Roehampton Avenue,02/01/2023
3,Luxury sun-filled 1325 sqft 2 + 1 bed/2bath ground floor condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-sun-filled-1325-sqft-2-1-bed-2bath-ground-floor-condo/1645679655,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c6/c62c21b9-f28e-4632-8c98-310f4c0a4deb?rule=kijijica-200-jpg,"Luxurious Barclay Terrace. Spacious, sun-filled, ground-floor 2 bed plus den, 2 bath corner suite available December 30, 2022. Approx 1325 sq ft overlooking courtyard w tree views and easy access - ...","$3,400.00",City of Toronto,Fallingbrook Road,< 17 hours ago
4,apartment rentals,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-rentals/1647762654,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bd2c6198-d71f-41f8-bdb6-75b0f347e5d4?rule=kijijica-200-jpg,"balcony, large open-concept Living, Dining Room and Kitchen, 1 bedroom starting from $1,600.00, new fridge and stove, new windows and balcony door, one parking space included; quiet family building, ...","$1,600.00",City of Toronto,Fallingbrook Crescent,Yesterday
5,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Dundas Street West,05/01/2023
6,1 BEDROOM APARTMENT AVAILABLE - 1 & 8 Mallory Gardens,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-available-1-8-mallory-gardens/1643370155,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c4/c4dd29e4-79e9-433b-9e6e-b97b1feea6f2?rule=kijijica-200-jpg,"1 & 8 Mallory Gardens (West side of Yonge Street, Just North of St. Clair) APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 1 BEDROOM: $2,100 - 2,300 Live in midtown Toronto, in a perfect location, ...",Please Contact,City of Toronto,Burnhamthorpe Crescent,16/01/2023
7,Apartments Available - 77 Erskine - YONGE & EGLINTON,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartments-available-77-erskine-yonge-eglinton/1642431587,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e59a139a-aff9-44d0-a192-edcaaf705ecc?rule=kijijica-200-jpg,"Welcome to 77 Erskine! APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: BACHELOR: $1,750 - 1,950 1 BEDROOM: $2,000 - 2,200 2 BEDROOM: $2,400 - 2,600 This prime midtown Toronto location is two ...",Please Contact,City of Toronto,Jane Street,16/01/2023
8,5 Glamorgan Apartments for Rent - 401 & KENNEDY,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/5-glamorgan-apartments-for-rent-401-kennedy/1581325636,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/30/3051629d-7408-49a1-bd1e-132f7233ce05?rule=kijijica-200-jpg,"APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 1 BEDROOM: $1,800-2,000 2 BEDROOM: $2,200-2,400 Welcome to 5 Glamorgan! This Scarborough location is on West side of Kennedy Road, south of Highway ...",Please Contact,City of Toronto,William Cragg Drive,16/01/2023
9,414 Jarvis St - APARTMENTS FOR RENT - Yonge & Wellesley,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/414-jarvis-st-apartments-for-rent-yonge-wellesley/1581819638,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a9/a93245a4-1d54-451f-aa37-cba5144e883f?rule=kijijica-200-jpg,"APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: BACHELOR: $1,800 - 2,000 1 BEDROOM: $2,100 - 2,300 2 BEDROOM: $2,500 - 2,700 Welcome to 414 Jarvis! This downtown Toronto location is within walking ...",Please Contact,City of Toronto,Dundalk Drive,16/01/2023
10,"2895 Bathurst St, Toronto -  Apartments for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2895-bathurst-st-toronto-apartments-for-rent/1629428390,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e58d401f-bc6e-47ad-b46b-115d260461a6?rule=kijijica-200-jpg,"Welcome to 2895 Bathurst! APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 1 BEDROOM: $2,300 2 BEDROOM: $2,600 This midtown Toronto location is just south of highway 401, located south of Bathurst ...","$2,600.00",Toronto,Glamorgan Avenue,16/01/2023
11,2515 Eglinton Avenue West - APARTMENTS AVAILABLE FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2515-eglinton-avenue-west-apartments-available-for-rent/1646287648,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/41/41f6d000-1440-461b-92f0-7d351072a469?rule=kijijica-200-jpg,"2507 & 2515 Eglinton Avenue West(On Eglinton, between Dufferin Street and Keele Street) APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: BACHELOR: $1,550-1,750 1 BEDROOM STARTING AT: $1,750-1,950 ...","$1,550.00",City of Toronto,Jarvis Street,16/01/2023
12,"221 - 227 Sterling Road, Toronto - Commercial Loft Space",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/221-227-sterling-road-toronto-commercial-loft-space/1627040347,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ed/ed6b3697-e4d8-48b4-9b83-fe350372e07a?rule=kijijica-200-jpg,"Units Available with immediate availability: Lofts and Studio Space Unit Sizes: 650-850 sq. ft. - Prices: $2,400 - $2,600 Welcome to 221 227 Sterling Road! Located just south of Bloor Street West ...",Please Contact,City of Toronto,Maitland Street,16/01/2023
13,APARTMENTS AVAILABLE- 165 Cosburn Ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartments-available-165-cosburn-ave/1635719470,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1a/1a731cc5-d6af-4f29-bf96-36694ad2b793?rule=kijijica-200-jpg,"APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: BACHELOR: $1,550-1,750 1 BEDROOM - $1,700-1,800 2 BEDROOM - $2,200-2,400 165 Cosburn Avenue (South side of Cosburn Avenue, between Pape Avenue & ...","$1,700.00",City of Toronto,Eglinton Avenue West,16/01/2023
14,1524 Lawrence Ave W - APARTMENTS AVAILABLE FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1524-lawrence-ave-w-apartments-available-for-rent/1646068823,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/21a98a0a-9c5b-45cd-bd90-f5e4020d0062?rule=kijijica-200-jpg,"1524 Lawrence Avenue West APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 2 BEDROOM: $2,200-2,400 (South of Highway 401, located one block west of Keele Street, and opposite the Amesbury Park, on ...","$2,200.00",City of Toronto,Kane Avenue,16/01/2023
15,1407 - 1401 Dupont Street -Bachelor Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1407-1401-dupont-street-bachelor-apartment/1505841953,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/44/448274b9-1c0e-4714-89d4-ff6ffc70fc17?rule=kijijica-200-jpg,"GET ONE MONTH FREE ON A 13-MONTH LEASE APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: Bachelor: $1,650-1,850 1 Bedroom: $1,900-2,100 2 Bedroom: $2,350-2,550 Welcome to 1407/1401 Dupont! This ...",Please Contact,City of Toronto,Bloor Street West,16/01/2023
16,1233 Yonge Street - Student Housing,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1233-yonge-street-student-housing/1625718164,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9d990589-013d-45c9-9263-1d63e7a28b21?rule=kijijica-200-jpg,"Welcome to 1233 Yonge Street! APARTMENTS AVAILABLE FOR RENT, PRICES STARTING AT: 1 BEDROOM - $2,100-2,300 2 BEDROOM - $2,550-2,750 Steps away from St.Clair East and Summerhill subway station. ...",Please Contact,City of Toronto,Ruttan Street,16/01/2023
17,Gorgeous 3 Bed 1 Bath Apartment For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-3-bed-1-bath-apartment-for-rent/1643380088,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6d/6d36d1ae-0ba6-4f9b-bbc5-561efd30c77d?rule=kijijica-200-jpg,"Huge, bright 3 bedroom apartment for rent, main level of the house only, in a quiet family friendly neighborhood. Great location: 2 mins to grocery, 5 mins to hospital. TTC access right outside. All ...","$2,700.00",City of Toronto,Cosburn Avenue,16/01/2023
18,"2 Bedroom, 2 Bathrooms condo for rent in downtown Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bathrooms-condo-for-rent-in-downtown-toronto/1647328075,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4e/4ea00ea9-a63b-436d-9d6c-db81c9de9af7?rule=kijijica-200-jpg,"2 Bedroom, 2 Bathrooms condo of rent in downtown Toronto","$3,200.00",City of Toronto,Todmorden Lane,16/01/2023
19,Cozy 3 bedroom apartment near Ossington Subway,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/cozy-3-bedroom-apartment-near-ossington-subway/1647327906,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/50/503ae9bb-609d-4cd1-be78-7270593f9e18?rule=kijijica-200-jpg,"Cozy and bright 3 bedroom apartment conveniently located at Bloor and Ossington, this lovely apartment is close to shops and restaurants. Ossington Station is just across the street. (Unit available ...","$2,950.00",City of Toronto,Lawrence Avenue West,16/01/2023
20,Bright & Large 1+Den with Parking at Bisha Residence,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-large-1-den-with-parking-at-bisha-residence/1647326291,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0a/0af2b20e-8f9c-47ea-bfdb-2c225f911010?rule=kijijica-200-jpg,"The Largest & The Best Floor Plan 1+1 Bed/1 Bath At The Most Desirable Address In Entertainment District, Bisha Hotel And Residences. The Builder's Model Suite With 745sqft Outdoor/Indoor Living ...","$3,200.00",City of Toronto,Pimlico Road,16/01/2023
21,"1 br + den luxury condo,   downtown,  Carlton and church",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-den-luxury-condo-downtown-carlton-and-church/1647324573,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/48/4836c7ca-5f3e-4971-a568-d8a7dfcc37c9?rule=kijijica-200-jpg,"1 bedroom + large den condo, high floor, at church and Carlton, lake view, 1 full bathroom, about 600 sqf. The den has a door, so it functions as the second bedroom, perfect even for sharing. Heat ...","$2,500.00",City of Toronto,Dupont Street,16/01/2023
22,17 Rebecca Street | Trinity Bellwoods | Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/17-rebecca-street-trinity-bellwoods-toronto/1647324102,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6f/6fec22e1-6e32-4964-96a3-37bb11948ccb?rule=kijijica-200-jpg,"TOWNHOUSE OFFERED FOR LEASE Welcome To This Fully Renovated, Elegant, Yet Modern Queen West Home, In The Heart Of Trinity Bellwoods! This Bright 2-Bedroom Home Offers Spacious Bedrooms, An Open ...","$3,995.00",City of Toronto,Lansdowne Avenue,16/01/2023
23,Master bedroom for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/master-bedroom-for-rent/1647324129,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c0/c0a58501-7175-4277-8130-0ec86a3227bf?rule=kijijica-200-jpg,Looking for working lady,Please Contact,Scarborough,Yonge Street,16/01/2023
