Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Brockley Drive,05/01/2023
2,3 Bedroom - 5 Brockley,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-5-brockley/1646734644,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8a1f20fc-72fd-4e68-bdcf-a6d805a96d5b?rule=kijijica-200-jpg,"The building is situated one block east of Midland Avenue and one block north of Lawrence Avenue East on a quiet street! Three-Bedroom available Now Monthly rent from $2,985 plus electricity Parking ...","$2,985.00",City of Toronto,Archibald Mews,< 24 hours ago
3,Large Renovated 1 Bedroom with Balcony,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-with-balcony/1624777015,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/15e07281-c0e8-48b7-90d0-b3da5f7391bf?rule=kijijica-200-jpg,"Viewings Please call 647-694-2142 Walk in hours: Monday-Friday, 9am-5pm Weekends 12pm-5pm Location 22 Close Avenue King St. & Jameson Ave. Suite Features: 680 sq.ft. Walking distance to the lake ...","$2,100.00",City of Toronto,Jameson Avenue,20/01/2023
4,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,Springhurst Avenue,< 24 hours ago
5,2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdm-for-rent-in-midtown-toronto-yonge-and-st-claire-ave-w/1639867929,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/3444993d-2153-413b-9556-38f4f2e8ea1a?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,400.00",City of Toronto,Sheppard Avenue East,06/01/2023
6,Beautiful Luxury 2 Bed + Den Condo For Lease,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-luxury-2-bed-den-condo-for-lease/1646678452,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/98bc0f00-0d37-4d12-b571-6a34e9fdf8fa?rule=kijijica-200-jpg,Luxury Two Bed Plus Den Condo Unit Available Located Downtown Close To Queens Quay And Merchants Wharf.,"$4,500.00",City of Toronto,Amethyst Road,10/01/2023
7,Rental House - Entire 4+1 Semi (Don Mills/Steeles) North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rental-house-entire-4-1-semi-don-mills-steeles-north-york/1646677357,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/09/092fb0f2-b017-42a4-ac54-dabb3ee6c977?rule=kijijica-200-jpg,"An amazing 4-bedroom Semi-detached in the prime North York area, Hillcrest Village Community, new Engineering hardwood in family room and walk out open kitchen, dining overlooking the backyard. ...","$3,500.00",City of Toronto,Parliament Street,10/01/2023
8,Cost basement apartment for rent from Feb 1,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/cost-basement-apartment-for-rent-from-feb-1/1646677200,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/aa/aa651108-97ec-45fd-b0a8-fbaa28ae15ba?rule=kijijica-200-jpg,"Cosy basement apartment for rent from 1st Feb. Located in the heart of Scarborough- Cliffside. Close to the Bluffs beach and shopping amenities - Shoppers, Dollarama, No Frills, restaurants, public ...","$2,000.00",City of Toronto,Queens Quay East,10/01/2023
9,Newly renovated semi detached 3 bedroom home in North Leaside,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-semi-detached-3-bedroom-home-in-north-leaside/1640672432,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/31/31a3d472-7304-4410-96a8-d1e3b2c8798f?rule=kijijica-200-jpg,"* New oak hardwood floor throughout * New modern appliances, washer & dryer combo on 2nd floor * Mobile app controlled dimmable pot lights * Spacious detached single car garage + 1 outdoor parking, 2 ...","$3,600.00",City of Toronto,McNicoll Avenue,09/01/2023
10,Luxury 1bed condo In Prestigious Bayview Village,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1bed-condo-in-prestigious-bayview-village/1646676153,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/af/afd3b41a-7611-473d-9f58-93a4d90f21e9?rule=kijijica-200-jpg,"Bright, Large Spacious 1 Bedroom Unit with A Premium Xl Parking Spot and Locker. Open Concept Floor Plan with Large Windows and Walkout Balcony with Great Views of Downtown Toronto. Plenty Of Space ...","$2,550.00",City of Toronto,Zircon Court,09/01/2023
11,Bachelor Apartment In Long Branch,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-in-long-branch/1646674612,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ec/ece2b553-cc89-44e9-916b-b4351d4a73c4?rule=kijijica-200-jpg,"Bachelor Apartment Available In Trendy Long Branch Steps To Public Transportation, Humber College, Restaurants, Parks And Lake. ***CREDIT CHECK AND WORK REFERENCES REQUIRED*** ***PLEASE CALL BILL AT ...",$850.00,City of Toronto,Highview Avenue,09/01/2023
12,Live and Work Unit on Yonge and Grenville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/live-and-work-unit-on-yonge-and-grenville/1646673687,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d3/d338c965-dc18-46c7-b7a7-1201ac8aa47b?rule=kijijica-200-jpg,"Great Location, Brand New """"Sky High"""" At 7 Grenville Suite With Breath Taking Unblocked View, 10 Ft Ceiling. Unique Live And Work Unit. Floor Plan Attached There Are 2 Separate Units That Are ...","$3,999.00",City of Toronto,South Edgely Avenue,09/01/2023
13,A Live and Work Condo  connected together in the heart of TO,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-live-and-work-condo-connected-together-in-the-heart-of-to/1646673384,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cf/cf4a8c03-e4c2-480a-b038-0b08f2702407?rule=kijijica-200-jpg,"Great Location, Brand New """"Sky High"""" At 7 Grenville Suite With Breath Taking Unblocked View, 10 Ft Ceiling. Unique Live And Work Unit. Floor Plan Attached There Are 2 Separate Units That Are ...","$3,999.00",City of Toronto,Brentcliffe Road,09/01/2023
14,2 bedroom 2 Washroom for rent- Brand new building,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-washroom-for-rent-brand-new-building/1646672236,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a4/a4c85705-789e-4613-9a75-5383e0290743?rule=kijijica-200-jpg,"Brand New 2 Bedroom 2 Washroom Condo Located At 357 King West By Great Gulf! This Suite Boasts Beautiful Finishing, Ample Closet Size, Full Size Samsung Appliances And Tasteful Design Aesthetics. ...","$3,500.00",City of Toronto,Donlea Drive,09/01/2023
15,NEWLY RENOVATED- 2 BEDROOM UNIT- QUEENSWAY & PARKLAWN!!!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-unit-queensway-parklawn/1646669860,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/96/96226af9-b61b-41c5-8927-05819821919b?rule=kijijica-200-jpg,"Luxurious and spacious 2-bedroom unit on the top floor of a sixplex building!!! Prime location in the Humber Bay community near High Park!!! Light, bright and spacious, top floor open-concept ...","$2,600.00",City of Toronto,Sheppard Avenue East,09/01/2023
16,"House for Rent, Main Floor at Markham Road @ Painted Post Dr",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-main-floor-at-markham-road-painted-post-dr/1646667812,,"Available from Feb 1st For Professional or family or couple Vegetarian, SMS at 647 239 8413 with you information Thank You JSN",Please Contact,City of Toronto,Barberry Place,09/01/2023
17,A BEAUTIFUL CONDO FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-beautiful-condo-for-rent/1646558774,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f1/f1fe194b-5b21-487d-b849-d2c3a6038723?rule=kijijica-200-jpg,"A beautiful newly built condominium for rent @ Warden & Finch. 2 Bed & 2 Bath. Available from February, 25, 2023. Master with 4-Pc bath. Very close to Seneca College: 7 minute drive or 15 minute bus ...","$2,800.00",City of Toronto,Lake Shore Boulevard West,09/01/2023
18,1 Bedroom Apartment - Davenport/Symington,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-davenport-symington/1646667016,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/71/71ddbc68-5054-4479-b762-fbcd70b474a1?rule=kijijica-200-jpg,"Renovated main floor suite. New wood floors and high ceilings, open concept large living/dinning room with full kitchen and large bedroom. Front porch to sit outside on or enjoy a cozy backyard. ...","$2,100.00",City of Toronto,28th Street,09/01/2023
19,"SUPERB VEGETARIAN INTERNATIONAL STDs, PR REST, FULL TIMERS",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/superb-vegetarian-international-stds-pr-rest-full-timers/1646666118,,"East indian family, has accomodation for punjabi vegetarian girls, shared accomodation, 2 full wash rooms and extra shower, big open porch, ceramic tile floors, 3-4 mins to morning side centennial ...",$450.00,City of Toronto,Yonge Street,09/01/2023
