Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1BR & 2BR Brand new Condo units at Eglinton Ave E & Bayview !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-eglinton-ave-e-bayview/1645424055,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6e/6e27f3a0-62f8-4ae8-90d7-6cdb54af00e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Eglinton Ave E & Bayview Ave available immediately !! Steps to Eglinton TTC Subway Station, Sunnybrook Health Centre, Costco, ...","$2,250.00",City of Toronto,Brentcliffe Road,14/01/2023
2,3 BEDROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-for-rent/1648044839,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bfbee63a-cac1-4551-bd0b-cd90a687c4f1?rule=kijijica-200-jpg,3 BEDROOM RECENTLY RENOVATED CLEAN QUITE BUILDING. We would need employment letter credit check and governmental documents. Viewing has to be arrange with appointment minimum of 48 hours.,"$2,750.00",City of Toronto,Vanderhoof Avenue,22/01/2023
3,Large 1+Den Steps from Union Station for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-den-steps-from-union-station-for-rent/1645378326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/949e285a-1706-4e57-8da2-7b845d879755?rule=kijijica-200-jpg,"Spacious Unit, Amazing Location! 1 Min To Path, 5 Mins To Waterfront/Cn Tower/Scotiabank Arena/Longo's, Steps To Union Station/Bay St. Huge Balcony (114Sqft) Is A Great Patio In Summer With A Bit Of ...","$2,600.00",City of Toronto,Bloor Street West,28/12/2022
4,Downtown 1 Bedroom Apartment for Rent - 155 Wellesley Street Eas,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-155-wellesley-street-eas/1643994286,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/40/4042e568-470e-4ba6-8e77-03a76755e10f?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now!437-218-5969Virtual Open House: View our units by ...","$2,188.00",City of Toronto,St Clarens Avenue,< 24 hours ago
5,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,Lower Simcoe Street,< 24 hours ago
6,2 bedroom apartment - Whites/Finch -Pickering,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-whites-finch-pickering/1646120118,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/83/8387c479-499a-4369-8749-70a510f4f220?rule=kijijica-200-jpg,"New, professionally finished 2 bedroom, 1 bathroom basement apartment in a great Pickering neighbourhood. Lease start: Feb 2023. *If this ad is posted, then the apartment is still available* Other ...","$1,800.00",City of Toronto,Grand Trunk Crescent,04/01/2023
7,studio unit in central downtown near Kensington market,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-unit-in-central-downtown-near-kensington-market/1643190737,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/5928afec-41c6-4c53-8726-611cd4fcf061?rule=kijijica-200-jpg,"three unit available in the building, 1. studio, $1099 for 8 month term, 1399 for 4 month term 2. small 2 bedroom unit located in central toronto, 5 mins walk to U of T, 4 months term lease $1699, ...","$1,099.00",City of Toronto,Sheppard Avenue East,04/01/2023
8,Downtown Brand New 1 Bdr Condo(Close to Union Station and Lake),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-brand-new-1-bdr-condo-close-to-union-station-and-lake/1646115344,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6a/6a7fb89f-b42f-4b0d-a9db-9fc11251dfa7?rule=kijijica-200-jpg,"Brand New Luxury Condo One Yonge, One Of The Most Prime Location. 1 Bedroom and 1 washroom with large Balcony, 9 Ft. Ceilings, Very Bright With breathtaking views. 24 Hr. Concierge. Close to All ...","$2,480.00",City of Toronto,Amethyst Road,04/01/2023
9,Downtown Condo 1 bed plus den,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-condo-1-bed-plus-den/1646114825,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9d/9dddcfb8-e068-4773-9538-96990280ffbb?rule=kijijica-200-jpg,"250 Wellington Street W 1 bedroom plus den 1 parking spot 1 locker Balcony All utilities included In-suite laundry Move-in ready Steps from Restaurants, Bars, TTC, CN Tower, Roger's Centre","$2,300.00",City of Toronto,Glenanna Road,04/01/2023
10,Two bed two full bath condo for rent at Warden subway station,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bed-two-full-bath-condo-for-rent-at-warden-subway-station/1646113738,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c3f5917-3f57-4cbe-a383-bfa098447116?rule=kijijica-200-jpg,"Low-Rise Well Maintain Building. Offering A Spacious Bright Bedroom And 2 Full Washroom in a Split- Layout condo. Fully Renovated Kitchen, Large Size Windows and Granite Counter Top. Lots of Visitor ...","$2,600.00",City of Toronto,Storrington Street,04/01/2023
