Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bed 2 Bath + Den lakeview condo for monthly rental,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-den-lakeview-condo-for-monthly-rental/1648005161,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a23cde77-fa86-4139-a828-c987d41e3a4d?rule=kijijica-200-jpg,"This spacious, bright lakeside unit with 2 bedrooms and 2 bathrooms has nearly 900 sqft total space. There is an unobstructed view of the lake and Humber Bay Park. The unit is conveniently located ...",Please Contact,City of Toronto,Park Lawn Road,22/01/2023
2,3 Bedroom - 5 Brockley,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-5-brockley/1646734644,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8a1f20fc-72fd-4e68-bdcf-a6d805a96d5b?rule=kijijica-200-jpg,"The building is situated one block east of Midland Avenue and one block north of Lawrence Avenue East on a quiet street! Three-Bedroom available Now Monthly rent from $2,985 plus electricity Parking ...","$2,985.00",City of Toronto,Lake Shore Boulevard West,< 24 hours ago
3,"renovated one bedroom, Broadview and Cosburn - ID 2550",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-2550/1647637338,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/772e3aa2-bcb9-4b5a-966b-b2d1f05c0fdd?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Brockley Drive,19/01/2023
4,"Tichester Park Manors - 1 Bedroom, 1 Bathroom Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tichester-park-manors-1-bedroom-1-bathroom-apartment-for-rent/1647498569,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9b/9b709e33-6771-49e2-a598-b2d2e279153a?rule=kijijica-200-jpg,These charming low-rises are located in the highly desirable Forest Hills neighbourhood of Toronto. This area is ideal for families as there are a number of elementary and high schools located in the ...,"$2,079.00",City of Toronto,Archibald Mews,17/01/2023
5,1BR & 2BR Brand New Condo units at LakeShore & Windermere Ave !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-lakeshore-windermere-ave/1633811860,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/10/103eff49-7b09-4182-8699-dae3cd50d8e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease brand new Condo units at LakeShore Blvd W & Windermere Ave available immediately !! Steps to Harbourfront, Ontario Place, CNE, High Park, Major ...","$2,450.00",City of Toronto,Bathurst Street,17/01/2023
6,RentPrimo - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rentprimo-1-bedroom-apartment-for-rent/1637658116,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0a/0accd31f-60aa-44bb-834b-bd887e31fcd5?rule=kijijica-200-jpg,"Building Information Primo Tower is one of the few rental communities in the city to offer the same high quality amenities that you'd expect to find in a luxury residence. Offering one, two and three ...","$1,900.00",City of Toronto,Tichester Road,20/01/2023
7,For Lease,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease/1647800425,,35 Tubman Ave 1 bedroom 1 bathrooms 2400/ month,"$2,400.00",City of Toronto,Lake Shore Boulevard West,20/01/2023
8,"Daniels Gateway, One Cole - Regent Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/daniels-gateway-one-cole-regent-apartment-for-rent/1647796150,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4c/4c19913f-1fea-4f35-9f7a-bb1ff07a38bc?rule=kijijica-200-jpg,"Situated at the northeast corner of Dundas and Parliament in the heart of Toronto’s Downtown East, OneCole Condominiums is rich with amenities. OneCole residents will have the streetcar right outside ...","$2,999.00",City of Toronto,Windermere Avenue,20/01/2023
9,NEW | Upgraded Bachelor Suite  - Liberty Village | Call Today!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-upgraded-bachelor-suite-liberty-village-call-today/1647794900,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b0/b01aa12c-0d92-49b6-a1f8-d81e2d685fdb?rule=kijijica-200-jpg,"During these difficult times, rest assured that our leasing teams across the country are still available to help you with your search for a new home. While we are working remotely, we have all the ...","$1,679.00",City of Toronto,Weston Road,20/01/2023
10,1 Bedroom available March 1st fully renovation at Branson Tower,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-march-1st-fully-renovation-at-branson-tower/1647799861,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/76/762488db-fe9f-4e48-ad15-aa0f621f9aea?rule=kijijica-200-jpg,"Bright and spacious fully renovated 1bedroom + 1 bathroom for rent at 3 Goldfinch Court Branson Tower $1850/month.. Amenities at this property include balconies, elevators, laundry facilities and ...","$1,850.00",City of Toronto,Lanyard Road,20/01/2023
