Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,Jameson Avenue,20/01/2023
2,"1,438 Sq Ft Light-Filled SW Corner Unit – Broadview Lofts",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-438-sq-ft-light-filled-sw-corner-unit-broadview-lofts/1641368966,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ee/ee1dba44-5aec-4a81-a137-47bfe060c6de?rule=kijijica-200-jpg,"Live in a vastly proportioned, hard loft conversion in the award-winning Broadview Lofts. Light-filled SW corner unit with 1,438 square feet of flexible, open concept space, easily accommodating a ...","$4,200.00",Toronto,Springhurst Avenue,22/01/2023
3,*Newly Renovated* 2-Bedroom - 2350 Birchmount Rd,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-2350-birchmount-rd/1640278486,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/72/72ca79a8-3db7-477c-b8bd-1d25366742db?rule=kijijica-200-jpg,"Quick access to both the 401 and the Don Valley Parkway! Public transportation is accessible at the front of the building! Two-Bedroom available March Monthly rent from $2,570 plus electricity ...","$2,570.00",City of Toronto,Eastern Avenue Diversion,< 24 hours ago
4,Mid-Town Toronto 1 Bedroom Rental!  Davisville & Mt. Pleasant,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mid-town-toronto-1-bedroom-rental-davisville-mt-pleasant/1646012473,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/24/24eba7bc-c5f4-4dfe-9845-ba0b860524c8?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,000.00",City of Toronto,Broadview Avenue,04/01/2023
5,"The Seabreeze - 2 Bedroom, 1 Bathroom Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-seabreeze-2-bedroom-1-bathroom-apartment-for-rent/1647500416,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/2664bce2-b85c-443f-9ac8-2817c93e79cc?rule=kijijica-200-jpg,"At The Surfside, choose an incredible bachelor, one or two bedroom suite, with unbeatable views and location. Renting at King ad Dufferin puts you in one of Toronto's most desirable communities, ...","$2,349.00",City of Toronto,Sheppard Avenue East,17/01/2023
6,Downtown Toronto Annex area one bed room apartment for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-annex-area-one-bed-room-apartment-for-rent/1628670850,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2e/2e061045-e154-4961-83d6-9814806424a7?rule=kijijica-200-jpg,"- 1 bedroom - Full kitchen - 1 full bathroom - Hardwood floors - Stacked washer / dryer included - Video camera surveillance - Annex area - Walking distance to many amenities; grocery, restaurants, ...","$2,400.00",City of Toronto,Amethyst Road,17/12/2022
7,Basement rental 2 bedrooms-TORONTO-NORTH YORK,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-rental-2-bedrooms-toronto-north-york/1644465731,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ab/abad5c68-e077-4442-acd1-7079814c25fb?rule=kijijica-200-jpg,"Fully furnished basement apartment 2 bed room 1 bathroom 2 minutes walk to Yonge Street and the Persian Plaza (super Khorak) Walking TTC access Long term or short-term rental Non-smoker, no pets ...","$1,850.00",City of Toronto,Yore Road,17/12/2022
8,Buy Home with Zero Down or Rent To Own Program,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-home-with-zero-down-or-rent-to-own-program/1644464026,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/58/58d34589-bf8e-43f9-b537-49fa8f1dea3e?rule=kijijica-200-jpg,****Buy Any house with Zero Down or Rent-To-Own Program or 5% or 10% down payment based on your qualifications For Buyers - Buy Home with Zero Down Payment Program - RENT-TO-OWN Program* - Buy Home ...,"$2,700.00",City of Toronto,Trethewey Drive,17/12/2022
9,1 bedroom - no balcony - January 15th Availability!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-no-balcony-january-15th-availability/1644457245,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/44/441c7adb-348f-4d75-8a13-eeefaeeec959?rule=kijijica-200-jpg,"This unit was fully renovated in 2021 No balcony Pet friendly $1775 plus hydro large size bedroom comes with dishwasher, stainless steel fridge and stove","$1,775.00",City of Toronto,Yonge Street,17/12/2022
10,Shared room for 2- available immediately- Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shared-room-for-2-available-immediately-scarborough/1644456580,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fa/fa08fcec-2b4f-449e-9624-b94519c6b390?rule=kijijica-200-jpg,"Bright and spacious large room available for 2 people in a basement. Newly renovated, brand new room and new washroom. 3 windows in room. Close to Centennial Morningside Campus, Centennial Progress ...",Please Contact,City of Toronto,Patricia Avenue,17/12/2022
