Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bed 2 Bath + Den lakeview condo for monthly rental,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-den-lakeview-condo-for-monthly-rental/1648005161,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a23cde77-fa86-4139-a828-c987d41e3a4d?rule=kijijica-200-jpg,"This spacious, bright lakeside unit with 2 bedrooms and 2 bathrooms has nearly 900 sqft total space. There is an unobstructed view of the lake and Humber Bay Park. The unit is conveniently located ...",Please Contact,City of Toronto,Park Lawn Road,22/01/2023
2,"Bachelor Apartment for Rent - 80 Wellesley Street, East",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-80-wellesley-street-east/1645200558,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f82b724a-578a-4a9f-8e73-2a6721c05260?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$1,965.00",City of Toronto,Lake Shore Boulevard West,< 24 hours ago
3,Large 1+Den Steps from Union Station for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-den-steps-from-union-station-for-rent/1645378326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/949e285a-1706-4e57-8da2-7b845d879755?rule=kijijica-200-jpg,"Spacious Unit, Amazing Location! 1 Min To Path, 5 Mins To Waterfront/Cn Tower/Scotiabank Arena/Longo's, Steps To Union Station/Bay St. Huge Balcony (114Sqft) Is A Great Patio In Summer With A Bit Of ...","$2,600.00",City of Toronto,Church Street,28/12/2022
4,1 Bedroom Apartment - | Call now,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-call-now/1647495576,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/2626133f-43ac-4c5b-99cd-d6a2289505ff?rule=kijijica-200-jpg,"Contact Hazelview Properties today!Need easy access to life's necessities while enjoying a relaxed living environment? From schools, shopping and sporting facilities to transit options like the Allen ...","$2,099.00",Toronto,Wellesley Street East,< 26 minutes ago
5,Downtown 1 Bedroom Apartment for Rent - 15 Dundonald Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-15-dundonald-street/1639868866,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/21a048db-b5dd-40bb-b480-34af0b5c6d5b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: (647) 492-7020Virtual Open House: View our units by ...","$2,370.00",City of Toronto,Lower Simcoe Street,< 24 hours ago
6,Downtown Studio Available | Fully Furnished,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-studio-available-fully-furnished/1646831786,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/de/de19f823-df65-495e-89f2-5e6d2da3209d?rule=kijijica-200-jpg,"Professionally managed, fully furnished apartments in the heart of downtown Toronto starting at $1195/month (all inclusive). Enjoy your own expertly designed studio apartment at an unbeatable rate ...","$1,195.00",City of Toronto,Grand Trunk Crescent,11/01/2023
7,4 Bed room Basement Apartment with Separate Entrance,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/4-bed-room-basement-apartment-with-separate-entrance/1646803719,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c6/c603a316-90bb-4490-b292-8cb925f7db0e?rule=kijijica-200-jpg,"Separate Entrance TTC Walking distance, Seneca College Near by","$3,200.00",City of Toronto,Dufferin Street,11/01/2023
8,All Inclusive 2+1 Bed Basement Apartment for Rent in Markham,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/all-inclusive-2-1-bed-basement-apartment-for-rent-in-markham/1646829486,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0e/0e3da8f4-d984-4b0a-ab8d-b52a703c8953?rule=kijijica-200-jpg,"Beautiful 2+1 bed basement apartment for rent starting Feb 1st. Looking for a couple or small family with good credit and income. Located across from a quiet park, public school and a catholic ...","$2,050.00",City of Toronto,Rowan Avenue,11/01/2023
9,CONDO IN ETOBICOKE FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-in-etobicoke-for-rent/1643926671,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e3/e3563544-2d6d-413d-ad8d-97d587f01c18?rule=kijijica-200-jpg,"Hello, Im renting my brand new absolutely beautiful condo in Etobicoke. It is brand new, never lived in , recently built. Available immediately. Please see below for bonus offer. 251 Manitoba St. 1 ...","$2,300.00",City of Toronto,Parliament Street,11/01/2023
10,Basement for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent/1646828769,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bb/bbc87bbd-7e8e-4d22-9122-9370a46ed8e3?rule=kijijica-200-jpg,"Newly built with all new appliances with laundry access. To view unit, please message or call 416-727-7359 9 ft ceilings 2 bedrooms 1 washroom Lots of closet space and storage Brand new appliances ...","$2,500.00",City of Toronto,Spruce Street,11/01/2023
