Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Scarborough1 Bedroom Apartment for Rent - 35 Greenbrae Circuit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough1-bedroom-apartment-for-rent-35-greenbrae-circuit/1596795032,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c0/c09ae1e8-d76c-44ca-8d20-4996155908c6?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 261-9483Virtual Open House: View our units by clicking ...","$2,228.00",City of Toronto,Lawrence Avenue East,< 4 hours ago
2,Mid-Town Toronto 1 Bedroom Rental!  Davisville & Mt. Pleasant,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mid-town-toronto-1-bedroom-rental-davisville-mt-pleasant/1646012473,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/24/24eba7bc-c5f4-4dfe-9845-ba0b860524c8?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,000.00",City of Toronto,Greencedar Circuit,04/01/2023
3,2 Bedroom - 80 Forest Manor Road - Close to Seneca!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-80-forest-manor-road-close-to-seneca/1647092667,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65e22961-7fca-4a9d-9542-2b2ea870af20?rule=kijijica-200-jpg,"Excellent access to the DVP and 401, combined with the convenience of being directly across the street from the Fairview Mall. Two-Bedroom available April Monthly rent from $2,660 plus electricity ...","$2,660.00",City of Toronto,Yonge Street,< 24 hours ago
4,Brand New 2 Bedroom 2 Bathroom Condo in E2 Yonge & Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-2-bathroom-condo-in-e2-yonge-eglinton/1647044840,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bc1d6af-7181-4b70-8656-cfa2e5d54640?rule=kijijica-200-jpg,"Be the first to live in suite 4006 at E2 Condos. This brand new 2 bedroom 2 bathroom suite towers over Yonge and Eglinton, with breathtaking views of the city. The suite includes 2 bedrooms, 2 full ...","$2,795.00",City of Toronto,Roehampton Avenue,21/01/2023
5,1570 Lawrence Avenue West  - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1570-lawrence-avenue-west-1-bedroom-apartment-for-rent/1627716004,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6a/6a253734-9e28-423f-807d-b644524dfdc6?rule=kijijica-200-jpg,"Welcome to 1570 Lawrence Ave West! Fully Renovated 1, 2 & 3 Bedroom Apartments for Rent in the North York region of Toronto. Our sleek and stylish suites offer stunning features throughout including ...","$2,249.00",Toronto,Lawrence Avenue West,< 3 hours ago
6,Units available: One Bedroom and Two Bedroom at 34 Penhurst ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/units-available:-one-bedroom-and-two-bedroom-at-34-penhurst-ave/1644946318,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/54/5446776d-d12f-4cca-86e0-433829477075?rule=kijijica-200-jpg,Beautiful Two Bedroom Unit available at 34 Penhurst ave. 800+ Sq Ft All included furnished unit two bedroom two bathroom which can include one parking space for an additional $75 dollars a month 2 ...,"$2,775.00",City of Toronto,Culford Road,22/12/2022
7,2 Bedroom + Den at Broadview and Danforth,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-den-at-broadview-and-danforth/1644944643,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1c/1c69e673-5c97-4e3a-a410-9adb22b87fd2?rule=kijijica-200-jpg,"2 Bedroom plus large den/office located in Playter Estates neighbourhood, both bedrooms fit a queen sized bed. Approx. 1050 Sq feet. Great schools, close to shopping and restaurants on the Danforth. ...","$2,750.00",City of Toronto,Spadina Avenue,22/12/2022
8,Two bedroom- Semi basement all inclusive available Jan 1- $1525,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-semi-basement-all-inclusive-available-jan-1-1525/1644943060,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/95/95d15f4e-dcb0-4a8a-b437-8e715e081130?rule=kijijica-200-jpg,"Renovated Semi- basement two bedroom apartment with new kitchen. Big closets, tonne of storage. Full privacy, quite house, quite neighborhood. 2 mins from 2 bus stop. Go bus- TTC is few blocks away . ...","$1,525.00",City of Toronto,Blue Jays Way,22/12/2022
9,URGENT-4BED/3BATH/2PARKING/Markham&Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/urgent-4bed-3bath-2parking-markham-eglinton/1644940888,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cc/cc8ec5a7-014c-456d-8d86-5261671ade45?rule=kijijica-200-jpg,"Prime Location, Freehold Unit & Ravine Backyard. One Of The Largest Units At This Complex. Minutes Walking To Walmart, School, Nice Neighbourhood. The Master Bedroom Has En-Suite. Very Spacious And ...","$3,000.00",City of Toronto,Broadview Avenue,22/12/2022
10,1 Bedroom condo suite For Rent Lower Simcoe/Bremner $2300,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-condo-suite-for-rent-lower-simcoe-bremner-2300/1644938907,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/21/216d3be2-d68c-4407-bd90-f69176fca68e?rule=kijijica-200-jpg,"Move In ASAP to this spacious 1 Bedroom condo located walking distance to Union Station, the Lake, Groceries, Restaurants, Entertainment, PATH and much much more. Contact me for more information at ...","$2,300.00",City of Toronto,Browning Avenue,22/12/2022
