Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand New 2 Bedroom 2 Bathroom Condo in E2 Yonge & Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-2-bathroom-condo-in-e2-yonge-eglinton/1647044840,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bc1d6af-7181-4b70-8656-cfa2e5d54640?rule=kijijica-200-jpg,"Be the first to live in suite 4006 at E2 Condos. This brand new 2 bedroom 2 bathroom suite towers over Yonge and Eglinton, with breathtaking views of the city. The suite includes 2 bedrooms, 2 full ...","$2,795.00",City of Toronto,Yonge Street,21/01/2023
2,*Newly Renovated* 3-Bedroom - Villa Nova - 530 Scarlett Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-3-bedroom-villa-nova-530-scarlett-road/1646787992,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2e/2ef0ddad-439d-402b-9748-e717d615db34?rule=kijijica-200-jpg,"Located in the quiet suburban area of Etobicoke with views of downtown! Public transit is located at your front door! Schools, shops and restaurants are within walking distance. Three-Bedroom ...","$2,699.00",City of Toronto,Roehampton Avenue,< 24 hours ago
3,Large 1+Den Steps from Union Station for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-den-steps-from-union-station-for-rent/1645378326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/949e285a-1706-4e57-8da2-7b845d879755?rule=kijijica-200-jpg,"Spacious Unit, Amazing Location! 1 Min To Path, 5 Mins To Waterfront/Cn Tower/Scotiabank Arena/Longo's, Steps To Union Station/Bay St. Huge Balcony (114Sqft) Is A Great Patio In Summer With A Bit Of ...","$2,600.00",City of Toronto,Lower Simcoe Street,28/12/2022
4,Avani I at Metrogate #436 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avani-i-at-metrogate-436-luxury-condo-for-rent/1647496588,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/16/16b3312b-710f-43da-a702-6f7f515e7da5?rule=kijijica-200-jpg,"CLICK HERE - VIRTUAL TOURA luxury 2 bedroom condo unit is available for rent in Scarborough close to Hwy 401 and Kennedy. This condo features a balcony, modern kitchen, a dishwasher, ensuite laundry, ...","$2,750.00",City of Toronto,Grand Trunk Crescent,17/01/2023
5,"New listing, 3 rd floor Summerhill/Rosedale subway. Avail Feb 1,",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-listing-3-rd-floor-summerhill-rosedale-subway-avail-feb-1/1647436297,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c6f3218-f49f-4668-85b6-2138bf36dbb8?rule=kijijica-200-jpg,"Large, south facing whole floor. Best location; 3 minute walk to subway, Starbucks on the corner, dry cleaners, Terroni, Harvest Wagon, large south deck etc. Very quiet home.","$2,700.00",City of Toronto,Kennedy Road,17/01/2023
6,House for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1642790090,,Scarborough/Pickering border. Semidetached house with three bedroom and 2.5 washroom house with three car parking space for rent available on January 2023. Freshly Painted! Clean & Bright! Please No ...,"$3,000.00",City of Toronto,Pently Crescent,02/12/2022
7,Gorgeous 2 Bedroom House in Toronto's Top Neighborhood,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-2-bedroom-house-in-torontos-top-neighborhood/1642787721,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/10/1093f3fb-1f3d-44e0-9e2e-0edd5fa2dc82?rule=kijijica-200-jpg,"Welcome Home. Your search ends here. 2 bedroom bungalow in In The Highly Sought After Davisville Village W/ Close Proximity To Schools, Restaurants, Boutiques, Grocery Stores & More! Impeccable ...","$2,650.00",City of Toronto,Yonge Street,02/12/2022
8,Bachelor lease transfer,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-lease-transfer/1642735276,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c6f487c-3d95-41b8-bec3-0a8a874a2e65?rule=kijijica-200-jpg,"studio located at 68 hillside drive available for 1st january , rent is $1,659 per month with parking space, water and heating are included, there is a dishwasher inside the unit and a laundry in the ...","$1,659.00",City of Toronto,Roxborough Street West,02/12/2022
9,2 Bd/2 Bth Condo For Rent (Bay/Harbour) *IMMEDIATE AVAILABILITY*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bd-2-bth-condo-for-rent-bay-harbour-immediate-availability/1642757316,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/76/76b1897e-645a-4547-aa6a-0fa797c0a987?rule=kijijica-200-jpg,"Call/Text: 647-309-4099 This is a direct listing! The location and unit doesn't get better than this! Bay & Harbour Location! Luxury 2 spacious bedroom condo with 9 ft ceiling, central downtown ...","$3,300.00",City of Toronto,Sheppard Avenue,02/12/2022
10,Brand New (Never Lived In) Kip District 2 Condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-never-lived-in-kip-district-2-condo/1642760618,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/53/531be55e-2858-474f-8c05-b75652156381?rule=kijijica-200-jpg,"Brand New (Never Lived In) Kip District 2 Condo Features Large Open Private Terrace, High Ceilings, Laminate Flooring, Modern Kitchen W/Stainless Steel Appliances & Quartz Countertop, Spacious ...","$2,400.00",City of Toronto,Rosebank Road,02/12/2022
