Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand new one-bedroom suite located in a luxurious townhome,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-one-bedroom-suite-located-in-a-luxurious-townhome/1648167286,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/5910d9a6-380c-4e1e-9943-641c9d30d3de?rule=kijijica-200-jpg,"This property located on Lawrence & Blackstone has a range of top-of-the-line features, including: • A spacious bedroom with a closet, an En-suite bathroom, complete with a glass standing shower. • A ...","$2,050.00",Toronto,Lawrence Avenue West,< 7 hours ago
2,Avani I at Metrogate #436 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/avani-i-at-metrogate-436-luxury-condo-for-rent/1647496588,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/16/16b3312b-710f-43da-a702-6f7f515e7da5?rule=kijijica-200-jpg,"CLICK HERE - VIRTUAL TOURA luxury 2 bedroom condo unit is available for rent in Scarborough close to Hwy 401 and Kennedy. This condo features a balcony, modern kitchen, a dishwasher, ensuite laundry, ...","$2,750.00",City of Toronto,Renfield Street,17/01/2023
3,"Downtown 1 Bedroom Apartment for Rent - 80 Wellesley Street, Eas",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-80-wellesley-street-eas/1641098137,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/35/3590cb98-f7af-40df-af57-9ab50082b24f?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$2,197.00",City of Toronto,Kennedy Road,< 24 hours ago
4,Downtown 1 Bedroom Apartment for Rent - 155 Wellesley Street Eas,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-155-wellesley-street-eas/1643994286,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/40/4042e568-470e-4ba6-8e77-03a76755e10f?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now!437-218-5969Virtual Open House: View our units by ...","$2,188.00",City of Toronto,Pently Crescent,< 24 hours ago
5,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,Spadina Avenue,19/01/2023
6,3 Bedroom at AYC Condos in Yorkville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-at-ayc-condos-in-yorkville/1643322419,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d9/d97cd2db-0641-407c-a4f4-10c6c2aec19e?rule=kijijica-200-jpg,3 Bedroom at AYC Condos in Yorkville Address: 181 Bedford Rd (Avenue Rd/Davenport Rd) Unit: 933 sqft 3 Bedroom + 1 Locker Rent Price: $4200 (Including all utility and 500MB unlimited Internet ...,"$4,250.00",City of Toronto,Front Street West,07/12/2022
7,Etobicoke condo for rent 1 bed 1 bath 1 prkg Parklawn-Lakeshore,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-condo-for-rent-1-bed-1-bath-1-prkg-parklawn-lakeshore/1643307882,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/39/39c7b784-9b2b-4c86-b607-3824a4677f17?rule=kijijica-200-jpg,"Desirable key west condos (36 park lawn rd), located in the heart of mimico. Warm & Immaculate 1 Bedroom Unit With top of the line Finishes. Modern European Kitchen-Steel Appliances and added custom ...","$2,600.00",City of Toronto,Bedford Road,07/12/2022
8,2 Bdrm 2B  for rent $3200.00. Yonge & Front St.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-2b-for-rent-3200-00-yonge-front-st/1643308240,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f5/f5efd5e2-c5f3-4925-86ca-337310636295?rule=kijijica-200-jpg,"Well Maintained 2Bed 2Bath.Unit At The Landmark L-Tower Building. Located At Yonge & Front St. Steps To Union Station, The Path, Sony Centre, Financial District, St. Lawrence Market. Cabinetry, ...","$3,200.00",City of Toronto,Pears Avenue,07/12/2022
9,All brand new 2bdms Apt 2nd flr AAA tenants,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/all-brand-new-2bdms-apt-2nd-flr-aaa-tenants/1643307073,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/81/8103595c-a622-41f3-ab51-4a4cb0d276b4?rule=kijijica-200-jpg,"All brand new 2bdms Apt 2nd flr AAA tenants It is on Roncesvalles Ave, Toronto, ON M6R 2K2, Canada, intersection is Queen st west and Roncesvalles Ave, close to highpark l,ake Ontario. All new ...","$1,800.00",City of Toronto,Park Lawn Road,06/12/2022
10,"Bright, Newly Renovated 2bdrm Leslieville Apt with Parking",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-newly-renovated-2bdrm-leslieville-apt-with-parking/1643306902,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e9/e96b8744-1ec5-487b-9221-a8dbc85851f0?rule=kijijica-200-jpg,"Bright two bedroom fully renovated apartment located in the heart of Leslieville on 2nd floor of a house. Features include: - High-end finishes quartz countertops, new stainless steel appliances, ...","$2,500.00",City of Toronto,Lake Shore Boulevard West,06/12/2022
11,1 + 1 Bedroom + Parking + Locker Condo for Rent Downtown,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-bedroom-parking-locker-condo-for-rent-downtown/1643294786,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/27/276fa974-e58f-46e0-bff4-27a1b75547d9?rule=kijijica-200-jpg,"Bright And Spacious 1 Bedroom Plus Den Unit. Minutes To Entertainment, Financial & Fashion District. Enjoy Dramatic Views Of South View Of Toronto Skyline And Downtown Core. Steps To Transit, ...","$2,650.00",City of Toronto,The Esplanade,06/12/2022
12,Condo rental,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-rental/1643291700,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/85/85112711-ffa0-41bc-93e5-8136b70bbbfa?rule=kijijica-200-jpg,"Perfect location Downtown, Bay and Dundas steps to all Hospitals, subway and Eaton center","$3,000.00",City of Toronto,Scott Street,06/12/2022
