Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Downtown Studio For Rent March 1st,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-studio-for-rent-march-1st/1646077834,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3d/3d910757-1e05-4e53-931e-441054ddf037?rule=kijijica-200-jpg,"Only 3 Years Old, Beautiful 15th Floor, Studio Condo Unit Surrounded By Shopping And Dining Available for Rent March 1st, 2023. Just Steps From The Waterfront & Entertainment District. 354 Sqft Of ...","$2,000.00",Toronto,Bathurst Street,< 14 hours ago
2,1 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-steps-to-victoria-park-station/1623912036,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/73/73544705-67e0-43bc-8f7d-d4f2dda02e5e?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,449.00",Toronto,Front Street West,30/12/2022
3,Rosseau Road Inc. - Two Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rosseau-road-inc-two-bedroom-apartment-for-rent/1644405601,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/89/8933e8ef-0a9b-4258-8e7f-d625ce2bd087?rule=kijijica-200-jpg,"The rent will be $1779 + Hydro + Parking Building Overivew Beautifully renovated 1 and 2 bedroom apartments currently available. With stainless steel appliances, newly renovated kitchen, upgraded ...","$1,979.00",City of Toronto,Denton Avenue,20/01/2023
4,1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1636404248,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/aff94955-434f-4562-a1ae-31d442997456?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,549.00",City of Toronto,MacEy Avenue,08/01/2023
5,Renovated 2 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bedroom/1626914624,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...,"$2,595.00",City of Toronto,Bathurst Street,< 18 hours ago
6,2-bedroom 2-story penthouse + 400 sq foot PRIVATE rooftop patio!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-story-penthouse-400-sq-foot-private-rooftop-patio/1643146653,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/980134b6-ceb3-4b69-8564-d85d16bcabfc?rule=kijijica-200-jpg,"Situated in the heart of the fashion district, this gorgeous, light-filled, 2-story penthouse has it all. The high ceilings and spacious 1100+ sq ft layout will make you forget you're living in a ...","$4,500.00",City of Toronto,Lyonsgate Drive,05/12/2022
7,Downtown Rooms for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-rooms-for-rent/1643145242,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/80/80a29714-99f8-4b5f-ac9d-85c7d16319fc?rule=kijijica-200-jpg,"At heart of Downtown Toronto 5 min walk to Dundas Square, 10min Walk To Ryerson University, minutes to Subway, Transit. A stunning 9 foot ceiling Huge room spaces Entire building is close to 3000 ...",Please Contact,City of Toronto,Denton Avenue,05/12/2022
8,House For Rent - VAN HORNE-VICTORIA PARK,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-van-horne-victoria-park/1643132498,,"VAN HORNE-VICTORIA PARK NORTH YORK ONVAN HORNE-VICTORIA PARK4+ Bedrooms $3,700 per month and Utilities Extra To see pictures and virtual tour using the below link: ...","$3,700.00",City of Toronto,MacEy Avenue,05/12/2022
9,3 bedroom House for Rent Richmond St West,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-house-for-rent-richmond-st-west/1643140892,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0a/0a953156-0964-440b-bd1c-8c995e27f968?rule=kijijica-200-jpg,"Filled with charm and character, this 3-bedroom house is ideally situated between King and Queen west. High ceilings on the main floor. A large eat-in kitchen with an adjoining space that can be used ...","$3,600.00",City of Toronto,Jameson Avenue,05/12/2022
10,Newly renovated basement apartment with separate entrance,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-basement-apartment-with-separate-entrance/1643103605,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/35/35107111-9fb0-429a-b1d7-32e2d76df5b3?rule=kijijica-200-jpg,"Bright and newly renovated basement apartment with a separate entrance located at Bellamy and Lawrence. Close to TTC including Kennedy Station, Bellamy Go Train Station, University of Toronto (UofT) ...","$1,750.00",City of Toronto,Springhurst Avenue,05/12/2022
11,HOUSE FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1643103596,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/03/0387b3af-bd73-4ecf-87e8-fede78616a69?rule=kijijica-200-jpg,"* Bright * Spacious * Brand New * Four Bedrooms' * 4 Bathroom * Home Located In High Demand Seaton Community, 9' Ceilings On Main Level, Smooth Ceiling, Stainless Steel Appliances, Fireplace In ...",Please Contact,City of Toronto,Richmond Street West,05/12/2022
12,1 Bedroom Basement with Kitchen Living and Washroom Available,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-with-kitchen-living-and-washroom-available/1643093683,,"Basement available for rent, includes 1 bdrm, wshrm, kitchen, living and 1 parking spot.. Tenant pays 40% utilities.","$1,800.00",City of Toronto,Augusta Avenue,05/12/2022
13,one bedroom apartment unit for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-apartment-unit-for-rent/1643078306,,nice one bedroom apartment for rent in a house large size kitchen good size sitting area separate kitchen Call or text 647 705 6975 for quick response if ad is posted its still available this one bed ...,"$1,550.00",City of Toronto,Dundas Street East,05/12/2022
14,one bedroom unit for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-unit-for-rent/1643078865,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b54eee41-62da-494e-b116-a3e7cc2a823c?rule=kijijica-200-jpg,one bedroom unit in house minutes to woodbine subway station if ad is up its available Call or text 647 705 6975 for quick response email will be answered in two to three days features: Huge kitchen ...,"$1,550.00",City of Toronto,Pembroke Street,05/12/2022
15,top floor available 3 bed,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/top-floor-available-3-bed/1643077594,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c2/c20062ef-be4e-4798-ab5d-9c3c3dd6037b?rule=kijijica-200-jpg,please contact for more,Please Contact,City of Toronto,Victoria Park Avenue,05/12/2022
16,Newly built basement apartment for rent!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-built-basement-apartment-for-rent/1643074670,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3c8036a6-db7f-42c7-bbfd-e32c5568be0d?rule=kijijica-200-jpg,• Extra large windows and new shades. • Modern High 9 foot ceilings • Custom doors and cabinets with plenty storage • Basement has independent heating system. No dampness or cold. • Full size ...,"$1,395.00",City of Toronto,Pleasant View Drive,04/12/2022
17,Playter Estates home for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/playter-estates-home-for-rent/1643055415,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b8/b804a699-d796-422e-a54f-b892b03b7cc2?rule=kijijica-200-jpg,"Family home in the heart of Playter Estates and the Jackman School district. 3+1 bedrooms, 4 bathrooms including main floor powder room, mudroom and main floor laundry. Endless storage with custom ...","$6,000.00",City of Toronto,Queen Street West,04/12/2022
18,Condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent/1643071100,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b7/b769ed9a-b857-4dd2-a48f-5ccc84273c75?rule=kijijica-200-jpg,Hello 1+den condo available for rent. All utilities are included. Location near Markham sheppard. Near centennial clg and all amenities. Please contact for more detail.,"$2,250.00",City of Toronto,Manning Avenue,04/12/2022
19,1 Bedroom Apartment for rent/lease takeover,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-lease-takeover/1643057465,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca801a15-8cac-4a59-a6dc-e6eed5d6f84f?rule=kijijica-200-jpg,"1 bed 1 bath lease takeover in Forest Hill (1660 Bathurst st) Lease take over from February 1st to Aug 30th 2023, if you wish to continue tenancy you may renew the lease with management or do a month ...","$1,770.00",City of Toronto,Markham Road,04/12/2022
20,Basement Apartment/high ceilings and 7min to Eglinton W Subway.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-high-ceilings-and-7min-to-eglinton-w-subway/1643066843,,"Family home, basement with high ceilings, no pets. Please email. Smoke-free property of all kinds | Street permit parking available | No pets of any kind | Cable and internet to be set up separate ...","$1,799.00",City of Toronto,Eastpark Boulevard,04/12/2022
21,DT Lakeside City Place penthouse One bedroom condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dt-lakeside-city-place-penthouse-one-bedroom-condo/1643059461,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0a/0a7437eb-db93-4347-aeb3-c092a0a6b4b8?rule=kijijica-200-jpg,"Toronto Downtown Lakeside City Place penthouse One bedroom, one bathroom, huge balcony condo for rent! New apartment in 2018, new furnitures and appliances included. One parking space can be rented ...","$2,400.00",City of Toronto,Dixie Road,04/12/2022
22,One bedroom apartment for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-apartment-for-rent/1643050391,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a7/a7b8ca0b-34d9-4913-8ab3-a610f8239677?rule=kijijica-200-jpg,"A clean, quiet and well-maintained rental building, this midtown mid-rise offers bachelor, one- and two-bedroom apartments. Midtown is favoured because it offers easy access to the entire city. Bus ...","$1,875.00",City of Toronto,3rd Concession Road,04/12/2022
23,Rental New Townhouse 2 units - Lawrence Ave and Black Creek,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rental-new-townhouse-2-units-lawrence-ave-and-black-creek/1643016216,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c0/c00379fa-bbd9-48d5-ad7b-3b02a146ac89?rule=kijijica-200-jpg,"unit # 1 : 3 bdrms/2.5 bath located 2nd/3rd floor. $3,600 unit #2 : 1 bdrm/1bath located on main /lower. $1,900 Can be rented separately. 2 Seperate Exterior Entrances.","$5,500.00",City of Toronto,Conference Boulevard,04/12/2022
24,2 BEDROOM CONDO ( BLOOR AND  JARVIS)  FOR LEASE LEVEL 40,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-condo-bloor-and-jarvis-for-lease-level-40/1643061312,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/30/30b2c28e-d9a2-4503-82a0-64d3ef5ea88d?rule=kijijica-200-jpg,CLOSE TO ALL AMENITIES AND TTC IN THE MOST DESIRED LOCATION AT BLOOR AND JARVIS,Please Contact,City of Toronto,Clappison Boulevard,04/12/2022
25,$3500 for 3 bed & 2 bath in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3500-for-3-bed-2-bath-in-scarborough/1643061147,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fe/febc640e-3a4f-456f-a056-64409207f100?rule=kijijica-200-jpg,SBright & Spacious Detached Home Located In A Quiet Neighbourhood Near Utsc/Centennial College/401/Shopping/Schools/& More! Open Concept Living/Breakfast Area/Kitchen. Own Laundry On Main Floor (No ...,"$3,500.00",City of Toronto,Woodbine Avenue,04/12/2022
26,1 bedroom basement unit for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-unit-for-rent/1643058999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d7/d7e4d96f-c7f7-4935-a280-f24e4a6c0f59?rule=kijijica-200-jpg,1 bedroom on the basement. Kitchen share with another 2 tenant. Utilities included,"$2,100.00",City of Toronto,Gerrard Street East,04/12/2022
27,Lovely 2 Bedrooms unit near Danforth & greenwood,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lovely-2-bedrooms-unit-near-danforth-greenwood/1643058135,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/14/14ac52fc-1d9f-4428-9838-04ad11c30d88?rule=kijijica-200-jpg,"2 spacious bedrooms, kitchen with open concept living room on main floor","$2,200.00",City of Toronto,Woodbine Avenue,04/12/2022
28,#1015 -295 ADELAIDE ST W FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1015-295-adelaide-st-w-for-rent/1643057890,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9a/9a1fcedc-3146-4cad-80ef-2897cb5cbdd0?rule=kijijica-200-jpg,"Bright And Spacious 1 Bedroom 1 Bath W/ Parking & Locker Included In The Heart Of Downtown For Lease , Floor To Ceiling Windows, 9 Feet Ceilings, Window Covering, Steps To St.Andrews Subway Station, ...","$2,550.00",City of Toronto,Gerrard Street East,04/12/2022
29,"Downtown Condo for rent $2,200.00/ month",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-condo-for-rent-2-200-00-month/1643054662,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/93/93440f02-db1b-4e66-b879-4a4bf8c28a63?rule=kijijica-200-jpg,"Downtown Condo for rent $2,200.00/ month great location, new model text 647 326 5056","$2,200.00",City of Toronto,Coronation Drive,04/12/2022
