Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,O’Connor/St.Clair (one bedroom),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/o-connor-st-clair-one-bedroom/1647792153,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/18/18e090f0-418c-4bfb-b78b-af21ba819d83?rule=kijijica-200-jpg,"One bedroom apartment in a lower rise apartment building, spacious, clean, bright, newly renovated, close to transportation and shopping. Asking for $1500.00/ month which includes heat water and ...","$1,500.00",City of Toronto,O'Connor Drive,20/01/2023
2,1 bed 1bath Waterfront Condo next to Westin hotel and Ferry,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1bath-waterfront-condo-next-to-westin-hotel-and-ferry/1647750866,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca4756eb-d367-4679-95d3-013e47689ab3?rule=kijijica-200-jpg,Prestigious condo building at harbour front in downtown Toronto. Next to the Westin hotel and Ferry Terminal. 1 bed and 1 bath condo on 24th floor. Rent includes ALL UTILITIES including Internet and ...,"$2,600.00",Toronto,Gardens Crescent,20/01/2023
3,"renovated one bedroom, Broadview and Cosburn - ID 2550",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-2550/1647637338,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/772e3aa2-bcb9-4b5a-966b-b2d1f05c0fdd?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom ground floor - 1 bathroom - approximately 555 square feet - ...","$1,900.00",City of Toronto,Queens Quay West,19/01/2023
4,Scarborough 2 Bedrooms Apartment for Rent - 1320-1330 Danforth R,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-1320-1330-danforth-r/1640739924,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fc741369-329b-41ae-82ca-140342d9b64b?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$2,147.00",Scarborough,Bay Street,< 23 hours ago
5,Renovated one bedroom 55 Eccleston Drive - ID 1176,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-55-eccleston-drive-id-1176/1646127279,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f68b286c-5c78-4c97-948e-87ca185602c1?rule=kijijica-200-jpg,"Akelius one bedroom apartment for rent. DVP and Eglinton Ave East in the North York neighborhood, Toronto. one bedroom ground floor - 1 bathroom - approximately 621 square feet - available 2023-02-01 ...","$1,900.00",City of Toronto,Danforth Road,05/01/2023
6,Renovated - 2 large bedroom unit @ Upper Madison Ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-large-bedroom-unit-upper-madison-ave/1642162805,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/18/18113a30-8f99-4d37-b772-7d4413c399f4?rule=kijijica-200-jpg,"- 2 bed with 2 baths; washer/dryer; balcony; 1 indoor parking; outdoor pool are bbq common area, gym, jacuzzi, party room, squash court. - Underground walk-way to Sheppard Subway. - $2800/mth","$2,800.00",City of Toronto,Savarin Street,27/11/2022
7,Basement for Rent in Pickering,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent-in-pickering/1642146364,,"Beautiful 1 basement for rent, all the utilities & parking included, steps to best school - William Dunbar. Available immediately. Plz call 647-632-1820.","$1,575.00",City of Toronto,Eglinton Avenue East,27/11/2022
8,"2 Bedroom Basement Apartment For Rent In Markham For $2,300.00",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-for-rent-in-markham-for-2-300-00/1642121016,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/30/30c68c76-d13d-4279-9fb0-bc7067201082?rule=kijijica-200-jpg,"High Demand Location! Furnished, Well Maintained Basement 2 Bedroom Apartment With Kitchen, 3 Pcs Washroom, Separate Entrance. Basement Apartment With Living/Dining Area, Kitchen, Bedroom & Bath. ...","$2,300.00",City of Toronto,Swift Drive,27/11/2022
9,WATERFRONT VIEW-MONTH TO MONTH,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/waterfront-view-month-to-month/1612606956,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5f/5f03ffe8-35bf-4538-9965-d905c04ef15e?rule=kijijica-200-jpg,"RENTED OUT UNTIL DECEMBER 01, 2022 APPLICATION https://drive.google.com/file/d/1MlD1Xz72MuUcdJxt3FmrowpNqouIE41P/view?usp=sharing","$3,500.00",City of Toronto,Finch Avenue East,27/11/2022
10,AT 3460 KEELE STREET ONE-BEDROOM APT FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/at-3460-keele-street-one-bedroom-apt-for-rent/1642118890,,"One bedroom Apt, very spacious, Cable TV, and all utilities included.","$1,750.00",City of Toronto,Alamosa Drive,27/11/2022
