Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"Renovated Bachelor, Queen and Niagara - ID 1913",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-queen-and-niagara-id-1913/1647367782,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f4/f4cdaa5e-609b-4cab-9397-78b912e4575d?rule=kijijica-200-jpg,"Akelius studio apartment for rent. Queen & Niagara in the Downtown West neighborhood, Toronto. studio - 1 bathroom - located on floor 2 - approximately 236 square feet - available now for $1650 - ...","$1,650.00",Toronto,Clark Avenue,16/01/2023
2,Glen Park Apartments - One Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/glen-park-apartments-one-bedroom-apartment-for-rent/1568953096,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b7/b7126cc8-85de-4dbf-8596-6718c5773689?rule=kijijica-200-jpg,"GLEN PARK Conveniently located, steps away from hundreds of stores on Yonge Street, and easy access to transit. Glen Park is a well-maintained property with its beautiful exterior landscaping, and ...","$2,117.00",City of Toronto,Dudley Avenue,22/01/2023
3,103 West Lodge - 1 Bed 1 Bath in the Heart of Parkdale Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/103-west-lodge-1-bed-1-bath-in-the-heart-of-parkdale-apartment/1644768248,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/30/30f5db4c-9454-45a3-9802-6f2b3bf76128?rule=kijijica-200-jpg,"1 Bed 1 Bath in the Heart of Parkdale West Lodge provides a way of life in its inclusive, diverse and welcoming community. You will love living close to schools, libraries, parks (including our own ...","$1,889.00",City of Toronto,Brock Avenue,18/01/2023
4,Downtown 1 Bedroom Jr Apartment for Rent - 155 Wellesley Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-jr-apartment-for-rent-155-wellesley-street/1643994390,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/86/86facc36-4e51-439e-9f1c-156377091549?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now!437-218-5969Virtual Open House: View our units by ...","$2,123.00",City of Toronto,Middleton Street,< 24 hours ago
5,Selene Metrogate #4253 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/selene-metrogate-4253-luxury-condo-for-rent/1647498343,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e9/e99cbf80-7311-495d-82f7-1339943d2c85?rule=kijijica-200-jpg,"Luxury 2 bedroom, 2 bathrooms condo is available for rent in Scarborough - Kennedy and HWY 401! Amazing Tridel built Selene condo building with excellent amenities and a great location. At Selene, ...","$2,800.00",City of Toronto,Kennedy Road,17/01/2023
6,Basement for rent  near Kennedy subway,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent-near-kennedy-subway/1647592873,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/eb/eb97e91e-9142-49ce-8379-ad4c4af01d10?rule=kijijica-200-jpg,Clean and well maintained furnished basement unit available for rent. Separate entrance with in unit wardrobe available. 3 bedrooms with 1 shared washroom. Spacious kitchen with all the amenities ...,Please Contact,City of Toronto,Pently Crescent,Yesterday
7,"St Clair/ Dufferin - 1 Bedroom, utilities included  Feb 1, 2023",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/st-clair-dufferin-1-bedroom-utilities-included-feb-1-2023/1648064729,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b7/b73eeb63-f2b2-4b8b-bfbe-b6b828c13d45?rule=kijijica-200-jpg,"One bedroom apartment approximately 550 sq ft (51 sq m) in a quiet semi-detached house is available with a flexible move-in date sometime between February 1, 2023 and March 1, 2023. Rent is $1850 per ...","$1,850.00",City of Toronto,Bellamy Road North,Yesterday
8,Low Rise Apartment Building,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/low-rise-apartment-building/1607946338,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1c/1cc68d2f-753e-488c-94e1-17b36d684d4f?rule=kijijica-200-jpg,"Low Rise Apartment Building Highly desirable Lawrence Park area. Close to Yonge subway line, stores and restaurants. Bachelor and One Bedroom apartments available in a low rise quiet building. ...","$1,624.00",City of Toronto,Porchester Drive,Yesterday
9,Sharing salon,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sharing-salon/1648063984,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/24/24677ed8-54b2-4617-a225-222d6dd50516?rule=kijijica-200-jpg,"Looking for MATURED, RESPONSIBLE, CLEAN FEMALE STUDENTS as a tenant to rent in a beautiful salon of my apartment. 2 females 650 each or one female 1000/month.",$650.00,City of Toronto,St Clair Avenue West,Yesterday
10,*PLEASE READ THE AD IN FULL LOW OR NO CREDIT SCORE NO PROBLEM*,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/please-read-the-ad-in-full-low-or-no-credit-score-no-problem/1648063508,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/83/837db3fd-364e-4931-bc20-a7493d5f5154?rule=kijijica-200-jpg,**PLEASE READ BELOW CLEARLY WHAT WE DO** **WE DO NOT HAVE ANY APARTMENTS/CONDOS/HOUSES** You will get a sample of the document of your choice before you purchase IF YOU LIKE WE WILL MEET YOU: present ...,Please Contact,City of Toronto,Boon Avenue,Yesterday
