Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1 Bedroom Apartment for Rent! Dufferin St./Lawrence Ave.!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-dufferin-st-lawrence-ave/1646012475,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/261335c6-8121-4427-8316-1df89502c40b?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$1,750.00",City of Toronto,Glencairn Avenue,04/01/2023
2,2 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-steps-to-victoria-park-station/1618391411,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/df/df8166bf-463a-46c6-ac45-ece4d93fcba6?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,000.00",City of Toronto,Ennerdale Street,18/01/2023
3,"renovated two bedroom, DVP and Gerrard - ID 2546",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-two-bedroom-dvp-and-gerrard-id-2546/1647531795,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/83/834120b3-019f-424c-82ea-2335a476da76?rule=kijijica-200-jpg,"Renovated Akelius two bedroom apartment for rent. Dundas and Gerrard in the Downtown East neighborhood, Toronto. renovated two bedroom suite - 1 bathroom - located on floor 8 - approximately 843 ...","$2,300.00",City of Toronto,River Street,18/01/2023
4,1.5 Months Free! Luxury 2 Bedroom and 2 + Dens: Brand New!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-5-months-free-luxury-2-bedroom-and-2-dens:-brand-new/1632176547,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0f/0f8fbfcd-083b-4379-9adc-e37871ff419f?rule=kijijica-200-jpg,BRAND NEW LUXURY RENTAL BUILDING IN KING WEST! Renting Two Bedroom and Two Plus Den units- Move in anywhere from February to September. Size range for 2 Bedrooms are 766-1150 sq ft - some of them ...,"$3,544.00",Toronto,Gerrard Street East,< 6 hours ago
5,Brand new 1 Bed + Den Condo * Spacious & Heart of the city,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-bed-den-condo-spacious-heart-of-the-city/1646403964,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fc/fcd21e8e-caaf-4f6d-8903-8b14fe950be4?rule=kijijica-200-jpg,"Looking for a professional couple or tenant that is reliable, courteous, and willing to treat the unit as their own. The unit is brand new and has yet to have any tenants occupy it. Move in date ...","$2,500.00",City of Toronto,Spadina Avenue,< 20 hours ago
6,House for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1643751640,,"Available for small Kerala families, excellent area with all facilities like ttc , shops and schools. Please send message if you are interested.",Please Contact,City of Toronto,Wellington Street West,10/12/2022
7,Finch and Warden 3 bedroom house for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/finch-and-warden-3-bedroom-house-for-rent/1643749274,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/54/54faf226-f5e2-43ed-9d4a-6f57c2c79c71?rule=kijijica-200-jpg,"*not owner* Great Location! Rarely Found Stunning Detached House With Finished W/O Basement In This High Demand Prime Neighbourhood! Newly Renovated& Painted,$$$ Upgrades.Absolute Move In Condition. ...","$3,200.00",City of Toronto,Dundas Street East,10/12/2022
8,5+1 BEDS 2 BATHS HOUSE FOR RENT NEAR DOWNSVIEW SUBWAY STATION in,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/5-1-beds-2-baths-house-for-rent-near-downsview-subway-station-in/1643744877,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/57/57f1675e-103c-47a3-adf3-870ec9971205?rule=kijijica-200-jpg,"5+1 BEDS 2 BATHS HOUSE FOR RENT NEAR DOWNSVIEW SUBWAY STATION AVAILABLE FEBRUARY 1st 2023 - BATHURST MANOR AREA. Looking for responsible, clean and respectful tenants who will take good care of this ...","$4,800.00",City of Toronto,Whiteside Place,10/12/2022
9,Brand New 2 Bed/1 Bath 851 sq. ft. Canary Commons Condo For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bed-1-bath-851-sq-ft-canary-commons-condo-for-rent/1643721726,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e8/e8694c07-fc88-4ec6-9d98-1bbc8afc6266?rule=kijijica-200-jpg,"Placing my brand new condo up for rent starting January 1st, 2023. It's built by Canary Commons and located in the heart of Downtown Toronto. The location is in Distillery District, and it is within ...","$3,000.00",City of Toronto,Finchdene Square,10/12/2022
10,2 bd/2 bath large full furnished unit in core downtown with view,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bd-2-bath-large-full-furnished-unit-in-core-downtown-with-view/1643715751,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3d/3d5a978b-a8af-434c-b48a-280daceaedde?rule=kijijica-200-jpg,"Enjoy a refreshing space at our new, modern & stylish Luxury condo ~ A 2 bedrooms + 2 bathrooms condominium in the heart of downtown Toronto. Our place is nicely equipped with everything you need & ...",Please Contact,City of Toronto,Torham Place,10/12/2022
11,Condo Unit Rental / 39 Roehampton Ave Unit 2906 / Yonge-Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-unit-rental-39-roehampton-ave-unit-2906-yonge-eglinton/1643295142,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d2/d2c8661a-2281-4687-8a89-e90416dc7f96?rule=kijijica-200-jpg,"39 Roehampton Ave, Unit #2906. Near Yonge & Eglinton intersection. Direct indoor access to TTC. Brand new and comes unfurnished. You can inquire about furnished. UNIT FEATURES * Master Bedroom ...",Please Contact,City of Toronto,Donald Cousens Parkway,10/12/2022
12,Leaside Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/leaside-condo-for-rent/1643702423,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4d/4d20e486-c036-4af5-8802-dbe7f09c7228?rule=kijijica-200-jpg,"Beautiful 1 bedroom, ~800 square foot condo in desired Leaside Gate with balcony looking over trees and gardens. A short walk to the shops and restaurants of Leaside on Millwood, Laird and Bayview. ...","$2,500.00",City of Toronto,Delray Drive,10/12/2022
13,Roncesvalles Ave. Studio/Bachelor Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/roncesvalles-ave-studio-bachelor-apartment/1643706933,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/80/80e0560e-f179-46a3-8c57-952c19f31b99?rule=kijijica-200-jpg,"Studio/Bachelor 450 sq/ft Apartment in Roncesvalles Village known as “Roncy”! A neighborhood where there is European flavour, a young professional vibe, and a sense of community. Suits 1 person. On ...","$1,800.00",City of Toronto,Overbrook Place,10/12/2022
14,Etobicoke Mimico condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-mimico-condo-for-rent/1643684012,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bdccbfd6-0bc7-4d0e-8a01-2f130b4384b0?rule=kijijica-200-jpg,700 sq foot spacious condo in Etobicoke Mimico. 15 mins drive to downtown and Mississauga. Very central location. Spacious living area. Lake ontario view from the balcony. Lots of sunlight in the ...,"$2,625.00",City of Toronto,Honiton Street,10/12/2022
15,Basement Apartment in Toronto $1600,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-in-toronto-1600/1643679706,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/54/54a0e191-168a-4f70-bd90-2cf829ecd0cd?rule=kijijica-200-jpg,"Can be shared among 3 female students Fully furnished bright, private, spacious bedrooms in the basement of a house in Toronto with private washroom (No sharing). Entire basement unit has separate ...","$1,600.00",City of Toronto,Front Street East,10/12/2022
16,Lake side main floor of Bungalow for rent in Guildwood,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lake-side-main-floor-of-bungalow-for-rent-in-guildwood/1643649933,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/890292b5-42e0-4963-a7db-75738c2fa5b9?rule=kijijica-200-jpg,1 bedroom 1 washroom main floor of an exclusive lakeside Bungalow for rent. Located in the most desirable neighborhoods of Guildwood Scarborough Living space bedroom kitchen washroom all with Lake ...,"$2,000.00",City of Toronto,Rolling Mills Road,10/12/2022
17,2 BEDROOM BASEMENT APARTMENT FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-for-rent/1629878270,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/49/49aa200e-c77f-40c5-a7ad-62aaa0038043?rule=kijijica-200-jpg,"Spacious 2 Bedroom, 1,100 Sq. ft. of living space, Lots of storage, Separate Entry, Ravine & Park Settings, Large Brand New Windows, One Car Parking, Hydro, Water, Gas & Separate Laundry Included. No ...","$2,100.00",City of Toronto,Lake Shore Boulevard West,10/12/2022
18,2 bedroom in back spilt house are avilabe on rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-in-back-spilt-house-are-avilabe-on-rent/1643640625,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3f/3f528e96-354d-44a4-be9d-3c2cc0d3de99?rule=kijijica-200-jpg,2 bedroom in a back split house are available on rent Per bedroom $1150 In suit laundry (shared) 1 full washroom shared with 2 bedrooms on upper level 1 full washroom shared with 2 bedrooms on ground ...,"$1,150.00",City of Toronto,Dan Leckie Way,10/12/2022
