Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,Spadina Avenue,19/01/2023
2,Luxury sun-filled 1325 sqft 2 + 1 bed/2bath ground floor condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-sun-filled-1325-sqft-2-1-bed-2bath-ground-floor-condo/1645679655,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c6/c62c21b9-f28e-4632-8c98-310f4c0a4deb?rule=kijijica-200-jpg,"Luxurious Barclay Terrace. Spacious, sun-filled, ground-floor 2 bed plus den, 2 bath corner suite available December 30, 2022. Approx 1325 sq ft overlooking courtyard w tree views and easy access - ...","$3,400.00",City of Toronto,Front Street West,< 17 hours ago
3,"renovated two bedroom, DVP and Gerrard - ID 2546",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-two-bedroom-dvp-and-gerrard-id-2546/1647531795,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/83/834120b3-019f-424c-82ea-2335a476da76?rule=kijijica-200-jpg,"Renovated Akelius two bedroom apartment for rent. Dundas and Gerrard in the Downtown East neighborhood, Toronto. renovated two bedroom suite - 1 bathroom - located on floor 8 - approximately 843 ...","$2,300.00",City of Toronto,Dundas Street West,18/01/2023
4,apartment rentals,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-rentals/1647762654,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bd2c6198-d71f-41f8-bdb6-75b0f347e5d4?rule=kijijica-200-jpg,"balcony, large open-concept Living, Dining Room and Kitchen, 1 bedroom starting from $1,600.00, new fridge and stove, new windows and balcony door, one parking space included; quiet family building, ...","$1,600.00",City of Toronto,Burnhamthorpe Crescent,Yesterday
5,1BR & 2BR Brand new Condo units at Eglinton Ave E & Bayview !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-eglinton-ave-e-bayview/1645424055,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6e/6e27f3a0-62f8-4ae8-90d7-6cdb54af00e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Eglinton Ave E & Bayview Ave available immediately !! Steps to Eglinton TTC Subway Station, Sunnybrook Health Centre, Costco, ...","$2,250.00",City of Toronto,River Street,14/01/2023
6,20 Chichester Place - Two Bedroom Apartment Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/20-chichester-place-two-bedroom-apartment-apartment-for-rent/1647740755,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b0/b0be0173-dcad-43fc-ae8c-166c83c6ae1a?rule=kijijica-200-jpg,"20 Chichester Place features Jr.1, 2 & 3 Bedroom Apartments. This very well maintained building offers residents hardwood flooring, an outdoor pool & playground, on-site daycare and an excellent ...","$2,400.00",Scarborough,Gerrard Street East,20/01/2023
7,Yong/Finch Hendon park Townhouse 2B+1.5B for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yong-finch-hendon-park-townhouse-2b-1-5b-for-rent/1647750172,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/893163bf-ccc4-4b9e-81eb-3d7fc3567a98?rule=kijijica-200-jpg,"Gorgeous Modern Bright Park View Upper Unit Townhouse At Hendon Park, Including 2 Bedrooms, 1.5 Bathrooms. Recently Renovated With Superior Finishings. Floor-To-Ceiling Windows, 9' Smooth Ceilings, ...","$3,300.00",City of Toronto,Jane Street,20/01/2023
8,Tyndall Tower - Bachelor Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tyndall-tower-bachelor-apartment-for-rent/1647741587,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f4/f4e31773-099e-41d3-87ed-ad66cda011c4?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$1,750.00",City of Toronto,William Cragg Drive,20/01/2023
9,Westover Manor - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/westover-manor-1-bedroom-apartment-for-rent/1647742097,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/93/939fd7bc-d6a6-4c99-8da3-ceb9c4fcce70?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$2,100.00",City of Toronto,Brentcliffe Road,20/01/2023
10,Tyndall Tower - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tyndall-tower-1-bedroom-apartment-for-rent/1647741536,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f4/f49c03ba-8474-450c-80b4-3154a254832e?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$2,200.00",City of Toronto,Vanderhoof Avenue,20/01/2023
11,The Lakeside - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-lakeside-2-bedroom-apartment-for-rent/1647741548,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/67/67899688-251d-4ec3-b7bd-90bb58708152?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$2,675.00",City of Toronto,Sheppard Avenue East,20/01/2023
12,The Lakeside - Bachelor Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-lakeside-bachelor-apartment-for-rent/1647741570,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/215a170f-63e5-48fa-b1a8-60d0e63970d4?rule=kijijica-200-jpg,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step. These apartments for rent enjoy 24-hour bus service and proximity to Lakeshore ...","$1,750.00",City of Toronto,Chichester Place,20/01/2023
