Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Chaplin Crescent,17/01/2023
2,Renovated and Well-lit One Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-and-well-lit-one-bedroom-apartment/1645375251,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f5/f549d604-4b01-4054-9493-473ee2e12f20?rule=kijijica-200-jpg,Newly renovated One Bedroom units located in the heart of Toronto's Midtown community. Midtown Toronto has always been considered an ideal option when looking to be close to the downtown core. The ...,"$1,950.00",City of Toronto,Roselawn Avenue,28/12/2022
3,1 Bedroom Coach House for Rent in Midtown Toronto!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/158acbfe-bed9-4154-8ef9-b3d9704a92ca?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,625.00",City of Toronto,Eglinton Avenue East,20/01/2023
4,Downtown Studio For Rent March 1st,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-studio-for-rent-march-1st/1646077834,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3d/3d910757-1e05-4e53-931e-441054ddf037?rule=kijijica-200-jpg,"Only 3 Years Old, Beautiful 15th Floor, Studio Condo Unit Surrounded By Shopping And Dining Available for Rent March 1st, 2023. Just Steps From The Waterfront & Entertainment District. 354 Sqft Of ...","$2,000.00",Toronto,Redpath Avenue,< 14 hours ago
5,2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdm-for-rent-in-midtown-toronto-yonge-and-st-claire-ave-w/1639867929,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/3444993d-2153-413b-9556-38f4f2e8ea1a?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,400.00",City of Toronto,Bathurst Street,06/01/2023
6,2 BEDROOM HOUSE FOR RENT in TORONTO DOWNTOWN,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-house-for-rent-in-toronto-downtown/1645246673,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c72ef26-3ce0-4ec5-b9a1-9169354105d6?rule=kijijica-200-jpg,"2 BEDROOM HOUSE FOR RENT in TORONTO DOWNTOWN with lots of Sunlight! ✅ 2 Bedroom ✅ 1 Washroom ✅ Spacious Living Room ✅ Perfect for a couple or two friends want to share a house ✅ Lots of Sunlight, ...","$2,799.00",City of Toronto,Front Street West,27/12/2022
7,Scenic Ravine Home Leaside,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scenic-ravine-home-leaside/1645245475,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/86/8633a672-34fe-4b31-a556-465723b9c137?rule=kijijica-200-jpg,"Breathtaking view of all seasons! Charming, cozy home on one of the biggest Ravine Lots in N Leaside. Overlooking Sunnybrook Park, and Don River. Quiet Cul de Sac. South-Facing. Steps to Serena Gundy ...","$5,600.00",City of Toronto,O'Connor Drive,27/12/2022
8,two bedroom luxury penthouse condo at Yonge and Sheppard,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-luxury-penthouse-condo-at-yonge-and-sheppard/1645243659,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/17/17fa177c-ef50-4c0b-b233-7eed8a059b24?rule=kijijica-200-jpg,"At Yonge and Sheppard, luxury two bedroom penthouse two level condo, steps to subway, and all amenity, suitable for international students or working professional with landlord and work references, ...","$3,200.00",City of Toronto,Beechwood Drive,27/12/2022
9,"Renovated bachelor, Queen and Niagara - ID 1474",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-queen-and-niagara-id-1474/1645234719,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/27/27794407-dda2-413d-ae1b-1ebeb840b4e4?rule=kijijica-200-jpg,"Renovated Akelius studio apartment for rent. Queen & Niagara in the Downtown West neighborhood, Toronto. renovated studio - 1 bathroom - located on floor 5 - approximately 236 square feet - available ...","$1,550.00",Toronto,Eglinton Avenue East,27/12/2022
10,Beautiful 3 bedroom Town house at Altona/Finch for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-3-bedroom-town-house-at-altona-finch-for-rent/1645235307,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9d/9dbd214c-1510-4ab2-ad30-5849e2f8333b?rule=kijijica-200-jpg,"Modern Energy Efficient Town In A Great Location Is Ready To Be Yours. Open Concept Main Floor Complete With '9 Foot Ceilings, Extended Kitchen Cabinets, Granite Counters, Walkout To Balcony, And A ...","$2,850.00",City of Toronto,Leslie Street,27/12/2022
