Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,3 BEDROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-for-rent/1648044839,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bfbee63a-cac1-4551-bd0b-cd90a687c4f1?rule=kijijica-200-jpg,3 BEDROOM RECENTLY RENOVATED CLEAN QUITE BUILDING. We would need employment letter credit check and governmental documents. Viewing has to be arrange with appointment minimum of 48 hours.,"$2,750.00",City of Toronto,Bloor Street West,22/01/2023
2,Renovated Modern Jr. 1 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,"$2,195.00",City of Toronto,St Clarens Avenue,20/01/2023
3,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Jameson Avenue,22/01/2023
4,Renovated 2 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bedroom/1626914624,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...,"$2,595.00",City of Toronto,Springhurst Avenue,< 18 hours ago
5,Scarborough 1 Bedroom Apartment for Rent - 1320-1330 Danforth Ro,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-1320-1330-danforth-ro/1640739925,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/af1f29ba-6d66-4b29-916f-feeb471adfe0?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 747-5214Virtual Open House: View our units by clicking ...","$1,924.00",Scarborough,Brookbanks Drive,< 23 hours ago
6,2bedroom+Den & 2bathroom condo FOR RENT in Etobicoke (April2023),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bedroom-den-2bathroom-condo-for-rent-in-etobicoke-april2023/1647050241,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ec/ec59bfcf-8159-496e-8dc5-c641b8175e79?rule=kijijica-200-jpg,Condo for rent starting April 2023: Closest intersection: Albion and Kipling Minutes From Major Highways 401/400/427 2 bedroom +den 2 big washrooms Big laundry room on site Moderate size kitchen and ...,Please Contact,City of Toronto,Valley Woods Road,13/01/2023
7,1 Bed 1 Bath -Don Mills And Lawrence,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-don-mills-and-lawrence/1647050057,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/af/aff11f59-4eca-40fe-a2f6-341f3e02f6b8?rule=kijijica-200-jpg,"Very Good Location, Steps To All The Action Shops At Don Mills Has To Offer - Bars, Restaurants, Td Bank, Vip Cinemas, Metro Grocery, Ttc On Don Mills, 5 Mins Drive From Dvp/ Hwy 401, New Never Lived ...","$2,390.00",City of Toronto,Jameson Avenue,13/01/2023
8,1 Bed 1 Bath -Don Mills And Lawrence,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-don-mills-and-lawrence/1647049789,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/73/73e3b782-4ab1-405e-be61-096722c45105?rule=kijijica-200-jpg,"Very Good Location, Steps To All The Action Shops At Don Mills Has To Offer - Bars, Restaurants, Td Bank, Vip Cinemas, Metro Grocery, Ttc On Don Mills, 5 Mins Drive From Dvp/ Hwy 401, New Never Lived ...","$2,390.00",City of Toronto,Springhurst Avenue,13/01/2023
9,Toronto Downtown Open Concept Studio(1 bed+1 living+1 bath) rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/toronto-downtown-open-concept-studio-1-bed-1-living-1-bath-rent/1647048011,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d8/d8281d0d-71ad-4161-8925-765541baf67d?rule=kijijica-200-jpg,"Toronto downtown Open concept studio for rent!! includes: One bedroom+living room+kitchen+bathroom $2000/month, One person only. Suitable for student, worker, new immigrant and short term rental. The ...","$1,900.00",City of Toronto,Danforth Road,13/01/2023
10,Pickering Big size  2200 sq .ft 4+1 Beds 3 Baths House,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/pickering-big-size-2200-sq-ft-4-1-beds-3-baths-house/1647044626,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/57/578819ff-9cfa-4d0d-8e0b-c5ddf1049226?rule=kijijica-200-jpg,Absolutely Stunning Huge 2200 hundred sq. ft. +basement Mattamy-Built New House In Newly Built Family Friendly Community. Hardwood Floors Throughout The Main Floor. Spacious And Gorgeous Walk Out To ...,"$3,600.00",City of Toronto,Savarin Street,13/01/2023
11,2105 - 30 Samuel Wood Way,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2105-30-samuel-wood-way/1647043429,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e4/e4a3ed49-481c-43e1-bbf2-db6dbd88fa2e?rule=kijijica-200-jpg,"Welcome To The Award-Winning New Kip District Condos! This Brand New Never Lived In Unit Could Be Your New Home! Contemporary Designed. This Bright Space Features Sleek Finishes Throughout, Bedroom ...","$2,400.00",City of Toronto,Kipling Avenue,13/01/2023
12,BEAUTIFUL 2 BEDROOM 2 BALCONY BRAND NEW APARTMENT  (A MUST SEE),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-2-bedroom-2-balcony-brand-new-apartment-a-must-see/1647042685,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/22/221c5bd2-3b71-485f-af3d-d07b80cbfa67?rule=kijijica-200-jpg,BRAND NEW SECOND FLOOR CONTEMPORARY DESIGN- PREMIUM APARTMENT WITH BACKYARD USE AT REAR. READY TO RENT BY March 1ST!!! A MUST SEE IN PERSON. Located in Keelesdale steps away from several TTC routes. ...,"$3,100.00",Toronto,Esther Lorrie Drive,13/01/2023
13,2 Bed Condo on Lakeshore,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-condo-on-lakeshore/1647042051,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/04f48341-58c4-42a7-80d6-bc8f679a62a8?rule=kijijica-200-jpg,2 br and 2 washroom apartment in a newly constructed building on lakeshore available for rent. Located on the 37th floor with great views. Newly added kitchen island for extra working and storage ...,"$2,900.00",City of Toronto,The Donway West,13/01/2023
14,Charming 3 Bedroom Home For Rent in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/charming-3-bedroom-home-for-rent-in-the-beaches/1647040429,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6c/6c5ff1e2-9523-45e6-adc7-7c986efe9619?rule=kijijica-200-jpg,"Start The Year With This Charming Semi In The Beaches Neighborhood With It's Cafes, Shops & Eateries! Imagine Strolling Along The Beaches Boardwalk On Warm Summer Nights & Enjoying All The Beaches ...","$3,600.00",City of Toronto,Burdock Lane,13/01/2023
