Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,$2250 for Fully renovated Basement in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2250-for-fully-renovated-basement-in-scarborough/1647568446,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/06/06388f33-a441-4f09-8304-89e01c8eb3e5?rule=kijijica-200-jpg,Location! Location! Location! Newly renovated 2 bedroom Basement apartment of the Semi Detached house for rent In Scarborough. One of the greatest neighbourhood Scarborough. 2 minutes drive to 401. ...,"$2,250.00",City of Toronto,Blackwell Avenue,< 24 hours ago
2,"Downtown 1 Bedroom Apartment for Rent - 80 Wellesley Street, Eas",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-bedroom-apartment-for-rent-80-wellesley-street-eas/1641098137,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/35/3590cb98-f7af-40df-af57-9ab50082b24f?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$2,197.00",City of Toronto,Osterhout Place,< 24 hours ago
3,Downtown 2 Bedroom Apartment for Rent - 15 Dundonald Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-2-bedroom-apartment-for-rent-15-dundonald-street/1646838276,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/20/2046cc9b-1711-467a-b4df-03cac6032cd1?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: (647) 492-7020Virtual Open House: View our units by ...","$2,846.00",City of Toronto,Jameson Avenue,< 24 hours ago
4,Renovated 2 Bedroom,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-2-bedroom/1626914624,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-200-jpg,Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...,"$2,595.00",City of Toronto,Springhurst Avenue,< 18 hours ago
5,Luxury Two Bedroom Apartment in Bloor West - Swansea,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-two-bedroom-apartment-in-bloor-west-swansea/1630407999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/77/775698cd-f508-4159-b4cf-f630a0c7d3c8?rule=kijijica-200-jpg,"[ONLY TWO UNITS REMAINING!] Gorgeous, renovated luxury apartment in prime Swansea location! Stunning kitchen features extra-depth quartz counters, stainless appliances (including dishwasher and ...","$2,695.00",City of Toronto,South Kingsway,< 20 hours ago
6,Regent park New condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/regent-park-new-condo-for-rent/1648166188,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5d/5d57765d-8fc3-4091-8a4f-c8357fa5d436?rule=kijijica-200-jpg,"Brand New 1 Bedrooms +Den At Artsy Boutique. Hight Ceiling. Open Concept Kitchen. In Revitalized Regent Park. Amazing Amenities Include: Party Room, Outdoor Fitness Area ,Kid's Zone, Gym, Outdoor ...","$2,380.00",Toronto,Sunnybrook Road,< 13 hours ago
7,Beautiful house with 3+2 bedrooms 3 washrooms on 4.5 Acres,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-house-with-3-2-bedrooms-3-washrooms-on-4-5-acres/1648166130,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a2af3e93-96d9-4725-95de-1fe3d0968472?rule=kijijica-200-jpg,"Serene, beautiful and very spacious secluded house with 3+2 bedrooms, 3 washrooms and an office, situated on a park like setting on 4.5Acres",Please Contact,Mono,River Street,< 13 hours ago
8,"Regent Park Condo - DOWNTOWN TORONTO (2bd, 2bth, parking, parks)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/regent-park-condo-downtown-toronto-2bd-2bth-parking-parks/1648166391,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fa/faf872ea-3b02-4087-bf7f-f9e427216c91?rule=kijijica-200-jpg,"2 Bedrooms, 2 Baths, open concept kitchen, long balcony. Parking & storage. Perfect for a small family or two students, 1yr lease term. Living in Regent Park is the perfect blend of city life - it is ...","$3,100.00",Toronto,Cornwall Street,< 13 hours ago
9,"Toronto Studio Rental - Lower , Sep Entry, Spacious, Clean",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/toronto-studio-rental-lower-sep-entry-spacious-clean/1648169177,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0d/0d80fe60-66c8-4a01-a89a-1f8145a84ae4?rule=kijijica-200-jpg,"Toronto Affordable Rentals at Caledonia and Eglinton. Studio with All utilities and internet included. Bright, Lower Level in House with Front of the House Private, Separate Entrance. Full size ...","$1,550.00",Toronto,Highway 10,< 13 hours ago
10,Basement Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent/1648160105,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2d/2deb85b5-a017-4d80-aaa2-071c309ca6bc?rule=kijijica-200-jpg,"Beautiful, recently renovated 1 Bedroom + Den basement apartment in Upper Forest Hill Village. Situated on a quiet, tree-lined street with friendly neighbours. Steps to TTC/subway station, ...","$1,850.00",Toronto,Riverside Drive,< 13 hours ago
11,one single room for one single lady,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-single-room-for-one-single-lady/1648168876,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/34/34aa1318-210f-4b34-9540-01fefcdb23fe?rule=kijijica-200-jpg,"my house is close to a big mall, there are two supermarkets, one is a metro and another one is a Chinese supermarket. close to TTC. everything you need is within walking distance. this area is safe, ...",$800.00,Toronto,King Street East,< 14 hours ago
12,Amazing Suite available!!! 2 BD,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/amazing-suite-available-2-bd/1505792263,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ed/ed213a9c-f346-4a34-bd59-08ba23f5f490?rule=kijijica-200-jpg,"Welcome to Kipling Heights, a friendly west-end location, establihsed in an up and coming neighbourhood that makes it easy to settle in and get comfortable. A great destinaiton for family living with ...",Please Contact,City of Toronto,Sackville Street,< 14 hours ago
