Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand new one-bedroom suite located in a luxurious townhome,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-one-bedroom-suite-located-in-a-luxurious-townhome/1648167286,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/5910d9a6-380c-4e1e-9943-641c9d30d3de?rule=kijijica-200-jpg,"This property located on Lawrence & Blackstone has a range of top-of-the-line features, including: • A spacious bedroom with a closet, an En-suite bathroom, complete with a glass standing shower. • A ...","$2,050.00",Toronto,Lawrence Avenue West,< 7 hours ago
2,Renovated 1 Bedroom @ Yonge and Davisville,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-yonge-and-davisville/1646179670,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99a77bf8-d8a2-418d-bc92-3f6230ef3cf0?rule=kijijica-200-jpg,"Viewings: Please call or text our Leasing Manager at 647-507-4461 Location 155 Balliol Street, Toronto, ON M4S 1C4 Yonge St. & Davisville Ave. Property Features: Indoor swimming pool Fitness room ...","$2,395.00",City of Toronto,Renfield Street,20/01/2023
3,North York 2 Bedroom Apartment for Rent!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-2-bedroom-apartment-for-rent/1644814357,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/13/13d5cfb5-ba8a-411b-983f-8a7dd6c39c2e?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,200.00",City of Toronto,Bathurst Street,19/01/2023
4,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Neptune Drive,17/01/2023
5,Penthouse 2-Bedroom + Den For Rent !  Woodbine/Gerrard!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/penthouse-2-bedroom-den-for-rent-woodbine-gerrard/1628292511,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/96/968faa4d-da39-4df9-88af-dfb8aac707b0?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,595.00",City of Toronto,Chaplin Crescent,04/01/2023
6,"LARGE 2BR+ DEN BIG PATIO 1800SF AVAILABLE APR 1, 2023 (York)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-2br-den-big-patio-1800sf-available-apr-1-2023-york/1647728908,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/0419cd7d-bcd4-45aa-80e6-9aeaa93adce3?rule=kijijica-200-jpg,"$3,200 / 2br - 1800ft2 - LARGE 2BR+ DEN BIG PATIO 1800SF AVAILABLE APR 1, 2023 (York) IF ADD IS RUNNING APARTMEN IS AVAILABLE FOR RENT AVAILABLE APR1. 2023 Huge 2BR+DEN, BIG PATIO 17 KING GEORGES DR ...","$3,200.00",City of Toronto,Roselawn Avenue,19/01/2023
7,Large 1 bed apartment in Parkdale,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bed-apartment-in-parkdale/1647728905,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/65/650ee9fa-9cff-447e-a2c8-60c4832f5822?rule=kijijica-200-jpg,Very Large (950 sq ft) basement with full height (8 foot) ceilings and a large bedroom. HYDRO INCLUDED and there is a private in-unit washer/dryer! This amazing basement apartment is one of 4 units ...,"$2,250.00",City of Toronto,Yore Road,19/01/2023
8,BUNGALOW FOR RENT IN GUILDWOOD,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bungalow-for-rent-in-guildwood/1647727623,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1c/1cbd5643-41ed-481e-8352-0d71c0bcbdbf?rule=kijijica-200-jpg,"***AVAILABLE MARCH 1, 2023*** ***ALL UTILITIES INCLUDED IN PRICE (WiFi, hydro, heating, water, waste) ***Many more photos but limited to 10 on Kijiji - Primary Unit of 1,000 SQFT Bungalow home ...","$3,300.00",City of Toronto,Trethewey Drive,19/01/2023
9,CONDO Rent in LakeShore Toronto (Downtown),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-rent-in-lakeshore-toronto-downtown/1647727244,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/22/22b871c5-a91f-4945-8879-a948e52743d7?rule=kijijica-200-jpg,"With 2 bathroom , Marvellous view heart of Toronto!!! The Condo locates 27th floor and view is Highpark. If you need Parking that would be extra cost , but I can give a locker free.","$2,500.00",City of Toronto,Queen Street West,19/01/2023
10,Renters Needed !,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renters-needed/1647724170,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e8/e8cd233b-6ba5-4082-8369-21ad123f76b0?rule=kijijica-200-jpg,"Many Properties available. With good credit and income, I have one available for you",Please Contact,City of Toronto,Fuller Avenue,19/01/2023
