Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"renovated one bedroom, Broadview and Cosburn - ID 910",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-910/1647637497,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4f/4fcb1c89-02af-41f3-86a0-3d151ac0d620?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom suite - 1 bathroom - located on floor 4 - approximately 590 ...","$2,050.00",City of Toronto,Broadview Avenue,19/01/2023
2,*Newly Renovated* 3-Bedroom - Villa Nova - 530 Scarlett Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-3-bedroom-villa-nova-530-scarlett-road/1646787992,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2e/2ef0ddad-439d-402b-9748-e717d615db34?rule=kijijica-200-jpg,"Located in the quiet suburban area of Etobicoke with views of downtown! Public transit is located at your front door! Schools, shops and restaurants are within walking distance. Three-Bedroom ...","$2,699.00",City of Toronto,Bater Avenue,< 24 hours ago
3,PROMO!1 Bedroom Apartment- Renovated -,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-apartment-renovated/1647496842,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/53/5382f280-8b6e-41b8-8f34-54dc9bb572a6?rule=kijijica-200-jpg,"Welcome to Gowan Court! The incredible bachelors, 1 and 2 bedroom suites here are bright, spacious and in the ideal location! Call us today to learn more about our incredible suites available to ...","$2,209.00",City of Toronto,Pape Avenue,17/01/2023
4,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Gowan Avenue,15/01/2023
5,2 Bedroom for Rent in Midtown Toronto's Leaside Neighourhood!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-for-rent-in-midtown-torontos-leaside-neighourhood/1646012571,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/87/87b6f498-b225-4057-a67f-274170b67859?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,700.00",East York,Lake Shore Boulevard West,04/01/2023
6,1bdr+Den+Parking +Locker CityPlace (35 Mariner Terrace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdr-den-parking-locker-cityplace-35-mariner-terrace/1647168404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d86b8c4-9a2e-4a2a-9a67-57b0af88bc9c?rule=kijijica-200-jpg,"Gorgeous 9-ft, 665 Sqft. 1 Bedroom +Den (can be used as 2nd Bdr) with parking and locker included. Available March 1st. All Utilities Included. Open Concept Modern Kitchen With Great Cupboard Space. ...","$2,750.00",City of Toronto,Brookers Lane,< 24 hours ago
7,$2250 for Fully renovated Basement in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2250-for-fully-renovated-basement-in-scarborough/1647568446,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/06/06388f33-a441-4f09-8304-89e01c8eb3e5?rule=kijijica-200-jpg,Location! Location! Location! Newly renovated 2 bedroom Basement apartment of the Semi Detached house for rent In Scarborough. One of the greatest neighbourhood Scarborough. 2 minutes drive to 401. ...,"$2,250.00",City of Toronto,Spadina Avenue,< 24 hours ago
8,Free Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/free-rent/1648105333,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/45/453cd359-7b61-487f-b2d6-dbf268aa51f3?rule=kijijica-200-jpg,"Looking for mature , responsible person to share farm house with , in exchange for free rent , help cook , clean , gardening , basic farm chores , could be a great opportunity for the right person , ...",Please Contact,City of Toronto,Bremner Boulevard,< 24 hours ago
9,JUNCTION 2 BDRM,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/junction-2-bdrm/1645872948,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/50/506477a4-18ab-4c2d-81e3-30f3f428cbcc?rule=kijijica-200-jpg,"The Junction...2 BDRMS on 2 floors loaded with character. Quiet tree lined street near all the shops, restaurants, and cafes of The Junction and HIgh Park! Walking distance to Keele subway! The ...","$2,800.00",City of Toronto,Blackwell Avenue,< 24 hours ago
10,JUNCTION HIgh Park!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/junction-high-park/1645912127,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/39/3994bd1c-6895-4c34-a180-97f9b2996039?rule=kijijica-200-jpg,"LOCATION....THE JUNCTION! Steps to everything, High Park, The Junction, Keele subway, The ""UP"" express. The second floor bachelor has a fantastic balcony overlooking the tree lined street, hardwood ...","$1,800.00",City of Toronto,Osterhout Place,< 24 hours ago
11,Luxury 1 Bedroom King Street King & Dufferin,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1-bedroom-king-street-king-dufferin/1569671768,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a6/a685a3bd-0d73-4dd8-b803-a0dbf8f27b36?rule=kijijica-200-jpg,Prime King West Location Click Below For Tour: 1251 King St W - 1 Bed 1 Bath https://my.matterport.com/show/?m=3AJto7VbvrY CALL OR EMAIL TODAY TO BOOK A VIEWING! (416) 532-8441 king1251@rogers.com ...,"$2,367.00",City of Toronto,Regional Road 25,< 24 hours ago
12,Upscale 2 Bedroom Suite Davisville & Mt Pleasant Rd,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upscale-2-bedroom-suite-davisville-mt-pleasant-rd/1642488741,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b1/b170708a-c515-44cd-be93-76eaba04d52d?rule=kijijica-200-jpg,Prime Address Davisville & Mount Pleasnant Road CALL OR TEXT TODAY TO BOOK A VIEWING! (416) 856-8470 rentyph@outlook.com These Suites are right on the Yonge subway line and are in one of the top 3 ...,"$3,447.00",City of Toronto,Sideroad 10,< 24 hours ago
