Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"Bachelor Apartment for Rent - 80 Wellesley Street, East",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-80-wellesley-street-east/1645200558,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f82b724a-578a-4a9f-8e73-2a6721c05260?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call now! (647) 558-2263Virtual Open House: View our units by ...","$1,965.00",City of Toronto,Church Street,< 24 hours ago
2,1bdr+Den+Parking +Locker CityPlace (35 Mariner Terrace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bdr-den-parking-locker-cityplace-35-mariner-terrace/1647168404,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d86b8c4-9a2e-4a2a-9a67-57b0af88bc9c?rule=kijijica-200-jpg,"Gorgeous 9-ft, 665 Sqft. 1 Bedroom +Den (can be used as 2nd Bdr) with parking and locker included. Available March 1st. All Utilities Included. Open Concept Modern Kitchen With Great Cupboard Space. ...","$2,750.00",City of Toronto,Wellesley Street East,< 24 hours ago
3,2 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-steps-to-victoria-park-station/1618391411,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/df/df8166bf-463a-46c6-ac45-ece4d93fcba6?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,000.00",City of Toronto,Spadina Avenue,18/01/2023
4,"New listing, 3 rd floor Summerhill/Rosedale subway. Avail Feb 1,",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-listing-3-rd-floor-summerhill-rosedale-subway-avail-feb-1/1647436297,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c6f3218-f49f-4668-85b6-2138bf36dbb8?rule=kijijica-200-jpg,"Large, south facing whole floor. Best location; 3 minute walk to subway, Starbucks on the corner, dry cleaners, Terroni, Harvest Wagon, large south deck etc. Very quiet home.","$2,700.00",City of Toronto,Bremner Boulevard,17/01/2023
5,1BR & 2BR New Condo units available at Yonge & Eglinton !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-new-condo-units-available-at-yonge-eglinton/1639923777,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8ac406d4-787b-4ae7-af24-431879865159?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Yonge & Eglinton Ave W available immediately !! Steps to Eglinton TTC Subway Station, Direct Underground Access to ...","$2,400.00",City of Toronto,Yonge Street,14/01/2023
6,Basement for rent North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent-north-york/1642360417,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/36/3676a4ba-2965-4096-a50c-b3ee456d2a55?rule=kijijica-200-jpg,"Legal one bedroom basement Apartment available for rent. Unit includes the following features: * Kitchen (full-size refrigerator, oven/stove, ventilation, window, and dishwasher is included. The ...","$2,000.00",City of Toronto,Roxborough Street West,28/11/2022
7,2 bedrooms in a 3 bedrooms apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-in-a-3-bedrooms-apartment/1642352256,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6e/6e9c13fb-420d-4082-8338-204fa4069fee?rule=kijijica-200-jpg,"Hello everyone, this is a house with 3 Bedrooms with 3 Roommates! Newly Constructed Oversized Modern Home W/3 Bedroom, 2 Washrooms This Fully Open Concept Design Is Perfect For Enteraining & shared ...","$1,250.00",City of Toronto,Yonge Street,28/11/2022
8,Accommodation for a small family is available immediately.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/accommodation-for-a-small-family-is-available-immediately/1642100442,,"Any small family (preference given to family from Kerala) looking for Accomodation, 1bedroom basement, kitchen, washroom, sitting room and storage room, immediate occupation. TTC stop in front of the ...",Please Contact,City of Toronto,Roehampton Avenue,28/11/2022
9,1 Bed + Den  Downtown Condo connected Union and Scotiabank arena,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-downtown-condo-connected-union-and-scotiabank-arena/1642357889,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0e/0ebe52cb-b33e-496e-b860-ca6df97f4f97?rule=kijijica-200-jpg,"Priced dropped from $2700 to$ 2495! 42rd floor Cn tower views Condominium at Maple leaf square, building connected to Scotiabank Arena, Union Station, and the Path. 1 bedroom plus den, (den is large ...","$3,495.00",City of Toronto,Grandravine Drive,28/11/2022
10,1 Bed + Den  Downtown Condo connected Union and Scotiabank arena,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-downtown-condo-connected-union-and-scotiabank-arena/1642357062,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b5/b563edd3-5510-410d-8049-7f376f8f0822?rule=kijijica-200-jpg,"Priced dropped from $2700 to$ 2495! 42rd floor Cn tower views Condominium at Maple leaf square, building connected to Scotiabank Arena, Union Station, and the Path. 1 bedroom plus den, (den is large ...","$3,495.00",City of Toronto,Derrydown Road,28/11/2022
11,3 Bedroom house for rent in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-house-for-rent-in-scarborough/1642355899,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca90964d-506f-4ad2-87dd-23326efaa4d9?rule=kijijica-200-jpg,"Three Bedroom House for Rent in Scarborough Three bedroom bungalow house (Upper Floor) near Lawrence/ Brimley in Scarborough is available for rent from January 1st, 2023. It is located close to TTC ...","$3,000.00",City of Toronto,Dovercourt Road,28/11/2022
12,2 Bedroom 2 Washroom Unit at Scarborough Town Centre,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-washroom-unit-at-scarborough-town-centre/1642353201,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e8/e89d6113-1001-4a4e-b3d5-73875082cd5a?rule=kijijica-200-jpg,"Bright Southwest Corner Unit in Luxury High Rise Building by Monarch, Ideal Split Layout, 2 Separate Heating/CAC Systems for Main and 2nd Bedroom, Walkout to Balcony From Living Room and Master ...","$3,200.00",City of Toronto,Shannon Street,28/11/2022
13,Waterfront Penthouse for Lease,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/waterfront-penthouse-for-lease/1642342257,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/aa/aa3b6c5d-95fa-4b31-ba7b-86a545f4576f?rule=kijijica-200-jpg,"Rare opportunity to LEASE one of the most Luxurious Fully Furnished Waterfront Upper Penthouses in Canada's Tallest Water Front Building 30 Shore Breeze Drive, Toronto ♦ Offered at $15,000/monthly ⭐️ ...","$15,000.00",City of Toronto,Finchdene Square,28/11/2022
14,1 Female sharing room -Thorncliffe or Flemingdon Park,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-female-sharing-room-thorncliffe-or-flemingdon-park/1642344598,,"Near to Thorncliffe Park Drive and Flemingdon Park Please read the requirements before contacting me. No Alcohol, No Drugs, No vaping, No cannabis, No parties allowed inside the Unit/stage townhouse, ...",Please Contact,City of Toronto,Torham Place,28/11/2022
15,One bedroom apartment available for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-apartment-available-for-rent/1642290740,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fb/fbe1da67-ff4b-479f-b747-5b6769022138?rule=kijijica-200-jpg,"A clean, quiet and well-maintained rental building, this midtown mid-rise offers bachelor, one- and two-bedroom apartments. Midtown is favoured because it offers easy access to the entire city. Bus ...","$1,875.00",City of Toronto,York Street,28/11/2022
16,3 Bedroom House for rent (Main Floor - Markham Rd/Lawrence Ave),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-house-for-rent-main-floor-markham-rd-lawrence-ave/1642341549,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/0405aef2-4d88-412e-be6c-87958c57658b?rule=kijijica-200-jpg,3 bedroom spacious House (main level) available for rent in Scarborough. With a beautiful front porch and backyard in a quiet & family-friendly neighbourhood. Suite Features: • Main Floor Bungalow • ...,"$2,500.00",City of Toronto,Harbour Street,28/11/2022
17,Basement for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent/1642338348,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0b/0b82f935-feab-449e-b396-8973992d42c5?rule=kijijica-200-jpg,"Newly renovated 2.5 bedroom, 1 bathroom basement apartment with comfortable living space. This includes a separate entrance to the beautiful basement. There is in-suite laundry, and the space comes ...","$2,200.00",City of Toronto,York Street,28/11/2022
