Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand New Prime Beach with 2 bedrooms and 2 full baths,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-prime-beach-with-2-bedrooms-and-2-full-baths/1641918072,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/64/64c7de13-a759-4746-8936-beafe4357961?rule=kijijica-200-jpg,"Enjoy the restorative fascination of the water a short walk away. This main floor space is offered unfurnished, has 2 bedrooms, 2 full baths, a balcony overlooking the backyard from the primary/rear ...","$3,000.00",City of Toronto,Queen Street East,25/11/2022
2,Renovated Bachelor/Studio at 1001 O'Connor Drive - ID 73,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-studio-at-1001-oconnor-drive-id-73/1647637224,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8e/8e1edc51-25d2-4090-9d79-73bdc7967e66?rule=kijijica-200-jpg,"Renovated Akelius studio apartment for rent. O'Connor & St. Clair East in the East York neighborhood, Toronto. renovated studio - 1 bathroom - approximately 325 square feet - available 2023-02-01 for ...","$1,525.00",City of Toronto,Bellefair Avenue,19/01/2023
3,Mid-Town Toronto 1 Bedroom Rental!  Davisville & Mt. Pleasant,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mid-town-toronto-1-bedroom-rental-davisville-mt-pleasant/1646012473,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/24/24eba7bc-c5f4-4dfe-9845-ba0b860524c8?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$2,000.00",City of Toronto,O'Connor Drive,04/01/2023
4,1 bed 1bath Waterfront Condo next to Westin hotel and Ferry,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1bath-waterfront-condo-next-to-westin-hotel-and-ferry/1647750866,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ca/ca4756eb-d367-4679-95d3-013e47689ab3?rule=kijijica-200-jpg,Prestigious condo building at harbour front in downtown Toronto. Next to the Westin hotel and Ferry Terminal. 1 bed and 1 bath condo on 24th floor. Rent includes ALL UTILITIES including Internet and ...,"$2,600.00",Toronto,Dohme Avenue,20/01/2023
5,1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-north-york-don-valley-parkway-brookbanks-dr/1638089620,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/39/396984b3-b69b-4893-864c-a1d389979b7c?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,599.00",City of Toronto,Queens Quay West,22/01/2023
6,Spectacular Main Floor Duplex in Forest Hill South,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spectacular-main-floor-duplex-in-forest-hill-south/1642938733,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f2/f21fc2e3-491b-4cd5-bd37-202585ad8ad6?rule=kijijica-200-jpg,"This Spectacular Main Duplex Offers Over 2200Sf Of Luxury Finished Space. Incredible Renovation Just Completed in FY2020. Offering 1 Family/ Study Room, 1 Sunken Room, 3 Bedrooms, and 3 Full ...","$4,950.00",City of Toronto,Bay Street,02/01/2023
7,"Glencairn subway, one bedroom",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/glencairn-subway-one-bedroom/1645885926,,"At subway, 20 minutes to downtown. Large one bedroom, aircon, utilities included. No pets, no smoking. References/employment letter/credit check Avail Mar 01 $1,550 Call 416 784 4478","$1,550.00",City of Toronto,Brookbanks Drive,02/01/2023
8,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Valley Woods Road,02/01/2023
9,1 Bd Condo For Lease - King and Peter,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bd-condo-for-lease-king-and-peter/1639878686,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6d/6d78524a-7798-43c3-bd29-80f31851e5e9?rule=kijijica-200-jpg,"Brand New Condo For Lease At King and Peter St (357 King St W) This new condo located at 357 King St is the ultimate location for work-life balance as you are steps to financial and tech district, ...","$2,400.00",City of Toronto,Eglinton Avenue West,02/01/2023
10,downtown 1 br condo for lease. near UofT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-1-br-condo-for-lease-near-uoft/1645881096,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/43/43212c92-3098-4a3e-abc3-39661f065c6f?rule=kijijica-200-jpg,Welcome To The Popular Opera Place! This 1 Bedroom Unit With Locker And A Gorgeous East Facing View Of Toronto. Condo Is Perfect Renovated From Top To Bottom. New Laminate Throughout. Suite Has Been ...,"$2,480.00",City of Toronto,Elmsthorpe Avenue,02/01/2023
11,Condo For Lease - Yonge/ Lakeshore,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-lease-yonge-lakeshore/1639736786,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4c/4cee2f04-b4aa-4f90-b5b9-e860ca1b93c6?rule=kijijica-200-jpg,"Brand New, 1 Bedroom + Den Condo available for Lease immediately. Unobstructed 40th floor view of Downtown and CN Tower. Steps to Entertainment District, Financial District, Harbourfront and the ...","$3,000.00",City of Toronto,Marlee Avenue,02/01/2023
12,3 BDR 3 WSH Condo Townhouse by Yonge & Sheppard (North York),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bdr-3-wsh-condo-townhouse-by-yonge-sheppard-north-york/1645879870,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/237bdb4e-6211-4c06-ae94-fcad9710fde8?rule=kijijica-200-jpg,This 3 Bedroom and 3 Washroom Condo Townhouse is available for rent immediately. It is a 3-Storey Townhouse with an open concept main floor and a 5 pc bathroom on the 2nd floor with 2 bedrooms. The ...,"$3,900.00",City of Toronto,Glen Park Avenue,02/01/2023
13,1 bed 1 bath apartment for rent toronto downtown students,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-apartment-for-rent-toronto-downtown-students/1645878775,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bb/bbf6ad52-6817-4ae3-b9c3-2595454a07d3?rule=kijijica-200-jpg,Beautiful 1 BED 1 BATH INCLUDING UTILITIES AVAILABLE IMMEDIATELY With Large Kitchen And Balcony. Open Concept Layout With Ample Closet Space. Laminate Flooring Along With Vinyl Flooring In The Foyer. ...,"$2,500.00",City of Toronto,Fallingbrook Road,02/01/2023
14,"NEW 5 STAR CONDO TO LEASE, move in March / April",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-5-star-condo-to-lease-move-in-march-april/1645876399,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d3/d3100f40-3f64-427a-82c5-1b2e937d218d?rule=kijijica-200-jpg,"Condo is brand new from the builder, be the first to move in. Located at the southwest corner of Don Mills Road and Lawrence Ave, next to the Shops at Don Mills. Underground parking is not included. ...","$2,200.00",City of Toronto,Fallingbrook Crescent,02/01/2023
15,Brand new home 3bedroom +1 and 2.5 bathrooms,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-home-3bedroom-1-and-2-5-bathrooms/1645873068,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1c/1c2b8253-8fbb-4f75-9054-7837586c1c35?rule=kijijica-200-jpg,"Brand new home just of the builder. 3 bedrooms with a den, 2.5 bathrooms. Spacious with 2 parking spots. Everything in the home is brand new as it just finished being built by the builder. It’s in ...","$3,300.00",City of Toronto,Yonge Street,02/01/2023
16,Jazz - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jazz-1-bedroom-apartment-for-rent/1584935557,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65f16ed6-8540-45ea-9f53-d9233151f262?rule=kijijica-200-jpg,"In the heart of downtown Toronto, Jazz offers quality rental apartments just blocks from the bustling corner of Yonge and Dundas. In close its proximity to the excitement of downtown Toronto, the ...","$2,750.00",City of Toronto,Dundonald Street,02/01/2023
17,Furnished One-Bedroom Condo in North York with Parking,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-one-bedroom-condo-in-north-york-with-parking/1597732438,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e8/e8e3487f-1a58-4e9b-90f5-dd81bb67ab67?rule=kijijica-200-jpg,"For Rent in North York Toronto: A furnished one-bedroom condo with a fantastic open-concept layout. The unit has upgraded feature walls in the living room and study laminate flooring throughout, ...",Please Contact,City of Toronto,Bay Street,02/01/2023
18,Jazz - 1 Bed + Den Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jazz-1-bed-den-apartment-for-rent/1584935531,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ee/eec2a0fc-b4cc-4ade-bb63-7aa874668a5c?rule=kijijica-200-jpg,"In the heart of downtown Toronto, Jazz offers quality rental apartments just blocks from the bustling corner of Yonge and Dundas. In close its proximity to the excitement of downtown Toronto, the ...","$2,500.00",City of Toronto,Grosvenor Street,02/01/2023
19,Jazz - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jazz-2-bedroom-apartment-for-rent/1584935576,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c2/c2d8c2d8-d9c6-4b49-9759-baf26523533c?rule=kijijica-200-jpg,"In the heart of downtown Toronto, Jazz offers quality rental apartments just blocks from the bustling corner of Yonge and Dundas. In close its proximity to the excitement of downtown Toronto, the ...","$3,200.00",City of Toronto,Queens Quay East,02/01/2023
20,One 32 - Studio Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-32-studio-apartment-for-rent/1584937578,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9c/9ce8f888-2386-4ea4-a420-36303212507b?rule=kijijica-200-jpg,"Centrally located between King Street and Queen Street on Berkeley Street, One32 offers new and stylish downtown Toronto rental apartments with easy access to transit and shopping for those looking ...","$2,150.00",City of Toronto,Freeland Street,02/01/2023
