Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,RENT TO OWN A HOUSE OR BUY WITH OUR ZERO DOWN PROGRAM,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rent-to-own-a-house-or-buy-with-our-zero-down-program/1569609232,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/024de9dd-a4ae-4ec3-95d6-6fc2fd41b769?rule=kijijica-200-jpg,Program # 1 -- Buy House With Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program For New Immigrants* *Any Credit or No ...,Please Contact,City of Toronto,Airport Road,< 23 hours ago
2,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,Thamesgate Drive,19/01/2023
3,1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1636404248,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/af/aff94955-434f-4562-a1ae-31d442997456?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,549.00",City of Toronto,Spadina Avenue,08/01/2023
4,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Front Street West,05/01/2023
5,Large Renovated 1 Bedroom with Balcony,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-with-balcony/1624777015,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/15e07281-c0e8-48b7-90d0-b3da5f7391bf?rule=kijijica-200-jpg,"Viewings Please call 647-694-2142 Walk in hours: Monday-Friday, 9am-5pm Weekends 12pm-5pm Location 22 Close Avenue King St. & Jameson Ave. Suite Features: 680 sq.ft. Walking distance to the lake ...","$2,100.00",City of Toronto,Denton Avenue,20/01/2023
6,Furnished Bachelor Apartment for Rent Yonge and Sheppard Area,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-bachelor-apartment-for-rent-yonge-and-sheppard-area/1644054027,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/27/27216eb1-a827-411c-8031-6ebb8fee1293?rule=kijijica-200-jpg,"The Luxury Shane Baghai Fully Furnished Corner Studio Suite Condo Is Situated In A Prime North York Location! Walking Distance To The Subway, Restaurants, Shops, Cafes, Banks, Supermarkets, ...","$2,500.00",City of Toronto,MacEy Avenue,13/12/2022
7,Wifi | Internet | Promo | 1gbps,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wifi-internet-promo-1gbps/1644042224,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fd/fdb8a33b-86b0-4616-a6bc-133c6000a630?rule=kijijica-200-jpg,Text/WhatsApp 647-280-4658 for affordable holiday WIFI/Internet Plans . Commercial plans are also there High Speed Internet – 50mbps to 3gbps Unlimited Data Free modem No activation fee No connection ...,$56.00,City of Toronto,Jameson Avenue,13/12/2022
8,Ultimate Downtown Location / Yonge + College / Furnished,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/ultimate-downtown-location-yonge-college-furnished/1644041759,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e1/e13ff6d1-bec7-4e66-b592-5a121b0ad39e?rule=kijijica-200-jpg,Ultimate Downtown Location. Executive rental and fully furnished (just bring a suitcase) *South* Facing 2 Full Size Bedrooms + 2 Bath Open Concept Unit With Excellent Views. Bright & Beautiful W/ ...,"$3,500.00",City of Toronto,Springhurst Avenue,13/12/2022
9,HUMBER College Lakeshore Campus - Student Apartment For Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/humber-college-lakeshore-campus-student-apartment-for-rent/1644040856,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/94/9437cd90-6d5a-47f7-8fde-1d3f4faeb5fa?rule=kijijica-200-jpg,"Student Preferred! Available January 1st Is A Private 1 Bedroom, Professionally Managed Apartment Featuring A Clean, Bright And Open-Concept Living And Dining Space. 200M From Humber College, ...","$1,895.00",City of Toronto,Avondale Avenue,13/12/2022
10,55 Harbour Square Harbourfront  Downtown Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/55-harbour-square-harbourfront-downtown-toronto/1644034458,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4e/4e0b8ae7-a2ac-4c64-9c5d-9971e2548e8c?rule=kijijica-200-jpg,"Stunning lake view at 55 Harbour Square. Luxury 2-bedroom condo (approx. 1,430 sq. ft.) with 2 full bathrooms, wooden floor in living-dining room, 5 appliances, ensuite laundry, blinds on all ...","$4,200.00",City of Toronto,Harrison Garden Boulevard,13/12/2022
