Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,1BR & 2BR Brand New Condo units at LakeShore & Windermere Ave !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-lakeshore-windermere-ave/1633811860,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/10/103eff49-7b09-4182-8699-dae3cd50d8e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease brand new Condo units at LakeShore Blvd W & Windermere Ave available immediately !! Steps to Harbourfront, Ontario Place, CNE, High Park, Major ...","$2,450.00",City of Toronto,Lake Shore Boulevard West,17/01/2023
2,NEW BACHELOR; FURNISHED; !!LUXURY!! YONGE/BLOOR. $2300,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-bachelor-furnished-luxury-yonge-bloor-2300/1646560112,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4e/4ee040c6-1373-477b-8e3e-9af80dc5442b?rule=kijijica-200-jpg,Sophisticated Bachelor Condominium In The Heart Of Central Toronto! Walk score 97!! Spacious 463 Sqft + 75 Sqft balcony! One Of The Biggest Studio Units With Unobstructed Breathtaking North View. ...,"$2,300.00",City of Toronto,Windermere Avenue,21/01/2023
3,Newly Designed 1 Bdrm. for Rent  - Woodbine/Gerrard East,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-designed-1-bdrm-for-rent-woodbine-gerrard-east/1643370566,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5d/5df285f7-8842-4182-b544-1d0881f19cf6?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,365.00",City of Toronto,Jarvis Street,05/01/2023
4,Scarborough1 Bedroom Apartment for Rent - 35 Greenbrae Circuit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough1-bedroom-apartment-for-rent-35-greenbrae-circuit/1596795032,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c0/c09ae1e8-d76c-44ca-8d20-4996155908c6?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 261-9483Virtual Open House: View our units by clicking ...","$2,228.00",City of Toronto,Ted Rogers Way,< 4 hours ago
5,1BR & 2BR Brand new Condo units at Eglinton Ave E & Bayview !!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-units-at-eglinton-ave-e-bayview/1645424055,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6e/6e27f3a0-62f8-4ae8-90d7-6cdb54af00e3?rule=kijijica-200-jpg,"Looking for a couple/working professionals to lease New Condo units at Eglinton Ave E & Bayview Ave available immediately !! Steps to Eglinton TTC Subway Station, Sunnybrook Health Centre, Costco, ...","$2,250.00",City of Toronto,Lawrence Avenue East,14/01/2023
6,1 bedroom 1 bathroom apartment for sublet,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-apartment-for-sublet/1647297029,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/61/61fbe11d-2098-41ff-a1dc-361a3f58ac86?rule=kijijica-200-jpg,One bedroom one bathroom apartment located in Forest Hill for sublet. Maximum of 12 months minimum of 3 months. First and last required. May come Furnished. Please inquire within. Available Feb 15 23,"$2,350.00",City of Toronto,Greencedar Circuit,15/01/2023
7,1 bedroom 1 bathroom apartment for sublet,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-apartment-for-sublet/1647296552,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/57/57c9543f-5271-4fde-ae6d-a75b32156830?rule=kijijica-200-jpg,1 Bedroom 1 Bathroom available for sublet Furnished. Internet and utilities all included. Pet friendly. Located in Forest Hill. Everything is closeby. Street parking or underground parking available ...,"$2,350.00",City of Toronto,Brentcliffe Road,15/01/2023
8,"$3850/- 3-bedroom condo for rent (35 Tubman Ave, Toronto",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3850-3-bedroom-condo-for-rent-35-tubman-ave-toronto/1647295380,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9e/9ec335f3-78d5-482e-b06c-c2e5872a328d?rule=kijijica-200-jpg,"Brand New Beautiful 3 Bedroom Unit In A Highly Connected Downtown Neighborhood. Amazing Spacious Layout! Minutes From Eaton Centre, Ryerson University, George Brown College, U Of Toronto. 93 Rider's ...",Please Contact,City of Toronto,Vanderhoof Avenue,15/01/2023
9,"1 Bed + Den | 1 Bath, Condo For Rent: Sheppard Ave & Allen Rd.",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-1-bath-condo-for-rent:-sheppard-ave-allen-rd/1647295019,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/34/34b9d1b5-88b9-45ad-a682-ae870090e797?rule=kijijica-200-jpg,"Stunning Open Concept 1 Bed + 1 Den Unit In Highly Desirable Area. Ideally Located Steps To TTC Bus & Subway Station, Highway 401 And Yorkdale Mall. This Beautifully Maintained Unit Boasts Laminate ...","$2,700.00",City of Toronto,Bathurst Street,15/01/2023
10,2 Bedrooms basement for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-basement-for-rent/1647294941,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d7/d73490b9-c27f-415e-915e-c8f3e2bbd8ac?rule=kijijica-200-jpg,"Looking for clean and friendly environment, look no farther. 2 bedrooms ,full kitchen, full 3 pc washroom and lots of living room space. We Looking for small family or students to split. Location ...",Please Contact,City of Toronto,Shallmar Boulevard,15/01/2023
