Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,Brand New 2 Bedroom 2 Bathroom Condo in E2 Yonge & Eglinton,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-2-bathroom-condo-in-e2-yonge-eglinton/1647044840,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5b/5bc1d6af-7181-4b70-8656-cfa2e5d54640?rule=kijijica-200-jpg,"Be the first to live in suite 4006 at E2 Condos. This brand new 2 bedroom 2 bathroom suite towers over Yonge and Eglinton, with breathtaking views of the city. The suite includes 2 bedrooms, 2 full ...","$2,795.00",City of Toronto,Yonge Street,21/01/2023
2,Large 1+Den Steps from Union Station for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-den-steps-from-union-station-for-rent/1645378326,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/949e285a-1706-4e57-8da2-7b845d879755?rule=kijijica-200-jpg,"Spacious Unit, Amazing Location! 1 Min To Path, 5 Mins To Waterfront/Cn Tower/Scotiabank Arena/Longo's, Steps To Union Station/Bay St. Huge Balcony (114Sqft) Is A Great Patio In Summer With A Bit Of ...","$2,600.00",City of Toronto,Roehampton Avenue,28/12/2022
3,Luxury 3 Bedrooms in King West! 1.5 Months Free!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-3-bedrooms-in-king-west-1-5-months-free/1632300463,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8f/8fbe6edd-9b25-411b-84fe-08419abe5d2a?rule=kijijica-200-jpg,FIND YOUR NEXT LUXURY 3 BEDROOM HOME IN THE HEART OF KING WEST! BRAND NEW BUILDING! 1.5 MONTHS FREE AND AN ANNUAL MEMBERSHIP TO CLIO ON SELECT SUITES! Move in anywhere from February to September! ...,"$4,525.00",Toronto,Lower Simcoe Street,< 6 hours ago
4,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Grand Trunk Crescent,15/01/2023
5,*Newley Renovated* 1 Bedroom - 2350 Birchmount Road,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newley-renovated-1-bedroom-2350-birchmount-road/1644862219,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99e80f2b-60e2-4840-bf77-859e2d0233a5?rule=kijijica-200-jpg,"The property is located close to Agincourt Mall, at the corner of Birchmount Road and Sheppard Avenue. One-Bedroom available April Monthly rent from $2,325 plus electricity Parking is $130 - $160 ...","$2,325.00",City of Toronto,Spadina Avenue,< 24 hours ago
6,Torbolton Apartments - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/torbolton-apartments-1-bedroom-apartment-for-rent/1640862001,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/77f4960b-d34a-49cd-b8ba-80f8a9438d13?rule=kijijica-200-jpg,"Torbolton Apartments offers immaculate grounds and convenient access to highway 401.TTC transportation at your doorstep. Torbolton Apartments is conveniently located property is nearby schools, ...","$2,000.00",Toronto,Wellington Street West,< 3 hours ago
7,Grange Apartments - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/grange-apartments-2-bedroom-apartment-for-rent/1628969811,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/76/761f336b-63e2-4b89-8e03-ff8454f28101?rule=kijijica-200-jpg,"SPECIAL LIMITED TIME OFFER the City, close to the Downtown core. We're a walker's paradise with an awesome Walkscore rating of 98 out of 100! Our units have great features like hardwood and ceramic ...","$2,300.00",Toronto,Lake Shore Boulevard West,< 3 hours ago
8,Fully Separate one-bedroom basement apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-separate-one-bedroom-basement-apartment/1648191143,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/64/64026d67-0345-4f30-a47a-787f3ec56340?rule=kijijica-200-jpg,"From 6 February One-bedroom basement apartment in a highly convenient neighborhood - Fully renovated - Сomplete deep tub with shower - Stove, Microwave, little fridge - Air Conditioning - Separate ...","$1,950.00",Vaughan,Brookers Lane,< 3 hours ago
9,SPACIOUS 2 Bedroom in The Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-2-bedroom-in-the-beaches/1647636747,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4f/4fb48256-bf2c-4662-8ed6-69d76b817d89?rule=kijijica-200-jpg,"3000, 3015 & 3017 Queen St. E., Scarborough (The Beaches) Queen St. E & Victoria Park Ave. Monthly rent: Starting from $2,473/month Utilities: Heat and water included, hydro extra Parking: $130 per ...","$2,473.00",Toronto,Sheppard Avenue East,< 3 hours ago
10,Yonge and St Clair Luxury Bachelor Suite (Air Conditioned),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-st-clair-luxury-bachelor-suite-air-conditioned/1637349591,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e6/e635d7aa-b22b-4add-a2f1-ef09fe077542?rule=kijijica-200-jpg,Prime Yonge & St. Clair Address! Check out our website! www.commonwealthtowers.ca CALL OR EMAIL TODAY TO BOOK A VIEWING! 416-825-8894 rentyph@outlook.com Upscale Rental Living at The CommonWealth ...,"$2,037.00",City of Toronto,Amethyst Road,< 3 hours ago
