Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,30 Edith: Apartment for rent in Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/30-edith:-apartment-for-rent-in-toronto/1647500081,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5f/5f19e61f-c13a-4b54-bb42-7d41bb9912b4?rule=kijijica-200-jpg,"30 Edith offers comfortable living in the pleasant Yonge and Eglinton Corridor of Northern Toronto. Our 1 & 2 bedroom, pet-friendly suites offer indoor and outdoor parking, along with spacious ...","$3,199.00",Toronto,Lawrence Avenue East,< 38 minutes ago
2,Buy Condo with Zero Down near Lawrence / Kingston -RENT TO OWN,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-condo-with-zero-down-near-lawrence-kingston-rent-to-own/1625489341,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/16/167f9cc9-9c85-4c5a-aca5-b019d71763b7?rule=kijijica-200-jpg,Program # 1 -- Buy House with Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program for New Immigrants* * Any Credit or No ...,Please Contact,City of Toronto,Galloway Road,12/01/2023
3,Luxury 2 Bed 2 Bath With Parking / Frond And Spadina (Cityplace),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-bath-with-parking-frond-and-spadina-cityplace/1647474758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2f/2f26606b-d0cf-4634-b101-333acf6dd7c2?rule=kijijica-200-jpg,"Luxury 2 Bedroom Condo in Downtown Toronto (Cityplace) Front & Spadina Steps To Ttc, Rogers Centre, Cn Tower, Harbourfront And Sobey's. Great amenities. 1 Parking spot is included! 2 Bedroom 2 ...","$3,200.00",City of Toronto,Spadina Avenue,19/01/2023
4,1 Bedroom Apartment for Rent! Dufferin St./Lawrence Ave.!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-dufferin-st-lawrence-ave/1646012475,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/261335c6-8121-4427-8316-1df89502c40b?rule=kijijica-200-jpg,"Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ...","$1,750.00",City of Toronto,Front Street West,04/01/2023
5,Luxury short term rental 2+1 bed 2 Bath Mt Pleasant & St Clair,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-short-term-rental-2-1-bed-2-bath-mt-pleasant-st-clair/1644797009,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/232fdc73-7a20-4116-a838-33231055b1cd?rule=kijijica-200-jpg,"Short/long Term Luxury Possibly Semi Furnished Over 1500 Sqf Spacious Bright & Airy, Tall Ceilings, Hardwood And Ceramics,With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A ...","$3,990.00                                                                            $4,490.00",City of Toronto,Glencairn Avenue,19/01/2023
6,"1 bed room apartment for rent, Brimely/Finch",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-room-apartment-for-rent-brimely-finch/1648051074,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3ccb49bf-8189-4360-9f35-2b6d116f8962?rule=kijijica-200-jpg,"1 bedroom, 1 living room, 1 bathroom, 1 kitchen apartment in lower level of a detached house for rent, with separate entrance, in a high demand area. The bathroom is newly renovated, very enjoyable ...","$1,200.00",City of Toronto,Ennerdale Street,22/01/2023
7,Bay&Bloor 1 Bedroom Condo for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bay-bloor-1-bedroom-condo-for-rent/1648050417,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/57/578d2795-1ce6-4b78-abc3-31c006ed89d8?rule=kijijica-200-jpg,Steps to University of Toronto and subway station. 1 bedroom. Surround by coffee shops and restaurants. Steps to ROM and shopping stores.,"$2,500.00",City of Toronto,Welland Avenue,22/01/2023
8,"Large 2 Bed 2 Bath Furnished Condo Downtown Toronto, w/Parking",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-2-bed-2-bath-furnished-condo-downtown-toronto-w-parking/1648050414,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/72/7231e381-efca-42a3-8ffc-7b94e645326d?rule=kijijica-200-jpg,Fully furnished LARGE (1000sqf) 2 bed 2 bath with parking and locker (on your residence floor) is up for rent. This unit was off the market for 2.5+ years and is now back on. Utilities and High Speed ...,"$3,795.00",City of Toronto,Rose Park Drive,22/01/2023
9,STUDIO FOR RENT DOWNTOWN TORONTO,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-for-rent-downtown-toronto/1648050217,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/59680197-4ed8-45e4-9cbe-94fb09a7369f?rule=kijijica-200-jpg,RENT INCLUDES ALL UTILITIES EXCEPT INTERNET! Avoid the hassles of condo elevators. Quiet home on a quiet street in the heart of Downtown Toronto. Beautiful balcony. Renovated in 2016. Minutes to both ...,"$1,800.00",City of Toronto,Alexmuir Boulevard,22/01/2023
10,3 bed 2 washroom townhouse for rent Scarborough Feb 1,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bed-2-washroom-townhouse-for-rent-scarborough-feb-1/1648050068,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/93/93611c9c-4dfa-4944-bc07-8c9a0e7f38a5?rule=kijijica-200-jpg,"Beautiful 3 Bedroom Stacked-Townhome In The Heart Of Malvern! 2 Full Baths, With 3 Bedroom. 2 Parking Spots. Attached Garage W/Direct Access To Home. Laundry On Main Floor. Spacious Living/Dining ...","$2,700.00",City of Toronto,Homedale Drive,22/01/2023
