Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,3 BEDROOM FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-for-rent/1648044839,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bfbee63a-cac1-4551-bd0b-cd90a687c4f1?rule=kijijica-200-jpg,3 BEDROOM RECENTLY RENOVATED CLEAN QUITE BUILDING. We would need employment letter credit check and governmental documents. Viewing has to be arrange with appointment minimum of 48 hours.,"$2,750.00",City of Toronto,Bloor Street West,22/01/2023
2,"Lease: Condo Downtown stunning 3 BRD, 2400 Sf, 1000 Sf Terr",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lease:-condo-downtown-stunning-3-brd-2400-sf-1000-sf-terr/1641404801,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7d/7da05775-768d-4cf3-b904-899e4e5875ee?rule=kijijica-200-jpg,Welcoming You To The Prestigious Elegant And Classic Soho Residencies And Hotel .One-Of -A-Kind Sun Filled Spacious 7th Floor Two Level Corner South View Condo With A W/ Huge Wrap Around Terrace W/ ...,Please Contact,Toronto,St Clarens Avenue,< 12 hours ago
3,2 Bedroom for Rent in Midtown Toronto's Leaside Neighourhood!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-for-rent-in-midtown-torontos-leaside-neighourhood/1646012571,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/87/87b6f498-b225-4057-a67f-274170b67859?rule=kijijica-200-jpg,"Touch free leasing:Virtual viewings available via video conferencing. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents ...","$2,700.00",East York,Blue Jays Way,04/01/2023
4,3 Bedroom - 5 Brockley,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-5-brockley/1646734644,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8a1f20fc-72fd-4e68-bdcf-a6d805a96d5b?rule=kijijica-200-jpg,"The building is situated one block east of Midland Avenue and one block north of Lawrence Avenue East on a quiet street! Three-Bedroom available Now Monthly rent from $2,985 plus electricity Parking ...","$2,985.00",City of Toronto,Wellington Street West,< 24 hours ago
5,NEW BACHELOR; FURNISHED; !!LUXURY!! YONGE/BLOOR. $2300,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-bachelor-furnished-luxury-yonge-bloor-2300/1646560112,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4e/4ee040c6-1373-477b-8e3e-9af80dc5442b?rule=kijijica-200-jpg,Sophisticated Bachelor Condominium In The Heart Of Central Toronto! Walk score 97!! Spacious 463 Sqft + 75 Sqft balcony! One Of The Biggest Studio Units With Unobstructed Breathtaking North View. ...,"$2,300.00",City of Toronto,Brockley Drive,21/01/2023
6,Two Bedroom Suites for Rent | York Mills and Leslie,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-suites-for-rent-york-mills-and-leslie/1647498565,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/49/49362af4-0f10-4d06-b600-21db70ec507b?rule=kijijica-200-jpg,York Mills and Leslie Apartments - Newly Renovated Suites in North York Make York Mills and Leslie apartments your home. You'll love these newly renovated suites with a brand new Quartz countertop ...,"$2,875.00",City of Toronto,Archibald Mews,17/01/2023
7,Entire 4 Bedroom House For Rent In Scarborough - Neilson/Shep,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/entire-4-bedroom-house-for-rent-in-scarborough-neilson-shep/1647498871,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/95/956f8361-9235-4de5-a46f-35cbdcb0fa5a?rule=kijijica-200-jpg,4+1 Bedroom 2 Washroom Entire House For Rent At Neilson/Sheppard Area In Scarborough Features: Full House For Rent 4+1 Bedrooms 2 Washrooms 4 Car Parking Call 647-504-7774 with any questions or to ...,"$3,100.00",City of Toronto,Jarvis Street,17/01/2023
8,One Bedroom Deluxe for Rent | High Park Village,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-deluxe-for-rent-high-park-village/1647498490,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/62/62739686-2829-4de4-a42a-0a82f1f91850?rule=kijijica-200-jpg,"Pet Friendly Apartments in High Park Living in Toronto's High Park neighbourhood, means you'll be steps away from the subway, near boutiques, cafés, food markets, local restaurants and schools. Enjoy ...","$2,514.00",City of Toronto,Ted Rogers Way,17/01/2023
9,Large 3 Bedroom Apartment For Rent in Toronto - 20 Stonehill,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-3-bedroom-apartment-for-rent-in-toronto-20-stonehill/1647498444,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/7474e194-06f3-48e6-a107-1b1b2594a46d?rule=kijijica-200-jpg,"L'Amoreaux, Warden & Finch, Scarborough, Toronto This is a Large (1,088 Sqft) 3 Bedroom Apartment for Rent that has been Extensively Cleaned and Refinished. Unique Suite Features: - One Full-Sized ...","$2,695.00",City of Toronto,Murison Boulevard,17/01/2023
10,Selene Metrogate #4253 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/selene-metrogate-4253-luxury-condo-for-rent/1647498343,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e9/e99cbf80-7311-495d-82f7-1339943d2c85?rule=kijijica-200-jpg,"Luxury 2 bedroom, 2 bathrooms condo is available for rent in Scarborough - Kennedy and HWY 401! Amazing Tridel built Selene condo building with excellent amenities and a great location. At Selene, ...","$2,800.00",City of Toronto,United Square,17/01/2023
11,Extra-Large 3 Bedroom 1.5 Bath Renovated Apartment For Rent in T,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/extra-large-3-bedroom-1-5-bath-renovated-apartment-for-rent-in-t/1647498232,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a60439e-209a-4515-895f-ba16bdae7de3?rule=kijijica-200-jpg,"L'Amoreaux, Warden & Finch, Scarborough, Toronto This is a Luxurious, Completely Renovated Extra-Large 1,162 Sqft Three Bedroom Apartment for Rent with High Quality Finishes: Brand-New Chef-Inspired ...","$3,345.00",City of Toronto,Glenlake Avenue,17/01/2023
12,"The Surfside - 0 Bedroom, 1 Bathroom Apartment for Rent",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-surfside-0-bedroom-1-bathroom-apartment-for-rent/1647498185,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/98/98a2fb74-35ce-4095-a7bd-45e71d9d8b02?rule=kijijica-200-jpg,"At The Surfside choose a incredible suite, with unbeatable views and location. Renting at King ad Dufferin puts you in one of Toronto's most desirable communities, Liberty Village. Just blocks from ...","$1,529.00",City of Toronto,Pacific Avenue,17/01/2023
13,2 Bedroom Apartment For Rent in Toronto - 2 Secord,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-in-toronto-2-secord/1647498017,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/92/9226e5c5-7a0e-4923-b21c-5c51108ae397?rule=kijijica-200-jpg,"Main & Danforth, East York, Toronto This is a Standard 2 Bedroom Apartment for Rent that has been Extensively Cleaned and Refinished. Building Overivew Building Features: 2 Secord Avenue is centrally ...","$2,250.00",City of Toronto,Warden Avenue,17/01/2023
