Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,"PROMO! 1 Bedroom- Forest Hill | SAVE $3,800- $5,000 TODAY!",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/promo-1-bedroom-forest-hill-save-3-800-5-000-today/1647496550,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9df77d51-625f-4c3f-81bf-a307a160d985?rule=kijijica-200-jpg,"Incredible suites available for rent - Do not miss out on calling Terrace Gardens your home! Located on a quiet, tree-lined street, your renovated rental apartment at Terrace Gardens is pet-friendly ...","$2,389.00",City of Toronto,Chaplin Crescent,17/01/2023
2,1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1br-2br-brand-new-condo-unit-w-parking-at-lakeshore-parklawn/1622117405,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3a/3a6ea935-b094-4b8c-9277-923887be26a8?rule=kijijica-200-jpg,"Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","$2,400.00",City of Toronto,Roselawn Avenue,15/01/2023
3,"renovated one bedroom, Broadview and Cosburn - ID 910",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-broadview-and-cosburn-id-910/1647637497,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4f/4fcb1c89-02af-41f3-86a0-3d151ac0d620?rule=kijijica-200-jpg,"Renovated Akelius one bedroom apartment for rent. Broadview and Cosburn in the East York neighborhood, Toronto. renovated one bedroom suite - 1 bathroom - located on floor 4 - approximately 590 ...","$2,050.00",City of Toronto,Lake Shore Boulevard West,19/01/2023
4,Bachelor - 110/140/160 Erskine Ave,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-110-140-160-erskine-ave/1643640860,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7c/7c1e0b0b-ade5-4826-9502-16cc864642e8?rule=kijijica-200-jpg,"Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! Bachelor available March Monthly rent from $1,975 plus electricity Parking is $165 - 175 monthly ...","$1,975.00",City of Toronto,Brookers Lane,< 24 hours ago
5,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Broadview Avenue,02/01/2023
6,Rental for 2 Bedrooms 1 Den Townhome,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rental-for-2-bedrooms-1-den-townhome/1648098263,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/20/20155a54-1822-47fb-8f37-631fda681803?rule=kijijica-200-jpg,"Provide flexible rental duration. - Close to Costco - One underground parking - One locker room - Walking distance to churches, convenient stores Please text me at 416 898 9819 if interested.","$2,600.00",City of Toronto,Bater Avenue,Yesterday
7,1 Bedroom & 1 Bath Condo walking distance to Subway!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bath-condo-walking-distance-to-subway/1648097831,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/88/8895e6a1-a8e6-4fc3-a389-d9508f37d987?rule=kijijica-200-jpg,"Luxury One Bedroom Condo in a strategic location. Mins away from 404 and 401. FESCHO groceries at bottom of building. WALKING distance to Fairview Shopping Mall, TTC Subway,Restaurants and many ...","$2,150.00",City of Toronto,University Avenue,Yesterday
8,Beautiful Two bedroom apartment for rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-two-bedroom-apartment-for-rent/1648088006,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6d/6d5665d6-2ecb-43d4-a8bc-4513d9d879d7?rule=kijijica-200-jpg,"Beautiful two bedroom apartment for rent in a quiet friendly neighborhood. Schools nearby. Easy to access transit services. Near Dixon and Kipling. Building well managed. Freshly painted, new floors ...","$2,645.00",City of Toronto,Pearl Street,Yesterday
9,Aquabella #4550 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/aquabella-4550-luxury-condo-for-rent/1647500458,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/44/44cf2183-725a-43c7-8eb7-b84ccc4be6b1?rule=kijijica-200-jpg,"CLICK HERE - VIRTUAL TOUR (360 Photos)A luxury 2 bedroom + Den, 2.5 bathroom condo is available for rent in downtown Toronto. Unobstructed views of open skies and open waters used to be the realm of ...","$5,950.00",City of Toronto,Fallingbrook Road,Yesterday
10,Lighthouse West Tower #5564 - Luxury Condo for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lighthouse-west-tower-5564-luxury-condo-for-rent/1647500475,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1b/1b438782-a613-4dfe-8f26-79339f4d6a59?rule=kijijica-200-jpg,CLICK HERE - VIRTUAL TOURWelcome to Lighthouse West Tower! This Luxury Lower Penthouse with Incredible City & Unobstructed Lake Views on Toronto's Waterfront Expresses Executive Living At Its Finest. ...,"$7,999.00",City of Toronto,Fallingbrook Crescent,Yesterday
