Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
1,2 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-steps-to-victoria-park-station/1618391411,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/df/df8166bf-463a-46c6-ac45-ece4d93fcba6?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$3,000.00",City of Toronto,Denton Avenue,18/01/2023
2,Bachelor for Rent Steps to Victoria Park Station!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-for-rent-steps-to-victoria-park-station/1643370118,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/742bb861-df40-462d-9ca7-ca7b6e5dd702?rule=kijijica-200-jpg,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...","$2,149.00",City of Toronto,MacEy Avenue,05/01/2023
3,"1,438 Sq Ft Light-Filled SW Corner Unit – Broadview Lofts",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-438-sq-ft-light-filled-sw-corner-unit-broadview-lofts/1641368966,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ee/ee1dba44-5aec-4a81-a137-47bfe060c6de?rule=kijijica-200-jpg,"Live in a vastly proportioned, hard loft conversion in the award-winning Broadview Lofts. Light-filled SW corner unit with 1,438 square feet of flexible, open concept space, easily accommodating a ...","$4,200.00",Toronto,Eastern Avenue Diversion,22/01/2023
4,Scarborough 2 Bedrooms Apartment for Rent - 4 Treewood Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-4-treewood-street/1627966389,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/002ad1d3-d9c6-4d3a-bceb-6ffde50f1397?rule=kijijica-200-jpg,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House: View our units by clicking the virtual tour ...","$2,453.00",Scarborough,Broadview Avenue,< 3 hours ago
5,1 Bedroom Basement Apartment in the Beaches,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-in-the-beaches/1645885869,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/97/979860b5-5f6d-451e-b918-30f853e3f112?rule=kijijica-200-jpg,"Bright, airy and roomy 1 bedroom basement apartment with separate side entrance in the Beaches. Apartment has a large renovated washroom, new kitchen, large living area and includes shared laundry. ...","$1,700.00",City of Toronto,Treewood Street,02/01/2023
6,1660 Bathurst Street - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1660-bathurst-street-1-bedroom-apartment-for-rent/1647496223,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/50/508002b2-f49d-4ce1-b1f4-6fcbf824d50d?rule=kijijica-200-jpg,Call Now To Book An In-Person Tour! This beautifully landscaped low-rise Toronto apartment offers bachelor and 1 bedroom rentals in a picturesque three-storey building. Residents can experience the ...,"$2,019.00",Toronto,Tiller Lane,< 4 hours ago
7,125 Bamburgh Circle - 3 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/125-bamburgh-circle-3-bedroom-apartment-for-rent/1647844105,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/26/26510f1a-9fff-44b9-9433-87a63fb85f06?rule=kijijica-200-jpg,"125 Bamburgh Circle is conveniently located near the 407, 401 and 404 highways making this an ideal commuting destination for your 1, 2, or 3 Bedroom Scarborough apartment rental. To view our ...","$2,907.00",Toronto,Fallingbrook Road,< 4 hours ago
8,120 Raglan Avenue - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/120-raglan-avenue-2-bedroom-apartment-for-rent/1647495199,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/95/956282ee-294e-4649-af41-91dc1db98f97?rule=kijijica-200-jpg,"Located in the beautiful Bathurst-St. Clair/Wychwood Park area, this property offers condo-quality renovated bachelor, 1, Jr. 1, and 2 bedroom apartment rentals. To view our property from the comfort ...","$2,733.00",Toronto,Fallingbrook Crescent,< 4 hours ago
9,120 Raglan Avenue - Junior One bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/120-raglan-avenue-junior-one-bedroom-apartment-for-rent/1647495347,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d1/d17984d3-c78b-4ebe-91db-ecaa7bebf0ee?rule=kijijica-200-jpg,"Located in the beautiful Bathurst-St. Clair/Wychwood Park area, this property offers condo-quality renovated bachelor, 1, Jr. 1, and 2 bedroom apartment rentals. To view our property from the comfort ...","$2,073.00",Toronto,Bathurst Street,< 4 hours ago
10,120 Raglan Avenue - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/120-raglan-avenue-1-bedroom-apartment-for-rent/1647495154,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/73/73a5c596-c769-4c91-a373-07a4ea1e5246?rule=kijijica-200-jpg,"Located in the beautiful Bathurst-St. Clair/Wychwood Park area, this property offers condo-quality renovated bachelor, 1, Jr. 1, and 2 bedroom apartment rentals. To view our property from the comfort ...","$2,190.00",Toronto,Warwick Avenue,< 4 hours ago
